0 0 0 ..CC.MDD.K.MAA.K.NIEEL.NI.JLGGHHJ... 
1 1 0 ..CC.MDD.K.MAA.K.NIEE..NI.JLGGHHJL.. L99 
1 1 0 ..CC.MDD.K.M.AAK.NIEEL.NI.JLGGHHJ... A99 
1 1 0 ..CC.M.DDK.MAA.K.NIEEL.NI.JLGGHHJ... D99 
1 1 0 ...CCMDD.K.MAA.K.NIEEL.NI.JLGGHHJ... C99 
1 1 0 CC...MDD.K.MAA.K.NIEEL.NI.JLGGHHJ... C98 
1 1 0 .CC..MDD.K.MAA.K.NIEEL.NI.JLGGHHJ... C99 
2 2 0 .CCK.MDD.K.MAA...NIEEL.NI.JLGGHHJ... C99 K99 
2 2 0 .CC..MDD.K.MAA.K.NIEE..NI.JLGGHHJL.. C99 L99 
2 2 0 CC...MDD.K.MAA.K.NIEE..NI.JLGGHHJL.. C98 L99 
2 2 0 ...CCMDD.K.MAA.K.NIEE..NI.JLGGHHJL.. C99 L99 
2 2 0 ..CC.M.DDK.MAA.K.NIEE..NI.JLGGHHJL.. D99 L99 
2 2 0 ..CC.MDD.K.M.AAK.NIEE..NI.JLGGHHJL.. A99 L99 
2 2 0 ..CC.MDD...MAA.K.NIEEK.NI.JLGGHHJL.. K99 L99 
2 2 0 ..CC.MDD.K.MAA.K.NI.EE.NI.JLGGHHJL.. E99 L99 
2 2 0 ..CC.MDD.K.MAA.K.NI..EENI.JLGGHHJL.. E98 L99 
2 2 0 .CC..MDD.K.M.AAK.NIEEL.NI.JLGGHHJ... A99 C99 
2 2 0 CC...MDD.K.M.AAK.NIEEL.NI.JLGGHHJ... A99 C98 
2 2 0 ...CCMDD.K.M.AAK.NIEEL.NI.JLGGHHJ... A99 C99 
2 2 0 ..CC.M.DDK.M.AAK.NIEEL.NI.JLGGHHJ... A99 D99 
2 2 0 ..CC.MDD.K.MIAAK.NIEEL.N..JLGGHHJ... A99 I99 
2 2 0 .CC..M.DDK.MAA.K.NIEEL.NI.JLGGHHJ... C99 D99 
2 2 0 CC...M.DDK.MAA.K.NIEEL.NI.JLGGHHJ... C98 D99 
2 2 0 ...CCM.DDK.MAA.K.NIEEL.NI.JLGGHHJ... C99 D99 
2 2 0 CC.K.MDD.K.MAA...NIEEL.NI.JLGGHHJ... C98 K99 
3 3 0 CC.K.MDD.K.MAA.L.NIEEL.NI.J.GGHHJ... C98 K99 L99 
3 3 0 CC.K.MDD.K.M...AANIEEL.NI.JLGGHHJ... A97 C98 K99 
3 3 0 CC.K.MDD.K.M..AA.NIEEL.NI.JLGGHHJ... A98 C98 K99 
3 3 0 .CCK.M.DDK.MAA...NIEEL.NI.JLGGHHJ... C99 D99 K99 
3 3 0 .CCK.MDD.K.M.AA..NIEEL.NI.JLGGHHJ... A99 C99 K99 
3 3 0 .CCK.MDD.K.M..AA.NIEEL.NI.JLGGHHJ... A98 C99 K99 
3 3 0 .CCK.MDD.K.M...AANIEEL.NI.JLGGHHJ... A97 C99 K99 
3 3 0 .CCK.MDD.K.MAA.L.NIEEL.NI.J.GGHHJ... C99 K99 L99 
3 3 0 .CCK.MDD.K.MAA...NIEE..NI.JLGGHHJL.. C99 K99 L99 
3 3 0 .CC..M.DDK.MAA.K.NIEE..NI.JLGGHHJL.. C99 D99 L99 
3 3 0 .CC..MDD.K.M.AAK.NIEE..NI.JLGGHHJL.. A99 C99 L99 
3 3 0 .CC..MDD...MAA.K.NIEEK.NI.JLGGHHJL.. C99 K99 L99 
3 3 0 .CC..MDD.K.MAA.K.NI.EE.NI.JLGGHHJL.. C99 E99 L99 
3 3 0 .CC..MDD.K.MAA.K.NI..EENI.JLGGHHJL.. C99 E98 L99 
3 3 0 CC...M.DDK.MAA.K.NIEE..NI.JLGGHHJL.. C98 D99 L99 
3 3 0 CC.K.MDD.K.MAA...NIEE..NI.JLGGHHJL.. C98 K99 L99 
3 3 0 CC...MDD.K.M.AAK.NIEE..NI.JLGGHHJL.. A99 C98 L99 
3 3 0 CC...MDD...MAA.K.NIEEK.NI.JLGGHHJL.. C98 K99 L99 
3 3 0 CC...MDD.K.MAA.K.NI.EE.NI.JLGGHHJL.. C98 E99 L99 
3 3 0 CC...MDD.K.MAA.K.NI..EENI.JLGGHHJL.. C98 E98 L99 
3 3 0 ...CCM.DDK.MAA.K.NIEE..NI.JLGGHHJL.. C99 D99 L99 
3 3 0 ...CCMDD.K.M.AAK.NIEE..NI.JLGGHHJL.. A99 C99 L99 
3 3 0 ...CCMDD...MAA.K.NIEEK.NI.JLGGHHJL.. C99 K99 L99 
3 3 0 ...CCMDD.K.MAA.K.NI.EE.NI.JLGGHHJL.. C99 E99 L99 
3 3 0 ...CCMDD.K.MAA.K.NI..EENI.JLGGHHJL.. C99 E98 L99 
3 3 0 ..CC.M.DDK.M.AAK.NIEE..NI.JLGGHHJL.. A99 D99 L99 
3 3 0 ..CC.M.DD..MAA.K.NIEEK.NI.JLGGHHJL.. D99 K99 L99 
3 3 0 ..CC.M.DDK.MAA.K.NI.EE.NI.JLGGHHJL.. D99 E99 L99 
3 3 0 ..CC.M.DDK.MAA.K.NI..EENI.JLGGHHJL.. D99 E98 L99 
3 3 0 ..CC.MDD...M.AAK.NIEEK.NI.JLGGHHJL.. A99 K99 L99 
3 3 0 ..CC.MDD.K.MIAAK.NIEE..N..JLGGHHJL.. A99 I99 L99 
3 3 0 ..CC.MDD.K.M.AAK.NI.EE.NI.JLGGHHJL.. A99 E99 L99 
3 3 0 ..CC.MDD.K.M.AAK.NI..EENI.JLGGHHJL.. A99 E98 L99 
3 3 0 ..CC.M..DD.MAA.K.NIEEK.NI.JLGGHHJL.. D98 K99 L99 
3 3 0 ..CC.M...DDMAA.K.NIEEK.NI.JLGGHHJL.. D97 K99 L99 
3 3 0 ..CC.MDD.K.MAA.K.NI.JEENI.JLGGHH.L.. E98 J99 L99 
3 3 0 ..CC.MDD.K.MAAJK.NI.JEENI..LGGHH.L.. E98 J98 L99 
3 3 0 ..CC.MDDJK.MAAJK.NI..EENI..LGGHH.L.. E98 J97 L99 
3 3 0 .CC..M.DDK.M.AAK.NIEEL.NI.JLGGHHJ... A99 C99 D99 
3 3 0 .CC..MDD.K.MIAAK.NIEEL.N..JLGGHHJ... A99 C99 I99 
3 3 0 CC...M.DDK.M.AAK.NIEEL.NI.JLGGHHJ... A99 C98 D99 
3 3 0 CC.K.MDD.K.M.AA..NIEEL.NI.JLGGHHJ... A99 C98 K99 
3 3 0 CC...MDD.K.MIAAK.NIEEL.N..JLGGHHJ... A99 C98 I99 
3 3 0 ...CCM.DDK.M.AAK.NIEEL.NI.JLGGHHJ... A99 C99 D99 
3 3 0 ...CCMDD.K.MIAAK.NIEEL.N..JLGGHHJ... A99 C99 I99 
3 3 0 ..CC.M.DDK.MIAAK.NIEEL.N..JLGGHHJ... A99 D99 I99 
3 3 0 ..CC.MIDDK.MIAAK.N.EEL.N..JLGGHHJ... A99 D99 I98 
3 3 0 I.CC.MIDDK.M.AAK.N.EEL.N..JLGGHHJ... A99 D99 I97 
3 3 0 CC.K.M.DDK.MAA...NIEEL.NI.JLGGHHJ... C98 D99 K99 
6 6 0 ...CCM.DD..MIAAK.NIEEK.N..JLGGHHJL.. A99 C99 D99 I99 K99 L99 
6 6 0 ...CCMIDD..MIAAK.N.EEK.N..JLGGHHJL.. A99 C99 D99 I98 K99 L99 
6 6 0 I..CCMIDD..M.AAK.N.EEK.N..JLGGHHJL.. A99 C99 D99 I97 K99 L99 
6 6 0 ...CCM.DDK.MIAAK.NI.EE.N..JLGGHHJL.. A99 C99 D99 E99 I99 L99 
6 6 0 ...CCM.DDK.MIAAK.NI..EEN..JLGGHHJL.. A99 C99 D99 E98 I99 L99 
6 6 0 ...CCMIDDK.MIAAK.NEE...N..JLGGHHJL.. A99 C99 D99 E99 I98 L99 
6 6 0 ...CCMIDDK.MIAAK.N..EE.N..JLGGHHJL.. A99 C99 D99 E99 I98 L99 
6 6 0 ...CCMIDDK.MIAAK.N...EEN..JLGGHHJL.. A99 C99 D99 E98 I98 L99 
6 6 0 I..CCMIDDK.MAA.K.N.EE..N..JLGGHHJL.. A98 C99 D99 I97 L99 
6 6 0 I..CCMIDDK.M.AAK.NEE...N..JLGGHHJL.. A99 C99 D99 E99 I97 L99 
6 6 0 I..CCMIDDK.M.AAK.N..EE.N..JLGGHHJL.. A99 C99 D99 E99 I97 L99 
6 6 0 I..CCMIDDK.M.AAK.N...EEN..JLGGHHJL.. A99 C99 D99 E98 I97 L99 
6 6 0 ...CCM.DDK.M.AAK.NI.JEENI.JLGGHH.L.. A99 C99 D99 E98 J99 L99 
6 6 0 ...CCM.DDK.MAA.K.NI.JEENI.JLGG.HHL.. C99 D99 E98 H99 J99 L99 
6 6 0 ...CCM.DDK.MAAJK.NI.JEENI..LGG.HHL.. C99 D99 E98 H99 J98 L99 
6 6 0 ...CCM..DD.MIAAK.NIEEK.N..JLGGHHJL.. A99 C99 D98 I99 K99 L99 
6 6 0 ...CCMI.DD.MIAAK.N.EEK.N..JLGGHHJL.. A99 C99 D98 I98 K99 L99 
6 6 0 I..CCMI.DD.M.AAK.N.EEK.N..JLGGHHJL.. A99 C99 D98 I97 K99 L99 
6 6 0 ...CCM...DDMIAAK.NIEEK.N..JLGGHHJL.. A99 C99 D97 I99 K99 L99 
6 6 0 ...CCMI..DDMIAAK.N.EEK.N..JLGGHHJL.. A99 C99 D97 I98 K99 L99 
6 6 0 I..CCMI..DDM.AAK.N.EEK.N..JLGGHHJL.. A99 C99 D97 I97 K99 L99 
6 6 0 ...CCMDD.K.MIAAK.NI.JEEN..JLGGHH.L.. A99 C99 E98 I99 J99 L99 
6 6 0 ...CCMDD.K.M.AAK.NI.JEENI.JLGG.HHL.. A99 C99 E98 H99 J99 L99 
6 6 0 ...CCMDD.K.MAA.K.N..JEENI.JLGGIHHL.. C99 E98 H99 I99 J99 L99 
6 6 0 ...CCMDD.K.MAAJK.N..JEENI..LGGIHHL.. C99 E98 H99 I99 J98 L99 
6 6 0 ...CCMDDJK.MAAJK.NI.EE.NI..LGG.HHL.. C99 E97 H99 J97 L99 
6 6 0 ...CCMDDJ..MAAJK.NIEEK.NI..LGGHH.L.. C99 E96 J97 K99 L99 
6 6 0 ...CCMDDJK.MAAJK.NIEEL.NI..LGGHH.... C99 E96 J97 L98 
6 6 0 ...CCMDDJK.MAAJK.NIEE..NI..LGG.HHL.. C99 E96 H99 J97 L99 
6 6 0 ...CCMDDJK.MAAJK.N...EENI..LGGIHHL.. C99 E98 H99 I99 J97 L99 
6 6 0 ..JCCMDDJK.MIAAK.NI..EEN...LGGHH.L.. A99 C99 E98 I99 J96 L99 
6 6 0 ..JCCMDDJK.M.AAK.NI.EE.NI..LGGHH.L.. A99 C99 E97 J96 L99 
6 6 0 ..JCCMDDJK.M.AAK.NIEE..NI..LGGHH.L.. A99 C99 E96 J96 L99 
6 6 0 ..JCCMDDJK.M.AAK.NI..EENI..LGG.HHL.. A99 C99 E98 H99 J96 L99 
6 6 0 ..JCCMDDJK.MAA.K.NI.EE.NI..LGG.HHL.. C99 E97 H99 J96 L99 
6 6 0 ..JCCMDDJ..MAA.K.NIEEK.NI..LGGHH.L.. C99 E96 J96 K99 L99 
6 6 0 ..JCCMDDJK.MAA.K.NIEEL.NI..LGGHH.... C99 E96 J96 L98 
6 6 0 ..JCCMDDJK.MAA.K.NIEE..NI..LGG.HHL.. C99 E96 H99 J96 L99 
6 6 0 ..JCCMDDJK.MAA.K.N...EENI..LGGIHHL.. C99 E98 H99 I99 J96 L99 
6 6 0 ..CC.MIDD..MIAAK.NEE.K.N..JLGGHHJL.. A99 D99 E99 I98 K99 L99 
6 6 0 I.CC.MIDD..MAA.K.N.EEK.N..JLGGHHJL.. A98 D99 I97 K99 L99 
6 6 0 I.CC.MIDD..M.AAK.NEE.K.N..JLGGHHJL.. A99 D99 E99 I97 K99 L99 
6 6 0 ..CC.M.DDK.MIAAK.NI.JEEN..JLGGHH.L.. A99 D99 E98 I99 J99 L99 
6 6 0 ..CC.MIDDK.MIAAK.NEEJ..N..JLGGHH.L.. A99 D99 E99 I98 J99 L99 
6 6 0 ..CC.MIDDK.MIAAK.N..JEEN..JLGGHH.L.. A99 D99 E98 I98 J99 L99 
6 6 0 I.CC.MIDDK.MAA.K.NEE...N..JLGGHHJL.. A98 D99 E99 I97 L99 
6 6 0 I.CC.MIDDK.MAA.K.N..EE.N..JLGGHHJL.. A98 D99 E99 I97 L99 
6 6 0 I.CC.MIDDK.MAA.K.N...EEN..JLGGHHJL.. A98 D99 E98 I97 L99 
6 6 0 I.CC.MIDDK.M.AAK.N..JEEN..JLGGHH.L.. A99 D99 E98 I97 J99 L99 
6 6 0 ..CC.M.DDK.M.AAK.NI.JEENI.JLGG.HHL.. A99 D99 E98 H99 J99 L99 
6 6 0 ..CC.M.DDK.MAA.K.N..JEENI.JLGGIHHL.. D99 E98 H99 I99 J99 L99 
6 6 0 ..CC.M.DDK.MAAJK.N..JEENI..LGGIHHL.. D99 E98 H99 I99 J98 L99 
6 6 0 ..CC.MI.DD.MIAAK.NEE.K.N..JLGGHHJL.. A99 D98 E99 I98 K99 L99 
6 6 0 I.CC.MI.DD.MAA.K.N.EEK.N..JLGGHHJL.. A98 D98 I97 K99 L99 
6 6 0 I.CC.MI.DD.M.AAK.NEE.K.N..JLGGHHJL.. A99 D98 E99 I97 K99 L99 
6 6 0 ..CC.MI..DDMIAAK.NEE.K.N..JLGGHHJL.. A99 D97 E99 I98 K99 L99 
6 6 0 I.CC.MI..DDMAA.K.N.EEK.N..JLGGHHJL.. A98 D97 I97 K99 L99 
6 6 0 I.CC.MI..DDM.AAK.NEE.K.N..JLGGHHJL.. A99 D97 E99 I97 K99 L99 
6 6 0 ..CC.MDD.K.MIAAK.NI.JEEN..JLGG.HHL.. A99 E98 H99 I99 J99 L99 
6 6 0 ..CC.MDD.K.M.AAK.N..JEENI.JLGGIHHL.. A99 E98 H99 I99 J99 L99 
6 6 0 ..CC.MDDJK.MAAJK.N..EE.NI..LGGIHHL.. E97 H99 I99 J97 L99 
6 6 0 ..CC.MDDJ..MAAJK.NIEEK.NI..LGG.HHL.. E96 H99 J97 K99 L99 
6 6 0 ..CC.MDDJK.MAAJK.NIEEL.NI..LGG.HH... E96 H99 J97 L98 
6 6 0 ..CC.MDDJK.MAAJK.NIEEL.NI..LGG..HH.. E96 H98 J97 L98 
6 6 0 ..CC.MDDJK.MAAJK.NIEEL.NI..LGG...HH. E96 H97 J97 L98 
6 6 0 ..CC.MDDJK.MAAJK.NIEEL.NI..LGG....HH E96 H96 J97 L98 
6 6 0 ..CC.MDDJK.MAAJK.N.EE..NI..LGGIHHL.. E96 H99 I99 J97 L99 
6 6 0 ..CC.MDDJK.MAAJK.NEE...NI..LGGIHHL.. E95 H99 I99 J97 L99 
6 6 0 .CC..MIDDK.MIAAK.NEEJL.N..JLGGHH.... A99 C99 D99 E99 I98 J99 
6 6 0 ICC..MIDDK.MAA.K.NEE.L.N..JLGGHHJ... A98 C99 D99 E99 I97 
6 6 0 CC.K.MIDDK.MIAA..NEE.L.N..JLGGHHJ... A99 C98 D99 E99 I98 K99 
6 6 0 CC...MIDDK.MIAAK.NEEJL.N..JLGGHH.... A99 C98 D99 E99 I98 J99 
6 6 0 ...CCMIDDK.MIAAK.NEEJL.N..JLGGHH.... A99 C99 D99 E99 I98 J99 
6 6 0 I..CCMIDDK.MAA.K.NEE.L.N..JLGGHHJ... A98 C99 D99 E99 I97 
6 6 0 ..CC.MIDDK.MIAAK.NEEJL.N..JLGG.HH... A99 D99 E99 H99 I98 J99 
6 6 0 ..CC.MIDDK.MIAAK.NEEJL.N..JLGG..HH.. A99 D99 E99 H98 I98 J99 
6 6 0 ..CC.MIDDK.MIAAK.NEEJL.N..JLGG...HH. A99 D99 E99 H97 I98 J99 
6 6 0 ..CC.MIDDK.MIAAK.NEEJL.N..JLGG....HH A99 D99 E99 H96 I98 J99 
7 7 0 ..CC.MIDDK.MIAAK.NEEJ..N..JLGG...LHH A99 D99 E99 H96 I98 J99 L99 
7 7 0 ..CC.MIDDK.MIAAK.NEE.L.N..JLGG..J.HH A99 D99 E99 H96 I98 J98 
7 7 0 ICC..MIDDK.MAAJK.NEEJL.N...LGGHH.... A98 C99 D99 E99 I97 J98 
7 7 0 I..CCMIDDK.MAAJK.NEEJL.N...LGGHH.... A98 C99 D99 E99 I97 J98 
7 7 0 I.CC.MIDDK.MAAJK.NEEJ..N...LGGHH.L.. A98 D99 E99 I97 J98 L99 
7 7 0 I.CC.MIDDK.MAAJK.NEEJL.N...LGG.HH... A98 D99 E99 H99 I97 J98 
7 7 0 I.CC.MIDDK.MAAJK.NEEJL.N...LGG..HH.. A98 D99 E99 H98 I97 J98 
7 7 0 I.CC.MIDDK.MAAJK.NEEJL.N...LGG...HH. A98 D99 E99 H97 I97 J98 
7 7 0 I.CC.MIDDK.MAAJK.NEEJL.N...LGG....HH A98 D99 E99 H96 I97 J98 
7 7 0 ICCK.MIDDK.M.AA..NEEJL.N..JLGGHH.... A99 C99 D99 E99 I97 J99 K99 
7 7 0 ICC..MIDDK.MAA.K.NEEJL.N..JLGGHH.... A98 C99 D99 E99 I97 J99 
7 7 0 ICC..MIDDK.M.AAK.NEEJ..N..JLGGHH.L.. A99 C99 D99 E99 I97 J99 L99 
7 7 0 ICC..MIDDK.M.AAK.NEEJL.N..JLGG.HH... A99 C99 D99 E99 H99 I97 J99 
7 7 0 ICC..MIDDK.M.AAK.NEEJL.N..JLGG..HH.. A99 C99 D99 E99 H98 I97 J99 
7 7 0 ICC..MIDDK.M.AAK.NEEJL.N..JLGG...HH. A99 C99 D99 E99 H97 I97 J99 
7 7 0 ICC..MIDDK.M.AAK.NEEJL.N..JLGG....HH A99 C99 D99 E99 H96 I97 J99 
7 7 0 I..CCMIDDK.MAA.K.NEEJL.N..JLGGHH.... A98 C99 D99 E99 I97 J99 
7 7 0 I..CCMIDDK.M.AAK.NEEJ..N..JLGGHH.L.. A99 C99 D99 E99 I97 J99 L99 
7 7 0 I..CCMIDDK.M.AAK.NEEJL.N..JLGG.HH... A99 C99 D99 E99 H99 I97 J99 
7 7 0 I..CCMIDDK.M.AAK.NEEJL.N..JLGG..HH.. A99 C99 D99 E99 H98 I97 J99 
7 7 0 I..CCMIDDK.M.AAK.NEEJL.N..JLGG...HH. A99 C99 D99 E99 H97 I97 J99 
7 7 0 I..CCMIDDK.M.AAK.NEEJL.N..JLGG....HH A99 C99 D99 E99 H96 I97 J99 
7 7 0 I.CC.MIDDK.MAA.K.NEEJ..N..JLGGHH.L.. A98 D99 E99 I97 J99 L99 
7 7 0 I.CC.MIDDK.MAA.K.NEEJL.N..JLGG.HH... A98 D99 E99 H99 I97 J99 
7 7 0 I.CC.MIDDK.MAA.K.NEEJL.N..JLGG..HH.. A98 D99 E99 H98 I97 J99 
7 7 0 I.CC.MIDDK.MAA.K.NEEJL.N..JLGG...HH. A98 D99 E99 H97 I97 J99 
7 7 0 I.CC.MIDDK.MAA.K.NEEJL.N..JLGG....HH A98 D99 E99 H96 I97 J99 
7 7 0 I.CC.MIDD..M.AAK.NEEJK.N..JLGGHH.L.. A99 D99 E99 I97 J99 K99 L99 
7 7 0 I.CC.MIDDK.M.AAK.NEEJ..N..JLGG.HHL.. A99 D99 E99 H99 I97 J99 L99 
7 7 0 I.CC.MIDDK.M.AAK.NEE.L.N..JLGG..JHH. A99 D99 E99 H97 I97 J98 
7 7 0 I.CC.MIDDK.M.AAK.NEE.L.N..JLGG..J.HH A99 D99 E99 H96 I97 J98 
7 7 0 I.CC.MIDDK.M.AAK.NEEJ..N..JLGG...LHH A99 D99 E99 H96 I97 J99 L99 
7 7 0 CC.K.M.DDK.MIAAL.NIEEL.N..JGG.HHJ... A99 C98 D99 G99 I99 K99 L99 
7 7 0 CC.K.MIDDK.MIAAL.NEE.L.N..J.GGHHJ... A99 C98 D99 E99 I98 K99 L99 
7 7 0 CC.K.MIDDK.MIAAL.N.EEL.N..JGG.HHJ... A99 C98 D99 G99 I98 K99 L99 
7 7 0 CC.K.M.DDK.M.AAL..IEEL.NI.JGGNHHJ... A99 C98 D99 G99 K99 L99 N99 
7 7 0 CC.K.M.DDK.M.AAL..IEEL..I.JGGNHHJ..N A99 C98 D99 G99 K99 L99 N98 
7 7 0 CC.K...DDK.MAA.L.MIEEL.NI.JGGNHHJ... C98 D99 G99 K99 L99 M99 N99 
7 7 0 CC.K...DDK.MAA.L.MIEEL..I.JGGNHHJ..N C98 D99 G99 K99 L99 M99 N98 
7 7 0 CC.K...DDK..AA.L.MIEEL.MI.JGGNHHJ..N C98 D99 G99 K99 L99 M98 N98 
7 7 0 CC.K.MDD.K.MIAAL..IEEL.N..JGGNHHJ... A99 C98 G99 I99 K99 L99 N99 
7 7 0 CC.K.MDD.K.MIAAL..IEEL....JGGNHHJ..N A99 C98 G99 I99 K99 L99 N98 
7 7 0 CC.K..DD.K.M.AAL.MIEEL.NI.JGGNHHJ... A99 C98 G99 K99 L99 M99 N99 
7 7 0 CC.K..DD.K.M.AAL.MIEEL..I.JGGNHHJ..N A99 C98 G99 K99 L99 M99 N98 
7 7 0 CC.K..DD.K...AAL.MIEEL.MI.JGGNHHJ..N A99 C98 G99 K99 L99 M98 N98 
7 7 0 CC.K.M.DDK.MI..AANI.EE.N..JLGGHHJL.. A97 C98 D99 E99 I99 K99 L99 
7 7 0 CC.K.M.DDK.MI..AANI..EEN..JLGGHHJL.. A97 C98 D99 E98 I99 K99 L99 
7 7 0 CC.K.MIDDK.MI..AANEEJL.N..JLGGHH.... A97 C98 D99 E99 I98 J99 K99 
7 7 0 CC.K.MIDDK.MI.JAANEEJL.N...LGGHH.... A97 C98 D99 E99 I98 J98 K99 
7 7 0 CC.K.MIDDK.MI..AANEE...N..JLGGHHJL.. A97 C98 D99 E99 I98 K99 L99 
7 7 0 CC.K.MIDDK.MI..AAN..EE.N..JLGGHHJL.. A97 C98 D99 E99 I98 K99 L99 
7 7 0 CC.K.MIDDK.MI..AAN...EEN..JLGGHHJL.. A97 C98 D99 E98 I98 K99 L99 
7 7 0 CC.K.M.DDK.M...AANI.JEENI.JLGGHH.L.. A97 C98 D99 E98 J99 K99 L99 
7 7 0 CC.K.M.DDK.M..JAANI.JEENI..LGGHH.L.. A97 C98 D99 E98 J98 K99 L99 
7 7 0 CC.K.MDD.K.MI..AANI.JEEN..JLGGHH.L.. A97 C98 E98 I99 J99 K99 L99 
7 7 0 CC.K.MDD.K.MI.JAANI.JEEN...LGGHH.L.. A97 C98 E98 I99 J98 K99 L99 
7 7 0 CC.K.MDDJK.MI.JAANI..EEN...LGGHH.L.. A97 C98 E98 I99 J97 K99 L99 
7 7 0 CCJK.MDDJK.MI..AANI..EEN...LGGHH.L.. A97 C98 E98 I99 J96 K99 L99 
7 7 0 CC.K.MDD.K.M...AANI.JEENI.JLGG.HHL.. A97 C98 E98 H99 J99 K99 L99 
7 7 0 CC.K.MDD.K.M..JAANI.JEENI..LGG.HHL.. A97 C98 E98 H99 J98 K99 L99 
7 7 0 CC.K.MDDJK.M..JAANI.EE.NI..LGGHH.L.. A97 C98 E97 J97 K99 L99 
7 7 0 CC.K.MDDJK.M..JAANIEE..NI..LGGHH.L.. A97 C98 E96 J97 K99 L99 
7 7 0 CC.K.MDDJK.M..JAANI..EENI..LGG.HHL.. A97 C98 E98 H99 J97 K99 L99 
7 7 0 CCJK.MDDJK.M...AANI.EE.NI..LGGHH.L.. A97 C98 E97 J96 K99 L99 
7 7 0 CCJK.MDDJK.M...AANIEE..NI..LGGHH.L.. A97 C98 E96 J96 K99 L99 
7 7 0 CCJK.MDDJK.M...AANI..EENI..LGG.HHL.. A97 C98 E98 H99 J96 K99 L99 
7 7 0 CC.K.M.DDK.MI.AA.NI.EE.N..JLGGHHJL.. A98 C98 D99 E99 I99 K99 L99 
7 7 0 CC.K.M.DDK.MI.AA.NI..EEN..JLGGHHJL.. A98 C98 D99 E98 I99 K99 L99 
7 7 0 CC.K.MIDDK.MI.AA.NEEJL.N..JLGGHH.... A98 C98 D99 E99 I98 J99 K99 
7 7 0 CC.K.MIDDK.MI.AA.NEE...N..JLGGHHJL.. A98 C98 D99 E99 I98 K99 L99 
7 7 0 CC.K.MIDDK.MI.AA.N..EE.N..JLGGHHJL.. A98 C98 D99 E99 I98 K99 L99 
7 7 0 CC.K.MIDDK.MI.AA.N...EEN..JLGGHHJL.. A98 C98 D99 E98 I98 K99 L99 
7 7 0 CC.K.M.DDK.M..AA.NI.JEENI.JLGGHH.L.. A98 C98 D99 E98 J99 K99 L99 
7 7 0 CC.K.MDD.K.MI.AA.NI.JEEN..JLGGHH.L.. A98 C98 E98 I99 J99 K99 L99 
7 7 0 CC.K.MDD.K.M..AA.NI.JEENI.JLGG.HHL.. A98 C98 E98 H99 J99 K99 L99 
7 7 0 .CCK.M.DDK.MIAAL.NIEEL.N..JGG.HHJ... A99 C99 D99 G99 I99 K99 L99 
7 7 0 .CCK.M.DDK.MIAA..NI.EE.N..JLGGHHJL.. A99 C99 D99 E99 I99 K99 L99 
7 7 0 .CCK.M.DDK.MIAA..NI..EEN..JLGGHHJL.. A99 C99 D99 E98 I99 K99 L99 
7 7 0 .CCK.MIDDK.MIAAL.NEE.L.N..J.GGHHJ... A99 C99 D99 E99 I98 K99 L99 
7 7 0 .CCK.MIDDK.MIAA..NEEJL.N..JLGGHH.... A99 C99 D99 E99 I98 J99 K99 
7 7 0 .CCK.MIDDK.MIAA..NEE...N..JLGGHHJL.. A99 C99 D99 E99 I98 K99 L99 
7 7 0 .CCK.MIDDK.MIAAL.N.EEL.N..JGG.HHJ... A99 C99 D99 G99 I98 K99 L99 
7 7 0 .CCK.MIDDK.MIAA..N..EE.N..JLGGHHJL.. A99 C99 D99 E99 I98 K99 L99 
7 7 0 .CCK.MIDDK.MIAA..N...EEN..JLGGHHJL.. A99 C99 D99 E98 I98 K99 L99 
7 7 0 ICCK.MIDDK.MAA...NEE.L.N..JLGGHHJ... A98 C99 D99 E99 I97 K99 
7 7 0 ICCK.MIDDK.MAA.L.N.EEL.N..J.GGHHJ... A98 C99 D99 I97 K99 L99 
7 7 0 ICCK.MIDDK.MAA...N.EE..N..JLGGHHJL.. A98 C99 D99 I97 K99 L99 
7 7 0 ICCK.MIDDK.M.AAL.NEE.L.N..J.GGHHJ... A99 C99 D99 E99 I97 K99 L99 
7 7 0 ICCK.MIDDK.M.AA..NEE...N..JLGGHHJL.. A99 C99 D99 E99 I97 K99 L99 
7 7 0 ICCK.MIDDK.M.AAL.N.EEL.N..JGG.HHJ... A99 C99 D99 G99 I97 K99 L99 
7 7 0 ICCK.MIDDK.M.AA..N..EE.N..JLGGHHJL.. A99 C99 D99 E99 I97 K99 L99 
7 7 0 ICCK.MIDDK.M.AA..N...EEN..JLGGHHJL.. A99 C99 D99 E98 I97 K99 L99 
7 7 0 .CCK.M.DDK.M.AAL..IEEL.NI.JGGNHHJ... A99 C99 D99 G99 K99 L99 N99 
7 7 0 .CCK.M.DDK.M.AAL..IEEL..I.JGGNHHJ..N A99 C99 D99 G99 K99 L99 N98 
7 7 0 .CCK.M.DDK.M.AA..NI.JEENI.JLGGHH.L.. A99 C99 D99 E98 J99 K99 L99 
7 7 0 .CCK.M.DDK.MI.AA.NI.EE.N..JLGGHHJL.. A98 C99 D99 E99 I99 K99 L99 
7 7 0 .CCK.M.DDK.MI.AA.NI..EEN..JLGGHHJL.. A98 C99 D99 E98 I99 K99 L99 
7 7 0 .CCK.MIDDK.MI.AA.NEEJL.N..JLGGHH.... A98 C99 D99 E99 I98 J99 K99 
