1 0 1 .BBBCCDDK..MJ.KAAMJEEE.MJFFLGG.IIL.. 
1 0 1 .BBBCCDDK..MJ.KAAMJEEE.MJFFLGGII.L.. I99 
1 0 1 .BBBCCDDK..MJ.KAAMJ.EEEMJFFLGGII.L.. E99 I99 
1 0 1 BBB.CCDDK..MJ.KAAMJ.EEEMJFFLGGII.L.. B99 E99 I99 
1 0 1 BBB.CCDDK..MJ.KAAMJ.EEEMJFFLGG.IIL.. B99 E99 I98 
1 0 1 BBB.CCDDK..M..KAAMJ.EEEMJFFLGGJIIL.. B99 E99 I98 J99 
1 0 1 BBB.CCDDK..M..KAAMJEEE.MJFFLGGJIIL.. B99 E98 I98 J99 
1 0 1 BBBCC.DDK..M..KAAMJEEE.MJFFLGGJIIL.. B99 C99 E98 I98 J99 
1 0 1 BBBCC.DDK..MJ.KAAMJEEE.MJFFLGG.IIL.. B99 C99 E98 I98 J98 
1 0 1 BBBCC.DDK..MJ.KAAMJEEE.MJFFLGGII.L.. B99 C99 E98 I97 J98 
1 0 1 BBBCCMDDK..MJ.KAAMJEEE..JFFLGGII.L.. B99 C99 E98 I97 J98 M99 
1 0 1 BBBCCMDDK..MJ.KAAMJ..EEEJFFLGGII.L.. B99 C99 E96 I97 J98 M99 
1 0 1 BBBCCMDDK..MJ.KAAMJ..EEEJFFLGG.IIL.. B99 C99 E96 I96 J98 M99 
1 0 1 BBBCCMDDK..M..KAAMJ..EEEJFFLGGJIIL.. B99 C99 E96 I96 J97 M99 
1 0 1 BBBCCMDDK..M..KAAMJ.EEE.JFFLGGJIIL.. B99 C99 E95 I96 J97 M99 
1 0 1 BBBCCMDD...M..KAAMJ.KEEEJFFLGGJIIL.. B99 C99 E96 I96 J97 K99 M99 
1 0 1 BBBCCM...DDM..KAAMJ.KEEEJFFLGGJIIL.. B99 C99 D97 E96 I96 J97 K99 M99 
1 0 1 BBBCCMJ..DDMJ.KAAMJ.KEEE.FFLGG.IIL.. B99 C99 D97 E96 I96 J95 K99 M99 
1 0 1 BBBCCMJ..DDMJ.KAAMJ.KEEE.FFLGGII.L.. B99 C99 D97 E96 I95 J95 K99 M99 
1 0 1 BBBCCMJ..DDMJ.KAAMJ.KEEEFF.LGGII.L.. B99 C99 D97 E96 F99 I95 J95 K99 M99 
1 0 1 BBBCCMJ..DDMJ..AAMJ..EEEFFKLGGIIKL.. B99 C99 D97 E96 F99 I95 J95 K97 M99 
1 0 1 BBBCCMJ..DDMJ..AAMJEEE..FFKLGGIIKL.. B99 C99 D97 E94 F99 I95 J95 K97 M99 
1 0 1 BBBCC.J..DDMJ..AAMJEEE.MFFKLGGIIKL.. B99 C99 D97 E94 F99 I95 J95 K97 M98 
1 0 1 BBBCC.J..DDMJ..AAMJ.EEEMFFKLGGIIKL.. B99 C99 D97 E93 F99 I95 J95 K97 M98 
1 0 1 BBBCC.J..DDMJAA..MJ.EEEMFFKLGGIIKL.. A98 B99 C99 D97 E93 F99 I95 J95 K97 M98 
1 0 1 BBBCCMJ..DDMJAA..MJ.EEE.FFKLGGIIKL.. A98 B99 C99 D97 E93 F99 I95 J95 K97 M97 
1 0 1 BBBCCMJ..DDMJ.AA.MJ.EEE.FFKLGGIIKL.. A97 B99 C99 D97 E93 F99 I95 J95 K97 M97 
1 0 1 BBBCCMJDD..MJ.AA.MJ.EEE.FFKLGGIIKL.. A97 B99 C99 D95 E93 F99 I95 J95 K97 M97 
1 0 1 BBBCCMJDD..MJ.AA.MJ..EEEFFKLGGIIKL.. A97 B99 C99 D95 E92 F99 I95 J95 K97 M97 
1 0 1 BBBCCMJDD..MJ.AA.MJ.KEEEFFKLGGII.L.. A97 B99 C99 D95 E92 F99 I95 J95 K96 M97 
1 0 1 BBBCCMJDD..MJ.AA.MJ.KEEEFFKLGG.IIL.. A97 B99 C99 D95 E92 F99 I94 J95 K96 M97 
1 0 1 BBBCCMJDD..MJ..AAMJ.KEEEFFKLGG.IIL.. A96 B99 C99 D95 E92 F99 I94 J95 K96 M97 
1 0 1 BBBCCMJDD..MJ.KAAMJ.KEEEFF.LGG.IIL.. A96 B99 C99 D95 E92 F99 I94 J95 K95 M97 
1 0 1 BBBCCMJ.DD.MJ.KAAMJ.KEEEFF.LGG.IIL.. A96 B99 C99 D94 E92 F99 I94 J95 K95 M97 
1 0 1 BBBCCMJ..DDMJ..AAMJ.KEEEFFKLGG.IIL.. A96 B99 C99 D93 E92 F99 I94 J95 K96 M97 
1 0 1 BBBCCMJ.KDDMJ.KAAMJ..EEEFF.LGG.IIL.. A96 B99 C99 D93 E92 F99 I94 J95 K94 M97 
1 0 1 BBBCCMJ.KDDMJ.KAAMJEEE..FF.LGG.IIL.. A96 B99 C99 D93 E90 F99 I94 J95 K94 M97 
1 0 1 BBBCCMJ.KDDMJ.KAAMJEEE..FF.LGGII.L.. A96 B99 C99 D93 E90 F99 I93 J95 K94 M97 
1 0 1 BBBCCMJ.KDDMJ.KAAMJEEE...FFLGGII.L.. A96 B99 C99 D93 E90 F98 I93 J95 K94 M97 
1 0 1 BBBCCMJ.KDDMJ.KAAMJ.EEE..FFLGGII.L.. A96 B99 C99 D93 E89 F98 I93 J95 K94 M97 
1 0 1 BBBCCMJ.KDDMJ.KAAMJ.EEE..FFLGG.IIL.. A96 B99 C99 D93 E89 F98 I92 J95 K94 M97 
1 0 1 BBBCCM..KDDM..KAAMJ.EEE.JFFLGGJIIL.. A96 B99 C99 D93 E89 F98 I92 J93 K94 M97 
1 0 1 BBBCCM..KDDM..KAAMJEEE..JFFLGGJIIL.. A96 B99 C99 D93 E88 F98 I92 J93 K94 M97 
1 0 1 BBBCCM..KDDMJ.KAAMJEEE..JFFLGG.IIL.. A96 B99 C99 D93 E88 F98 I92 J92 K94 M97 
1 0 1 BBBCCM..KDDMJ.KAAMJ..EEEJFFLGG.IIL.. A96 B99 C99 D93 E86 F98 I92 J92 K94 M97 
1 0 1 BBBCCM..KDDMJ.KAAMJ..EEEJFFLGGII.L.. A96 B99 C99 D93 E86 F98 I91 J92 K94 M97 
1 0 1 BBBCC...KDDMJ.KAAMJEEE.MJFFLGG.IIL.. A96 B99 C99 D93 E88 F98 I92 J92 K94 M96 
1 0 1 BBBCC...KDDMJ.KAAMJEEE.MJFFLGGII.L.. A96 B99 C99 D93 E88 F98 I91 J92 K94 M96 
1 0 1 BBBCC...KDDMJ.KAAMJ.EEEMJFFLGGII.L.. A96 B99 C99 D93 E87 F98 I91 J92 K94 M96 
1 0 1 BBB.CC..KDDMJ.KAAMJ.EEEMJFFLGGII.L.. A96 B99 C98 D93 E87 F98 I91 J92 K94 M96 
1 0 1 BBB.CC..KDDMJ.KAAMJ.EEEMJFFLGG.IIL.. A96 B99 C98 D93 E87 F98 I90 J92 K94 M96 
1 0 1 BBB.CC..KDDM..KAAMJ.EEEMJFFLGGJIIL.. A96 B99 C98 D93 E87 F98 I90 J91 K94 M96 
1 0 1 BBB.CC..KDDM..KAAMJEEE.MJFFLGGJIIL.. A96 B99 C98 D93 E86 F98 I90 J91 K94 M96 
1 0 1 BBB.CCJ.KDDMJ.KAAMJEEE.M.FFLGG.IIL.. A96 B99 C98 D93 E86 F98 I90 J89 K94 M96 
1 0 1 BBB.CCJ.KDDMJ.KAAMJEEE.M.FFLGGII.L.. A96 B99 C98 D93 E86 F98 I89 J89 K94 M96 
1 0 1 BBB.CCJ.KDDMJ.KAAMJEEE.MFF.LGGII.L.. A96 B99 C98 D93 E86 F97 I89 J89 K94 M96 
1 0 1 BBB.CCJ.KDDMJ.KAAMJ.EEEMFF.LGGII.L.. A96 B99 C98 D93 E85 F97 I89 J89 K94 M96 
1 0 1 BBB.CCJ.KDDMJ.KAAMJ.EEEMFF.LGG.IIL.. A96 B99 C98 D93 E85 F97 I88 J89 K94 M96 
1 0 1 BBBCC.J.KDDMJ.KAAMJ.EEEMFF.LGG.IIL.. A96 B99 C97 D93 E85 F97 I88 J89 K94 M96 
1 0 1 .BBBCCJ.KDDMJ.KAAMJ.EEEMFF.LGG.IIL.. A96 B98 C98 D93 E85 F97 I88 J89 K94 M96 
1 0 1 .BBBCCJ.KDDMJ.KAAMJ.EEEM.FFLGG.IIL.. A96 B98 C98 D93 E85 F96 I88 J89 K94 M96 
1 0 1 .BBBCCJ.KDDMJ.KAAMJ.EEEM.FFLGGII.L.. A96 B98 C98 D93 E85 F96 I87 J89 K94 M96 
1 0 1 JBBBCCJ.KDDMJ.KAAM..EEEM.FFLGGII.L.. A96 B98 C98 D93 E85 F96 I87 J88 K94 M96 
1 0 1 JBBBCCJ.KDDMJ.KAAM..EEEMFF.LGGII.L.. A96 B98 C98 D93 E85 F95 I87 J88 K94 M96 
1 0 1 JBBBCCJ.KDDMJ.KAAMEEE..MFF.LGGII.L.. A96 B98 C98 D93 E83 F95 I87 J88 K94 M96 
1 0 1 JBBBCCJ.KDDMJ.KAAMEEE..MFF.LGG.IIL.. A96 B98 C98 D93 E83 F95 I86 J88 K94 M96 
1 0 1 JBBBCCJ..DDMJ..AAM..EEEMFFKLGGIIKL.. A88 B98 C98 D89 E87 F99 I93 J94 K95 M96 
1 0 1 JBBBCCJDD..MJ..AAM..EEEMFFKLGGIIKL.. A88 B98 C98 D91 E87 F99 I93 J94 K95 M96 
1 0 1 .BBBCCJDD..MJ.AA.MJ.EEEMFFKLGGIIKL.. A89 B98 C98 D91 E87 F99 I93 J95 K95 M96 
1 0 1 .BBBCCJ..DDMJAA..MJ.EEEMFFKLGGIIKL.. A90 B98 C98 D89 E87 F99 I93 J95 K95 M96 
1 0 1 .BBBCCJ.DD.MJAA..MJ.EEEMFFKLGGIIKL.. A90 B98 C98 D90 E87 F99 I93 J95 K95 M96 
1 0 1 JBBBCCJDD..MJAA..M..EEEMFFKLGGIIKL.. A90 B98 C98 D91 E87 F99 I93 J94 K95 M96 
1 0 1 BBB.CCJ..DDMJAA..MJEEE.MFFKLGGIIKL.. A90 B99 C98 D89 E88 F99 I93 J95 K95 M96 
1 0 1 .BBBCCJDD..MJAA..MJEEE.MFFKLGGIIKL.. A90 B98 C98 D91 E88 F99 I93 J95 K95 M96 
1 0 1 BBB.CCJDD..MJ.AA.MJEEE.MFFKLGGIIKL.. A91 B99 C98 D91 E88 F99 I93 J95 K95 M96 
1 0 1 .BBBCCJDD..MJ..AAMJEEE.MFFKLGGIIKL.. A92 B98 C98 D91 E88 F99 I93 J95 K95 M96 
1 0 1 .BBBCCJ.DD.MJ..AAMJEEE.MFFKLGGIIKL.. A92 B98 C98 D92 E88 F99 I93 J95 K95 M96 
1 0 1 BBB.CCJDD..MJ..AAMJ.EEEMFFKLGGIIKL.. A92 B99 C98 D91 E89 F99 I93 J95 K95 M96 
1 0 1 .BBBCCJ.DD.MJ..AAMJ.EEEMFFKLGGIIKL.. A92 B98 C98 D92 E89 F99 I93 J95 K95 M96 
1 0 1 BBB.CCJ.DD.MJAA..MJ.EEEMFFKLGGIIKL.. A92 B99 C98 D92 E89 F99 I93 J95 K95 M96 
1 0 1 BBB.CCJ..DDMJ.AA.MJ.EEEMFFKLGGIIKL.. A93 B99 C98 D91 E89 F99 I93 J95 K95 M96 
1 0 1 BBB.CCJDD..MJ.AA.MJ.EEEMFFKLGGIIKL.. A93 B99 C98 D91 E89 F99 I93 J95 K95 M96 
1 0 1 .BBBCCJ.DD.MJ.AA.MJ.EEEMFFKLGGIIKL.. A93 B98 C98 D92 E89 F99 I93 J95 K95 M96 
1 0 1 BBBCC.JDD..MJ.AA.MJEEE.MFFKLGGIIKL.. A93 B99 C99 D91 E90 F99 I93 J95 K95 M96 
1 0 1 BBB.CCJ.DD.MJ.AA.MJEEE.MFFKLGGIIKL.. A93 B99 C98 D92 E90 F99 I93 J95 K95 M96 
1 0 1 BBBCC.JDD..MJAA..MJEEE.MFFKLGGIIKL.. A94 B99 C99 D91 E90 F99 I93 J95 K95 M96 
1 0 1 BBB.CCJ.DD.MJAA..MJEEE.MFFKLGGIIKL.. A94 B99 C98 D92 E90 F99 I93 J95 K95 M96 
1 0 1 BBBCCMJ.DD.MJ.AA.MJEEE..FFKLGGIIKL.. A93 B99 C99 D92 E90 F99 I93 J95 K95 M97 
1 0 1 BBBCCMJDD..MJAA..MJEEE..FFKLGGIIKL.. A94 B99 C99 D91 E90 F99 I93 J95 K95 M97 
1 0 1 BBBCCMJ.DD.MJ..AAMJ.KEEEFFKLGGII.L.. A92 B99 C99 D92 E92 F99 I93 J95 K96 M97 
1 0 1 BBBCCMJ.DD.MJAA..MJ.KEEEFFKLGG.IIL.. A94 B99 C99 D92 E92 F99 I94 J95 K96 M97 
1 0 1 BBBCCMJ.DD.MJ..AAMJ.KEEEFFKLGG.IIL.. A96 B99 C99 D94 E92 F99 I94 J95 K96 M97 
1 0 1 BBBCCMJDD..MJAA..MJ.KEEEFFKLGG.IIL.. A96 B99 C99 D95 E92 F99 I94 J95 K96 M97 
1 0 1 BBBCCMJ..DDMJ.AA.MJ.KEEEFFKLGG.IIL.. A97 B99 C99 D93 E92 F99 I94 J95 K96 M97 
1 0 1 BBBCCMJ.DD.MJ.AA.MJ.KEEEFFKLGG.IIL.. A97 B99 C99 D94 E92 F99 I94 J95 K96 M97 
1 0 1 BBBCCMJDD..MJ..AAMJ.KEEEFFKLGGII.L.. A96 B99 C99 D95 E92 F99 I95 J95 K96 M97 
1 0 1 BBBCCMJDD..MJAA..MJ.KEEEFFKLGGII.L.. A96 B99 C99 D95 E92 F99 I95 J95 K96 M97 
1 0 1 BBBCCMJ..DDMJ.AA.MJ.KEEEFFKLGGII.L.. A97 B99 C99 D93 E92 F99 I95 J95 K96 M97 
1 0 1 BBBCCMJ.DD.MJ.AA.MJ.KEEEFFKLGGII.L.. A97 B99 C99 D94 E92 F99 I95 J95 K96 M97 
1 0 1 BBBCCMJDD..MJAA..MJ..EEEFFKLGGIIKL.. A96 B99 C99 D95 E92 F99 I95 J95 K97 M97 
1 0 1 BBBCCMJ.DD.MJ.AA.MJ..EEEFFKLGGIIKL.. A97 B99 C99 D94 E92 F99 I95 J95 K97 M97 
1 0 1 BBBCCMJDD..MJ.AA.MJEEE..FFKLGGIIKL.. A97 B99 C99 D95 E92 F99 I95 J95 K97 M97 
1 0 1 BBBCC.JDD..MJ.AA.MJ.EEEMFFKLGGIIKL.. A97 B99 C99 D95 E93 F99 I95 J95 K97 M96 
1 0 1 BBBCCMJDD..MJ..AAMJ.EEE.FFKLGGIIKL.. A96 B99 C99 D95 E93 F99 I95 J95 K97 M97 
1 0 1 BBBCCMJ.DD.MJ..AAMJ.EEE.FFKLGGIIKL.. A96 B99 C99 D94 E93 F99 I95 J95 K97 M97 
1 0 1 BBBCCMJ.DD.MJ.AA.MJ.EEE.FFKLGGIIKL.. A97 B99 C99 D96 E93 F99 I95 J95 K97 M97 
1 0 1 BBBCCMJDD..MJAA..MJ.EEE.FFKLGGIIKL.. A98 B99 C99 D95 E93 F99 I95 J95 K97 M97 
1 0 1 BBBCCMJ.DD.MJAA..MJ.EEE.FFKLGGIIKL.. A98 B99 C99 D96 E93 F99 I95 J95 K97 M97 
1 0 1 BBBCC.JDD..MJAA..MJ.EEEMFFKLGGIIKL.. A98 B99 C99 D95 E93 F99 I95 J95 K97 M98 
1 0 1 BBBCC.J.DD.MJAA..MJ.EEEMFFKLGGIIKL.. A98 B99 C99 D96 E93 F99 I95 J95 K97 M98 
1 0 1 BBB.CCJ..DDMJAA..MJ.EEEMFFKLGGIIKL.. A98 B99 C98 D97 E93 F99 I95 J95 K97 M98 
1 0 1 BBBCC.J..DDMJ.AA.MJ.EEEMFFKLGGIIKL.. A99 B99 C99 D97 E93 F99 I95 J95 K97 M98 
1 0 1 BBBCC.JDD..MJ..AAMJ.EEEMFFKLGGIIKL.. B99 C99 D95 E93 F99 I95 J95 K97 M98 
1 0 1 BBBCC.J.DD.MJ..AAMJ.EEEMFFKLGGIIKL.. B99 C99 D96 E93 F99 I95 J95 K97 M98 
1 0 1 BBB.CCJ..DDMJ..AAMJ.EEEMFFKLGGIIKL.. B99 C98 D97 E93 F99 I95 J95 K97 M98 
1 0 1 BBBCC.J..DDMJAA..MJEEE.MFFKLGGIIKL.. A98 B99 C99 D97 E94 F99 I95 J95 K97 M98 
1 0 1 BBBCC.J..DDMJ.AA.MJEEE.MFFKLGGIIKL.. A99 B99 C99 D97 E94 F99 I95 J95 K97 M98 
1 0 1 BBBCC.JDD..MJ..AAMJEEE.MFFKLGGIIKL.. B99 C99 D95 E94 F99 I95 J95 K97 M98 
1 0 1 BBBCC.J.DD.MJ..AAMJEEE.MFFKLGGIIKL.. B99 C99 D96 E94 F99 I95 J95 K97 M98 
1 0 1 BBB.CCJ..DDMJ..AAMJEEE.MFFKLGGIIKL.. B99 C98 D97 E94 F99 I95 J95 K97 M98 
1 0 1 BBBCCMJ..DDMJAA..MJEEE..FFKLGGIIKL.. A98 B99 C99 D97 E94 F99 I95 J95 K97 M99 
1 0 1 BBBCCMJ..DDMJ.AA.MJEEE..FFKLGGIIKL.. A99 B99 C99 D97 E94 F99 I95 J95 K97 M99 
1 0 1 BBBCCMJDD..MJ..AAMJEEE..FFKLGGIIKL.. B99 C99 D95 E94 F99 I95 J95 K97 M99 
1 0 1 BBBCCMJ.DD.MJ..AAMJEEE..FFKLGGIIKL.. B99 C99 D96 E94 F99 I95 J95 K97 M99 
1 0 1 BBBCCMJ..DDMJ..AAMJ.EEE.FFKLGGIIKL.. B99 C99 D97 E95 F99 I95 J95 K97 M99 
1 0 1 BBBCCMJ..DDMJAA..MJ..EEEFFKLGGIIKL.. A98 B99 C99 D97 E96 F99 I95 J95 K97 M99 
1 0 1 BBBCCMJ..DDMJ.AA.MJ..EEEFFKLGGIIKL.. A99 B99 C99 D97 E96 F99 I95 J95 K97 M99 
1 0 1 BBBCCMJDD..MJ..AAMJ..EEEFFKLGGIIKL.. B99 C99 D95 E96 F99 I95 J95 K97 M99 
1 0 1 BBBCCMJ.DD.MJ..AAMJ..EEEFFKLGGIIKL.. B99 C99 D96 E96 F99 I95 J95 K97 M99 
1 0 1 BBBCCMJ..DDMJ..AAMJ.KEEEFFKLGGII.L.. B99 C99 D97 E96 F99 I95 J95 K98 M99 
1 0 1 BBBCCMJ.KDDMJ.KAAMJ..EEEFF.LGGII.L.. B99 C99 D97 E96 F99 I95 J95 K98 M99 
1 0 1 BBBCCMJDD..MJ.KAAMJ.KEEEFF.LGGII.L.. B99 C99 D95 E96 F99 I95 J95 K99 M99 
1 0 1 BBBCCMJ.DD.MJ.KAAMJ.KEEEFF.LGGII.L.. B99 C99 D96 E96 F99 I95 J95 K99 M99 
1 0 1 BBBCCM...DDMJ.KAAMJ.KEEEJFFLGGII.L.. B99 C99 D97 E96 I95 J94 K99 M99 
1 0 1 BBBCCM.DD..MJ.KAAMJ.KEEEJFFLGGII.L.. B99 C99 D95 E96 I95 J94 K99 M99 
1 0 1 BBBCCM.DD..MJ.KAAMJ.KEEEJFFLGG.IIL.. B99 C99 D95 E96 I94 J94 K99 M99 
1 0 1 BBBCCM..DD.MJ.KAAMJ.KEEEJFFLGG.IIL.. B99 C99 D94 E96 I94 J94 K99 M99 
1 0 1 BBBCCM..DD.MJ.KAAMJ.KEEEJFFLGGII.L.. B99 C99 D96 E96 I95 J94 K99 M99 
1 0 1 BBBCCMJ.KDDMJ.KAAMJ..EEE.FFLGGII.L.. B99 C99 D97 E96 I95 J95 K98 M99 
1 0 1 BBBCCMJDD..MJ.KAAMJ.KEEE.FFLGGII.L.. B99 C99 D95 E96 I95 J95 K99 M99 
1 0 1 BBBCCMJ.DD.MJ.KAAMJ.KEEE.FFLGGII.L.. B99 C99 D96 E96 I95 J95 K99 M99 
1 0 1 BBBCCMJ..DDMJ.KAAMJ.KEEEFF.LGG.IIL.. B99 C99 D97 E96 F99 I96 J95 K99 M99 
1 0 1 BBBCCMJ.KDDMJ.KAAMJ..EEE.FFLGG.IIL.. B99 C99 D97 E96 I96 J95 K98 M99 
1 0 1 BBBCCMJDD..MJ.KAAMJ.KEEE.FFLGG.IIL.. B99 C99 D95 E96 I96 J95 K99 M99 
1 0 1 BBBCCMJ.DD.MJ.KAAMJ.KEEE.FFLGG.IIL.. B99 C99 D96 E96 I96 J95 K99 M99 
1 0 1 BBBCCM...DDMJ.KAAMJ.KEEEJFFLGG.IIL.. B99 C99 D97 E96 I96 J96 K99 M99 
1 0 1 BBBCCM..KDDM..KAAMJ..EEEJFFLGGJIIL.. B99 C99 D97 E96 I96 J97 K98 M99 
1 0 1 BBBCCM..DD.M..KAAMJ.KEEEJFFLGGJIIL.. B99 C99 D98 E96 I96 J97 K99 M99 
1 0 1 BBBCCM.DD..M..KAAMJ.KEEEJFFLGGJIIL.. B99 C99 D99 E96 I96 J97 K99 M99 
1 0 1 BBBCCMDDK..MJ.KAAMJ.EEE.JFFLGG.IIL.. B99 C99 E95 I96 J98 M99 
1 0 1 BBBCCMDD...MJ.KAAMJ.KEEEJFFLGG.IIL.. B99 C99 E96 I96 J98 K99 M99 
1 0 1 BBBCCMDD...MJ.KAAMJ.KEEEJFFLGGII.L.. B99 C99 E96 I97 J98 K99 M99 
1 0 1 BBBCCMDDK..MJ.KAAMJ.EEE.JFFLGGII.L.. B99 C99 E97 I97 J98 M99 
1 0 1 BBBCCMDDK..MJ.KAAMJEEE..JFFLGG.IIL.. B99 C99 E98 I98 J98 M99 
1 0 1 BBBCCMDDK..M..KAAMJEEE..JFFLGGJIIL.. B99 C99 E98 I98 J99 M99 
1 0 1 BBBCC.DDK..M..KAAMJ.EEEMJFFLGGJIIL.. B99 C99 E99 I98 J99 
1 0 1 .BBBCCDDK..M..KAAMJ.EEEMJFFLGGJIIL.. B98 E99 I98 J99 
1 0 1 BBBCC.DDK..MJ.KAAMJ.EEEMJFFLGG.IIL.. B99 C99 E99 I98 
1 0 1 BBBCC.DDK..MJ.KAAMJ.EEEMJFFLGGII.L.. B99 C99 E99 I99 
1 0 1 BBB.CCDDK..MJ.KAAMJEEE.MJFFLGGII.L.. B99 I99 
1 0 1 .BBBCCDDK..M..KAAMJEEE.MJFFLGGJIIL.. J99 
1 0 1 .BBBCCDDK..MJ.KAAMJ.EEEMJFFLGG.IIL.. E99 
1 0 1 BBB.CCDDK..MJ.KAAMJEEE.MJFFLGG.IIL.. B99 
2 0 2 JBBBCCJDD..MJAAL.MEEEL.MFFK.GG..K.II A78 B96 C96 D81 E63 F91 I81 J78 K89 L94 M92 
2 0 2 JBBBCCJDD..MJAAL.MEEEL.MFFKGG...K.II A78 B96 C96 D81 E63 F91 G99 I81 J78 K89 L94 M92 
2 0 2 JBBBCCJDD..MJAAL.MEEEL.MFFKGG...KII. A78 B96 C96 D81 E63 F91 G99 I80 J78 K89 L94 M92 
1 0 1 JBBBCCJDD...JAAL..EEEL.MFFKGGM..KIIM A78 B96 C96 D81 E63 F91 G99 I80 J78 K89 L94 M90 
1 0 1 JBBBCCJDDL..JAAL..EEE..MFFKGGM..KIIM A78 B96 C96 D81 E63 F91 G99 I80 J78 K89 L93 M90 
1 0 1 JBBBCCJDDL..JAAL....EEEMFFKGGM..KIIM A78 B96 C96 D81 E61 F91 G99 I80 J78 K89 L93 M90 
1 0 1 .BBBCCJDDL..JAAL..J.EEEMFFKGGM..KIIM A78 B96 C96 D81 E61 F91 G99 I80 J77 K89 L93 M90 
1 0 1 .BBBCCJDDL..JAAL..JEEE.MFFKGGM..KIIM A78 B96 C96 D81 E60 F91 G99 I80 J77 K89 L93 M90 
1 0 1 BBB.CCJDDL..JAAL..JEEE.MFFKGGM..KIIM A78 B95 C96 D81 E60 F91 G99 I80 J77 K89 L93 M90 
