3 0 3 ...ICC..HI..AAHJ.KDDDJ.KFGEE.KFG.... 
2 0 2 ...ICC..HI..AAHJ..DDDJ.KFGEE.KFG...K K99 
1 0 1 ..HICC..HI..AA.J..DDDJ.KFGEE.KFG...K H99 K99 
1 0 1 ..HICC..HI..AA.J..DDDJ.KFG.EEKFG...K E99 H99 K99 
1 0 1 ..HICC..HI...AAJ..DDDJ.KFG.EEKFG...K A99 E99 H99 K99 
1 0 1 ..HICC..HI...AAJ..DDDJ.KFGEE.KFG...K A99 H99 K99 
2 0 2 ..HICC..HI.K.AAJ.KDDDJ.KFGEE..FG.... A99 H99 K97 
2 0 2 ..HICC..HI.K.AAJ.KDDDJ.KFG..EEFG.... A99 E98 H99 K97 
1 0 1 ..HICC..HI.K.AA..KDDD..KFG.JEEFG.J.. A99 E98 H99 J98 K97 
1 0 1 ..HICC..HI.K.AA..K..DDDKFG.JEEFG.J.. A99 D98 E98 H99 J98 K97 
1 0 1 ..HICC..HI.K.AA..K.GDDDKFG.JEEF..J.. A99 D98 E98 G99 H99 J98 K97 
1 0 1 CCHI.K..HI.K..AA.K.G.DDDFG.JEEF..J.. A86 C94 D53 E98 F62 G77 H89 I96 J82 K86 
1 0 1 CCHI.K..HI.K.GAA.K.G.DDDF..JEEF..J.. A86 C94 D53 E98 F62 G78 H89 I96 J82 K86 
1 0 1 CCHI.K.GHI.K.GAA.KFDDD..F..JEE...J.. A86 C94 D51 E98 F63 G79 H89 I96 J82 K86 
1 0 1 CCHI.K.GHI.KFGAA.KFDDD.....JEE...J.. A86 C94 D51 E98 F62 G79 H89 I96 J82 K86 
1 0 1 CCHI.K.GHI.K.GAA.KF.DDD.F..JEE...J.. A86 C94 D52 E98 F63 G79 H89 I96 J82 K86 
1 0 1 CCHI.KFGHI.KFGAA.K...DDD...JEE...J.. A86 C94 D53 E98 F61 G79 H89 I96 J82 K86 
1 0 1 CCHI.KFGHI.KFGAA.KDDD......JEE...J.. A86 C94 D50 E98 F61 G79 H89 I96 J82 K86 
1 0 1 CCHI.K..HI.K..AA.KF..DDDFG.JEE.G.J.. A86 C94 D53 E98 F63 G76 H89 I96 J82 K86 
1 0 1 CCHI.K..HI.K..AA.KFG.DDDFG.JEE...J.. A86 C94 D53 E98 F63 G77 H89 I96 J82 K86 
1 0 1 CCHI.K..HI.K.GAA.KFG.DDDF..JEE...J.. A86 C94 D53 E98 F63 G78 H89 I96 J82 K86 
1 0 1 CCHI.K..HI.K...AAKF..DDDFG.JEE.G.J.. A87 C94 D53 E98 F63 G76 H89 I96 J82 K86 
1 0 1 CCHI.K..HI.K...AAKFG.DDDFG.JEE...J.. A87 C94 D53 E98 F63 G77 H89 I96 J82 K86 
1 0 1 CCHI.K..HI.K.G.AAKFG.DDDF..JEE...J.. A87 C94 D53 E98 F63 G78 H89 I96 J82 K86 
1 0 1 CC.I.K.G.I.K.G.AAKF..DDDF.HJEE..HJ.. A87 C94 D53 E98 F63 G79 H85 I96 J82 K86 
1 0 1 CC.I.K.G.I.K.G.AAKF.HDDDF.HJEE...J.. A87 C94 D53 E98 F63 G79 H86 I96 J82 K86 
1 0 1 CC.I.K.G.I.K.GHAAKF.HDDDF..JEE...J.. A87 C94 D53 E98 F63 G79 H87 I96 J82 K86 
1 0 1 CCHI.K.GHI.KFGAA.KF..DDD...JEE...J.. A86 C94 D53 E98 F64 G79 H89 I96 J82 K86 
1 0 1 CCHI.K..HI.KF..AAKF..DDD.G.JEE.G.J.. A87 C94 D53 E98 F64 G76 H89 I96 J82 K86 
1 0 1 CCHI.K..HI.KF..AAKFG.DDD.G.JEE...J.. A87 C94 D53 E98 F64 G77 H89 I96 J82 K86 
1 0 1 CCHI.K..HI.KFG.AAKFG.DDD...JEE...J.. A87 C94 D53 E98 F64 G78 H89 I96 J82 K86 
1 0 1 CC.I.K.G.I.KFG.AAKF..DDD..HJEE..HJ.. A87 C94 D53 E98 F64 G79 H85 I96 J82 K86 
1 0 1 CC.I.K.G.I.KFG.AAKF.HDDD..HJEE...J.. A87 C94 D53 E98 F64 G79 H86 I96 J82 K86 
1 0 1 CC.I.K.G.I.KFGHAAKF.HDDD...JEE...J.. A87 C94 D53 E98 F64 G79 H87 I96 J82 K86 
1 0 1 CCHI.K.GHI.KFG.AAKFDDD.....JEE...J.. A87 C94 D53 E98 F64 G79 H89 I96 J82 K86 
1 0 1 CCHI.KFGHI.KFG.AAK.DDD.....JEE...J.. A87 C94 D53 E98 F63 G79 H89 I96 J82 K86 
1 0 1 CCHI.K.GHI.KFGAA.KF.DDD....JEE...J.. A86 C94 D54 E98 F64 G79 H89 I96 J82 K86 
1 0 1 CCHI.K..HI.KF..AAKF.DDD..G.JEE.G.J.. A87 C94 D54 E98 F64 G76 H89 I96 J82 K86 
1 0 1 CCHI.K..HI.KF..AAKFGDDD..G.JEE...J.. A87 C94 D54 E98 F64 G77 H89 I96 J82 K86 
1 0 1 CCHI.K..HI.KFG.AAKFGDDD....JEE...J.. A87 C94 D54 E98 F64 G78 H89 I96 J82 K86 
1 0 1 CCHI.K.GHI.K.G.AAKF.DDD.F..JEE...J.. A87 C94 D54 E98 F65 G79 H89 I96 J82 K86 
1 0 1 CCHI.K.GHI.K.GAA.K..DDD.F..JEEF..J.. A86 C94 D54 E98 F66 G79 H89 I96 J82 K86 
1 0 1 CCHI.K..HI.K...AAK..DDD.FG.JEEFG.J.. A87 C94 D54 E98 F66 G76 H89 I96 J82 K86 
1 0 1 CCHI.K..HI.K...AAK.GDDD.FG.JEEF..J.. A87 C94 D54 E98 F66 G77 H89 I96 J82 K86 
1 0 1 CCHI.K..HI.K.G.AAK.GDDD.F..JEEF..J.. A87 C94 D54 E98 F66 G78 H89 I96 J82 K86 
1 0 1 CC.I.K.GHI.K.GHAAKDDDJ..F..JEEF..... A87 C94 D56 E98 F66 G79 H88 I96 J83 K86 
1 0 1 .CCI.K.GHI.K.GHAAKDDDJ..F..JEEF..... A87 C93 D56 E98 F66 G79 H88 I96 J83 K86 
1 0 1 .CCI.K.GHI.K.GHAAKDDD...F..JEEF..J.. A87 C93 D56 E98 F66 G79 H88 I96 J82 K86 
1 0 1 .CCI...GHI.K.GHAAKDDD..KF..JEEF..J.. A87 C93 D56 E98 F66 G79 H88 I96 J82 K85 
1 0 1 .CCI...GHI.K.GHAAK.DDD.KF..JEEF..J.. A87 C93 D55 E98 F66 G79 H88 I96 J82 K85 
1 0 1 FCCI..FGHI.K.GHAAK.DDD.K...JEE...J.. A87 C93 D55 E98 F62 G79 H88 I96 J82 K85 
1 0 1 .CCI...GHI.K.GHAAKDDDJ.KF..JEEF..... A87 C93 D56 E98 F66 G79 H88 I96 J83 K85 
1 0 1 CC.I...GHI.K.GHAAKDDDJ.KF..JEEF..... A87 C94 D56 E98 F66 G79 H88 I96 J83 K87 
1 0 1 CCHI.K.GHI.K.GAA.KDDDJ..F..JEEF..... A88 C94 D56 E98 F66 G79 H89 I96 J83 K86 
1 0 1 CCHI...GHI.K.G.AAKDDD..KF..JEEF..J.. A87 C94 D56 E98 F66 G79 H89 I96 J84 K87 
1 0 1 CCHI.K.GHI.K.GAA.KDDD...F..JEEF..J.. A88 C94 D56 E98 F66 G79 H89 I96 J84 K86 
1 0 1 CCHI...GHI.K.G.AAK.DDD.KF..JEEF..J.. A87 C94 D57 E98 F66 G79 H89 I96 J84 K87 
1 0 1 CCHI.K.GHI.K.GAA.K.DDD..F..JEEF..J.. A88 C94 D57 E98 F66 G79 H89 I96 J84 K86 
1 0 1 CCHI...GHI.K.GAA.KFDDD.KF..JEE...J.. A88 C94 D57 E98 F67 G79 H89 I96 J84 K87 
1 0 1 CCHI...GHI.KFGAA.KFDDD.K...JEE...J.. A88 C94 D57 E98 F68 G79 H89 I96 J84 K87 
1 0 1 CCHI.KFGHI.KFGAA.K.DDD.....JEE...J.. A88 C94 D57 E98 F69 G79 H89 I96 J84 K86 
1 0 1 CCHI..F.HI.KF.AA.K..DDDK.G.JEE.G.J.. A88 C94 D58 E98 F69 G76 H89 I96 J84 K87 
1 0 1 CCHI..F.HI.KF.AA.K.GDDDK.G.JEE...J.. A88 C94 D58 E98 F69 G77 H89 I96 J84 K87 
1 0 1 CCHI..F.HI.KFGAA.K.GDDDK...JEE...J.. A88 C94 D58 E98 F69 G78 H89 I96 J84 K87 
1 0 1 CCHI...GHI.K.GAA.K..DDDKF..JEEF..J.. A88 C94 D58 E98 F66 G79 H89 I96 J84 K87 
1 0 1 CCHI...GHI.K.GAA.KF.DDDKF..JEE...J.. A88 C94 D58 E98 F67 G79 H89 I96 J84 K87 
1 0 1 CCHI...GHI.KFGAA.KF.DDDK...JEE...J.. A88 C94 D58 E98 F68 G79 H89 I96 J84 K87 
1 0 1 CCHI.KFGHI.KFGAA.K..DDD....JEE...J.. A88 C94 D58 E98 F69 G79 H89 I96 J84 K86 
1 0 1 CCHI..F.HI.KF..AAK..DDDK.G.JEE.G.J.. A89 C94 D58 E98 F69 G76 H89 I96 J84 K87 
1 0 1 CCHI..F.HI.KF..AAK.GDDDK.G.JEE...J.. A89 C94 D58 E98 F69 G77 H89 I96 J84 K87 
1 0 1 CCHI..F.HI.KFG.AAK.GDDDK...JEE...J.. A89 C94 D58 E98 F69 G78 H89 I96 J84 K87 
1 0 1 CCHI...GHI.K.G.AAKF.DDDKF..JEE...J.. A89 C94 D58 E98 F67 G79 H89 I96 J84 K87 
1 0 1 CCHI.KFGHI.KFG.AAK..DDD....JEE...J.. A89 C94 D58 E98 F69 G79 H89 I96 J84 K86 
1 0 1 CCHI..FGHI.KFG.AAK.DDD.K...JEE...J.. A89 C94 D59 E98 F69 G79 H89 I96 J84 K87 
1 0 1 CCHI..FGHI.KFGAA.KDDD..K...JEE...J.. A88 C94 D60 E98 F69 G79 H89 I96 J84 K87 
1 0 1 CCHI..FGHI.KFGAA.KDDDJ.K...JEE...... A88 C94 D60 E98 F69 G79 H89 I96 J85 K87 
1 0 1 CCHI.KFGHI.KFGAA.KDDDJ.....JEE...... A88 C94 D60 E98 F69 G79 H89 I96 J85 K88 
1 0 1 CCHI.KFGHI.KFG.AAKDDD......JEE...J.. A89 C94 D60 E98 F69 G79 H89 I96 J86 K88 
1 0 1 CC.I.KFGHI.KFGHAAK..DDD....JEE...J.. A89 C94 D62 E98 F69 G79 H90 I96 J86 K88 
1 0 1 CC.I.KFG.I.KFG.AAK...DDD..HJEE..HJ.. A89 C94 D63 E98 F69 G79 H87 I96 J86 K88 
1 0 1 CC.I.KFG.I.KFG.AAK..HDDD..HJEE...J.. A89 C94 D63 E98 F69 G79 H88 I96 J86 K88 
1 0 1 CC.I.KFG.I.KFGHAAK..HDDD...JEE...J.. A89 C94 D63 E98 F69 G79 H89 I96 J86 K88 
1 0 1 CC.I.KF.HI.KFGHAAK.G.DDD...JEE...J.. A89 C94 D63 E98 F69 G78 H90 I96 J86 K88 
1 0 1 CCHI.KFGHI.KFG.AAK...DDD...JEE...J.. A89 C94 D63 E98 F69 G79 H89 I96 J86 K88 
1 0 1 CC.I.K.GHI.KFGHAAKF..DDD...JEE...J.. A89 C94 D63 E98 F70 G79 H90 I96 J86 K88 
1 0 1 CC.I.K.G.I.K.G.AAK...DDDF.HJEEF.HJ.. A89 C94 D63 E98 F72 G79 H87 I96 J86 K88 
1 0 1 CC.I.K.G.I.K.G.AAK..HDDDF.HJEEF..J.. A89 C94 D63 E98 F72 G79 H88 I96 J86 K88 
1 0 1 CC.I.K.G.I.K.GHAAK..HDDDF..JEEF..J.. A89 C94 D63 E98 F72 G79 H89 I96 J86 K88 
1 0 1 CC.I.K..HI.K..HAAK...DDDFG.JEEFG.J.. A89 C94 D63 E98 F72 G76 H90 I96 J86 K88 
1 0 1 CC.I.K..HI.K..HAAK.G.DDDFG.JEEF..J.. A89 C94 D63 E98 F72 G77 H90 I96 J86 K88 
1 0 1 CC.I.K..HI.K.GHAAK.G.DDDF..JEEF..J.. A89 C94 D63 E98 F72 G78 H90 I96 J86 K88 
1 0 1 CCHI.K.GHI.K.G.AAK...DDDF..JEEF..J.. A89 C94 D63 E98 F72 G79 H89 I96 J86 K88 
1 0 1 CC.I.K.GHI.K.GHAAKDDD...F..JEEF..J.. A89 C94 D64 E98 F72 G79 H90 I96 J86 K88 
1 0 1 CCHI.K.GHI.K.G.AAK.DDD..F..JEEF..J.. A89 C94 D65 E98 F72 G79 H89 I96 J86 K88 
1 0 1 .CCI.K.GHI.K.GHAAK.DDD..F..JEEF..J.. A89 C93 D65 E98 F72 G79 H90 I96 J86 K88 
1 0 1 .CCI.KFGHI.KFGHAAK.DDD.....JEE...J.. A89 C93 D65 E98 F69 G79 H90 I96 J86 K88 
1 0 1 .CCI.K.GHI.KFGHAAKFDDD.....JEE...J.. A89 C93 D65 E98 F70 G79 H90 I96 J86 K88 
1 0 1 .CCI.K.GHI.KFGHAAKF.DDD....JEE...J.. A89 C93 D64 E98 F70 G79 H90 I96 J86 K88 
1 0 1 .CCI.K.GHI.K.GHAAKF.DDD.F..JEE...J.. A89 C93 D64 E98 F69 G79 H90 I96 J86 K88 
1 0 1 CC.I.K.GHI.K.GHAAKF..DDDF..JEE...J.. A89 C94 D63 E98 F73 G79 H90 I96 J86 K88 
1 0 1 CC.I.K.GHI.K.GHAAKF.DDD.F..JEE...J.. A89 C94 D64 E98 F73 G79 H90 I96 J86 K88 
1 0 1 CC.I.KFGHI.KFGHAAK.DDD.....JEE...J.. A89 C94 D65 E98 F71 G79 H90 I96 J86 K88 
1 0 1 CCHI.K.GHI.K.G.AAKFDDD..F..JEE...J.. A89 C94 D65 E98 F73 G79 H89 I96 J86 K88 
1 0 1 .CCI.K.GHI.K.GHAAKFDDD..F..JEE...J.. A89 C93 D65 E98 F73 G79 H90 I96 J86 K88 
1 0 1 CCHI...GHI.K.G.AAKFDDD.KF..JEE...J.. A89 C94 D65 E98 F73 G79 H89 I96 J86 K89 
1 0 1 .CCI...GHI.K.GHAAKFDDD.KF..JEE...J.. A89 C93 D65 E98 F73 G79 H90 I96 J86 K89 
1 0 1 CC.I..FGHI.KFGHAAK.DDD.K...JEE...J.. A89 C94 D65 E98 F73 G79 H90 I96 J86 K89 
1 0 1 CC.I.K.GHI.KFGHAAKFDDD.....JEE...J.. A89 C94 D65 E98 F74 G79 H90 I96 J86 K88 
1 0 1 CCHI...GHI.KFG.AAKFDDD.K...JEE...J.. A89 C94 D65 E98 F74 G79 H89 I96 J86 K89 
1 0 1 .CCI...GHI.KFGHAAKFDDD.K...JEE...J.. A89 C93 D65 E98 F74 G79 H90 I96 J86 K89 
1 0 1 CC.I....HI.KF.HAAKFGDDDK.G.JEE...J.. A89 C94 D66 E98 F74 G77 H90 I96 J86 K89 
1 0 1 CC.I....HI.KFGHAAKFGDDDK...JEE...J.. A89 C94 D66 E98 F74 G78 H90 I96 J86 K89 
1 0 1 CC.I.K.GHI.KFGHAAKF.DDD....JEE...J.. A89 C94 D66 E98 F74 G79 H90 I96 J86 K88 
1 0 1 CCHI...GHI.KFG.AAKF.DDDK...JEE...J.. A89 C94 D66 E98 F74 G79 H89 I96 J86 K89 
1 0 1 CC.I...GHI.K.GHAAKF.DDDKF..JEE...J.. A89 C94 D66 E98 F75 G79 H90 I96 J86 K89 
1 0 1 CC.I...GHI.K.GHAAKDDD..KF..JEEF..J.. A89 C94 D64 E98 F76 G79 H90 I96 J86 K89 
1 0 1 CC.I...GHI.K.GHAAK.DDD.KF..JEEF..J.. A89 C94 D65 E98 F76 G79 H90 I96 J86 K89 
1 0 1 CC.I.K.GHI.K.GHAAK..DDD.F..JEEF..J.. A89 C94 D66 E98 F76 G79 H90 I96 J86 K88 
1 0 1 CCHI...GHI.K.G.AAK..DDDKF..JEEF..J.. A89 C94 D66 E98 F76 G79 H89 I96 J86 K89 
1 0 1 CC.I....HI.K.GHAAK.GDDDKF..JEEF..J.. A89 C94 D66 E98 F76 G80 H90 I96 J86 K89 
1 0 1 CC.I....HI.KF.HAAKF.DDDK.G.JEE.G.J.. A89 C94 D66 E98 F74 G82 H90 I96 J86 K89 
1 0 1 CC.I....HI.K..HAAKF.DDDKFG.JEE.G.J.. A89 C94 D66 E98 F75 G82 H90 I96 J86 K89 
1 0 1 CC.I.K..HI.K..HAAK..DDD.FG.JEEFG.J.. A89 C94 D66 E98 F76 G82 H90 I96 J86 K88 
1 0 1 CCHI....HI.K...AAK..DDDKFG.JEEFG.J.. A89 C94 D66 E98 F76 G82 H89 I96 J86 K89 
1 0 1 CC.I....HI.K..HAAK.DDD.KFG.JEEFG.J.. A89 C94 D67 E98 F76 G82 H90 I96 J86 K89 
1 0 1 CCHI....HI.K...AAKDDD..KFG.JEEFG.J.. A89 C94 D68 E98 F76 G82 H89 I96 J86 K89 
1 0 1 CCHI....HI.K...AAKDDDJ.KFG.JEEFG.... A89 C94 D68 E98 F76 G82 H89 I96 J87 K89 
1 0 1 CC.I.K..HI.K..HAAKDDDJ..FG.JEEFG.... A89 C94 D68 E98 F76 G82 H90 I96 J87 K90 
1 0 1 .CCI....HI.K..HAAKDDD..KFG.JEEFG.J.. A89 C95 D68 E98 F76 G82 H90 I96 J88 K89 
1 0 1 CC.I.K..HI.K..HAAKDDD...FG.JEEFG.J.. A89 C94 D68 E98 F76 G82 H90 I96 J88 K90 
1 0 1 .CCI....HI.K..HAAK.DDD.KFG.JEEFG.J.. A89 C95 D69 E98 F76 G82 H90 I96 J88 K89 
1 0 1 CC.I.K..HI.K..HAAK.DDD..FG.JEEFG.J.. A89 C94 D69 E98 F76 G82 H90 I96 J88 K90 
1 0 1 .CCI.K..HI.K..HAAKFDDD..FG.JEE.G.J.. A89 C95 D69 E98 F77 G82 H90 I96 J88 K90 
1 0 1 .CCI.K..HI.KF.HAAKFDDD...G.JEE.G.J.. A89 C95 D69 E98 F78 G82 H90 I96 J88 K90 
1 0 1 CC.I.KF.HI.KF.HAAK.DDD...G.JEE.G.J.. A89 C94 D69 E98 F79 G82 H90 I96 J88 K90 
1 0 1 .CCI.KF..I.KF..AAK...DDD.GHJEE.GHJ.. A89 C95 D71 E98 F79 G82 H87 I96 J88 K90 
1 0 1 .CCI.KF..I.KF..AAK..HDDD.GHJEE.G.J.. A89 C95 D71 E98 F79 G82 H88 I96 J88 K90 
1 0 1 .CCI.KF..I.KF.HAAK..HDDD.G.JEE.G.J.. A89 C95 D71 E98 F79 G82 H89 I96 J88 K90 
1 0 1 .CCI.K..HI.K..HAAK...DDDFG.JEEFG.J.. A89 C95 D71 E98 F76 G82 H90 I96 J88 K90 
1 0 1 .CCI.K..HI.K..HAAKF..DDDFG.JEE.G.J.. A89 C95 D71 E98 F77 G82 H90 I96 J88 K90 
1 0 1 .CCI.K..HI.KF.HAAKF..DDD.G.JEE.G.J.. A89 C95 D71 E98 F78 G82 H90 I96 J88 K90 
1 0 1 CC.I.KF.HI.KF.HAAK...DDD.G.JEE.G.J.. A89 C94 D71 E98 F79 G82 H90 I96 J88 K90 
1 0 1 .CCI.KF.HI.KFGHAAK.G.DDD...JEE...J.. A89 C95 D71 E98 F79 G82 H90 I96 J88 K90 
1 0 1 .CCI.KF..I.KF..AAK.G.DDD.GHJEE..HJ.. A89 C95 D71 E98 F79 G83 H87 I96 J88 K90 
1 0 1 .CCI.KF..I.KF..AAK.GHDDD.GHJEE...J.. A89 C95 D71 E98 F79 G83 H88 I96 J88 K90 
1 0 1 .CCI.KF..I.KF.HAAK.GHDDD.G.JEE...J.. A89 C95 D71 E98 F79 G83 H89 I96 J88 K90 
1 0 1 .CCI.K..HI.K..HAAKFG.DDDFG.JEE...J.. A89 C95 D71 E98 F77 G83 H90 I96 J88 K90 
1 0 1 .CCI.K..HI.KF.HAAKFG.DDD.G.JEE...J.. A89 C95 D71 E98 F78 G83 H90 I96 J88 K90 
1 0 1 CC.I.KF.HI.KF.HAAK.G.DDD.G.JEE...J.. A89 C94 D71 E98 F79 G83 H90 I96 J88 K90 
1 0 1 CC.I.KF.HI.KF.HAAK.GDDD..G.JEE...J.. A89 C94 D72 E98 F79 G83 H90 I96 J88 K90 
1 0 1 .CCI.K..HI.KF.HAAKFGDDD..G.JEE...J.. A89 C95 D72 E98 F80 G83 H90 I96 J88 K90 
1 0 1 .CCI.K..HI.K..HAAKFGDDD.FG.JEE...J.. A89 C95 D72 E98 F81 G83 H90 I96 J88 K90 
1 0 1 .CCI.K..HI.K..HAAK.G.DDDFG.JEEF..J.. A89 C95 D71 E98 F82 G83 H90 I96 J88 K90 
1 0 1 .CCI.K.GHI.K.GHAAK..DDD.F..JEEF..J.. A89 C95 D72 E98 F82 G81 H90 I96 J88 K90 
1 0 1 CC.I.K..HI.K..HAAK.GDDD.FG.JEEF..J.. A89 C94 D72 E98 F82 G83 H90 I96 J88 K90 
1 0 1 CC.I....HI.K..HAAK.GDDDKFG.JEEF..J.. A89 C94 D72 E98 F82 G83 H90 I96 J88 K91 
1 0 1 .CCI....HI.K..HAAKFGDDDKFG.JEE...J.. A89 C95 D72 E98 F83 G83 H90 I96 J88 K91 
1 0 1 .CCI....HI.KF.HAAKFGDDDK.G.JEE...J.. A89 C95 D72 E98 F84 G83 H90 I96 J88 K91 
1 0 1 .CCI....HI.K.GHAAK.GDDDKF..JEEF..J.. A89 C95 D72 E98 F82 G84 H90 I96 J88 K91 
1 0 1 .CCI....HI.K.GHAAKFGDDDKF..JEE...J.. A89 C95 D72 E98 F83 G84 H90 I96 J88 K91 
1 0 1 .CCI....HI.KFGHAAKFGDDDK...JEE...J.. A89 C95 D72 E98 F84 G84 H90 I96 J88 K91 
1 0 1 .CCI.K..HI.K.GHAAK.GDDD.F..JEEF..J.. A89 C95 D72 E98 F82 G84 H90 I96 J88 K92 
1 0 1 .CCI.K..HI.K.GHAAKFGDDD.F..JEE...J.. A89 C95 D72 E98 F83 G84 H90 I96 J88 K92 
1 0 1 .CCI.K..HI.KFGHAAKFGDDD....JEE...J.. A89 C95 D72 E98 F84 G84 H90 I96 J88 K92 
1 0 1 .CCI.KF.HI.KFGHAAK.GDDD....JEE...J.. A89 C95 D72 E98 F85 G84 H90 I96 J88 K92 
1 0 1 FCCI.KF.HI.K..HAAK.GDDD..G.JEE...J.. A89 C95 D72 E98 F86 G85 H90 I96 J88 K92 
1 0 1 .CCI.K..HI.K..HAAK..DDD.FG.JEEFG.J.. A89 C95 D72 E98 F82 G86 H90 I96 J88 K92 
1 0 1 .CCI.K..HI.K..HAAKF.DDD.FG.JEE.G.J.. A89 C95 D72 E98 F83 G86 H90 I96 J88 K92 
1 0 1 .CCI.K..HI.KF.HAAKF.DDD..G.JEE.G.J.. A89 C95 D72 E98 F84 G86 H90 I96 J88 K92 
1 0 1 FCCI.KF.HI.K..HAAK.DDD...G.JEE.G.J.. A89 C95 D73 E98 F86 G86 H90 I96 J88 K92 
1 0 1 CC.I.KF.HI.KF.HAAKDDDJ...G.JEE.G.... A89 C94 D74 E98 F87 G86 H90 I96 J89 K92 
1 0 1 FCCI..F.HI.K..HAAKDDDJ.K.G.JEE.G.... A89 C95 D74 E98 F86 G86 H90 I96 J89 K93 
1 0 1 CC.I..F.HI.KF.HAAKDDDJ.K.G.JEE.G.... A89 C94 D74 E98 F87 G86 H90 I96 J89 K93 
1 0 1 .CCI.KF.HI.KF.HAAKDDD....G.JEE.G.J.. A89 C95 D74 E98 F87 G86 H90 I96 J90 K92 
1 0 1 FCCI..F.HI.K..HAAKDDD..K.G.JEE.G.J.. A89 C95 D74 E98 F86 G86 H90 I96 J90 K93 
1 0 1 CC.I..F.HI.KF.HAAKDDD..K.G.JEE.G.J.. A89 C94 D74 E98 F87 G86 H90 I96 J90 K93 
1 0 1 .CCI..F.HI.KF.HAAK.DDD.K.G.JEE.G.J.. A89 C95 D75 E98 F87 G86 H90 I96 J90 K93 
1 0 1 .CCI....HI.K..HAAK..DDDKFG.JEEFG.J.. A89 C95 D76 E98 F84 G86 H90 I96 J90 K93 
1 0 1 .CCI....HI.K..HAAKF.DDDKFG.JEE.G.J.. A89 C95 D76 E98 F85 G86 H90 I96 J90 K93 
1 0 1 .CCI....HI.KF.HAAKF.DDDK.G.JEE.G.J.. A89 C95 D76 E98 F86 G86 H90 I96 J90 K93 
1 0 1 .CCI.KF.HI.KF.HAAK..DDD..G.JEE.G.J.. A89 C95 D76 E98 F87 G86 H90 I96 J90 K92 
1 0 1 FCCI..F.HI.K..HAAK..DDDK.G.JEE.G.J.. A89 C95 D76 E98 F86 G86 H90 I96 J90 K93 
1 0 1 CC.I..F.HI.KF.HAAK..DDDK.G.JEE.G.J.. A89 C94 D76 E98 F87 G86 H90 I96 J90 K93 
1 0 1 .CCI..F.HI.KF.HAAK.GDDDK.G.JEE...J.. A89 C95 D76 E98 F87 G87 H90 I96 J90 K93 
1 0 1 .CCI..F.HI.KFGHAAK.GDDDK...JEE...J.. A89 C95 D76 E98 F87 G88 H90 I96 J90 K93 
1 0 1 .CCI...GHI.K.GHAAK..DDDKF..JEEF..J.. A89 C95 D76 E98 F84 G89 H90 I96 J90 K93 
1 0 1 .CCI...GHI.K.GHAAKF.DDDKF..JEE...J.. A89 C95 D76 E98 F85 G89 H90 I96 J90 K93 
1 0 1 .CCI...GHI.KFGHAAKF.DDDK...JEE...J.. A89 C95 D76 E98 F86 G89 H90 I96 J90 K93 
1 0 1 .CCI.KFGHI.KFGHAAK..DDD....JEE...J.. A89 C95 D76 E98 F87 G89 H90 I96 J90 K92 
1 0 1 FCCI..FGHI.K.GHAAK..DDDK...JEE...J.. A89 C95 D76 E98 F86 G89 H90 I96 J90 K93 
1 0 1 CC.I..FGHI.KFGHAAK..DDDK...JEE...J.. A89 C94 D76 E98 F87 G89 H90 I96 J90 K93 
1 0 1 .CCI..FGHI.KFGHAAK.DDD.K...JEE...J.. A89 C95 D77 E98 F87 G89 H90 I96 J90 K93 
1 0 1 CC.I..FGHI.KFGHAAKDDD..K...JEE...J.. A89 C94 D78 E98 F87 G89 H90 I96 J90 K93 
1 0 1 CC.I..FGHI.KFGHAAKDDDJ.K...JEE...... A89 C94 D78 E98 F87 G89 H90 I96 J91 K93 
1 0 1 .CCI.KFGHI.KFGHAAKDDDJ.....JEE...... A89 C95 D78 E98 F87 G89 H90 I96 J91 K94 
1 0 1 FCCI..FGHI.K.GHAAKDDD..K...JEE...J.. A89 C95 D78 E98 F88 G89 H90 I96 J92 K93 
1 0 1 .CCI.KFGHI.KFGHAAKDDD......JEE...J.. A89 C95 D78 E98 F87 G89 H90 I96 J92 K94 
1 0 1 FCCI.KFGHI.K.GHAAK.DDD.....JEE...J.. A89 C95 D79 E98 F88 G89 H90 I96 J92 K94 
1 0 1 FCCI.KFGHI.K.GHAAK..DDD....JEE...J.. A89 C95 D80 E98 F88 G89 H90 I96 J92 K94 
1 0 1 FCCI.KF.HI.K..HAAK...DDD.G.JEE.G.J.. A89 C95 D81 E98 F88 G86 H90 I96 J92 K94 
1 0 1 FCCI.KF.HI.K..HAAK.G.DDD.G.JEE...J.. A89 C95 D81 E98 F88 G87 H90 I96 J92 K94 
1 0 1 FCCI.KF.HI.K.GHAAK.G.DDD...JEE...J.. A89 C95 D81 E98 F88 G88 H90 I96 J92 K94 
1 0 1 .CCI.K.GHI.K.GHAAK...DDDF..JEEF..J.. A89 C95 D81 E98 F84 G89 H90 I96 J92 K94 
1 0 1 .CCI.K.GHI.K.GHAAKF..DDDF..JEE...J.. A89 C95 D81 E98 F85 G89 H90 I96 J92 K94 
1 0 1 .CCI.K.GHI.KFGHAAKF..DDD...JEE...J.. A89 C95 D81 E98 F86 G89 H90 I96 J92 K94 
1 0 1 .CCI.KFGHI.KFGHAAK...DDD...JEE...J.. A89 C95 D81 E98 F87 G89 H90 I96 J92 K94 
