15 0 15 F..BBBF..H.KAA.HJKCCCIJK..GIDDEEG... 
15 0 15 F..BBBF..H.KAA.HJKCCC.JK..GIDDEEGI.. I99 
15 0 15 F..BBBF..H.KAA.HJK.CCCJK..GIDDEEGI.. C99 I99 
15 0 15 F..BBBF..HJKAA.HJK.CCC.K..GIDDEEGI.. C99 I99 J99 
15 0 15 F..BBBF..HJKAA.HJK..CCCK..GIDDEEGI.. C98 I99 J99 
15 0 15 F..BBBF..HJK.AAHJK..CCCK..GIDDEEGI.. A99 C98 I99 J99 
15 0 15 F..BBBF..HJK.AAHJKCCC..K..GIDDEEGI.. A99 C96 I99 J99 
15 0 15 F..BBBF..HJK.AAHJKCCCI.K..GIDDEEG... A99 C96 I98 J99 
15 0 15 ...BBBF..HJKFAAHJKCCCI.K..GIDDEEG... A99 C96 F99 I98 J99 
15 0 15 ...BBBF..H.KFAAHJKCCCIJK..GIDDEEG... A99 C96 F99 I98 J98 
15 0 15 ...BBBF..H.KFAAHJKCCC.JK..GIDDEEGI.. A99 C96 F99 I97 J98 
15 0 15 ...BBBF..H.KFAAHJK.CCCJK..GIDDEEGI.. A99 C95 F99 I97 J98 
15 0 15 ...BBBF..HJKFAAHJK.CCC.K..GIDDEEGI.. A99 C95 F99 I97 J97 
15 0 15 ...BBB...HJK.AAHJKFCCC.KF.GIDDEEGI.. A99 C95 F97 I97 J97 
15 0 15 ...BBB...HJKAA.HJKFCCC.KF.GIDDEEGI.. A98 C95 F97 I97 J97 
15 0 15 ...BBB...HJKAA.HJKF.CCCKF.GIDDEEGI.. A98 C94 F97 I97 J97 
15 0 15 BBB......HJKAA.HJKF.CCCKF.GIDDEEGI.. A98 B97 C94 F97 I97 J97 
10 0 10 BBB.J....HJKAA.H.KF.CCCKF.GIDDEEGI.. A98 B97 C94 F97 I97 J96 
5 0 5 BBBHJ....HJKAA...KF.CCCKF.GIDDEEGI.. A98 B97 C94 F97 H99 I97 J96 
5 0 5 BBBHJ....HJKAA...KFCCC.KF.GIDDEEGI.. A98 B97 C93 F97 H99 I97 J96 
5 0 5 BBBHJ....HJK...AAKFCCC.KF.GIDDEEGI.. A95 B97 C93 F97 H99 I97 J96 
5 0 5 BBBHJ.F..HJKF..AAK.CCC.K..GIDDEEGI.. A95 B97 C93 F95 H99 I97 J96 
5 0 5 BBBHJ.F..HJKF..AAK..CCCK..GIDDEEGI.. A95 B97 C92 F95 H99 I97 J96 
5 0 5 BBBHJ.F..HJKFAA..K..CCCK..GIDDEEGI.. A93 B97 C92 F95 H99 I97 J96 
5 0 5 BBBHJ.F..HJKFAA..KCCC..K..GIDDEEGI.. A93 B97 C90 F95 H99 I97 J96 
5 0 5 BBBHJ.F..HJKFAA..KCCCI.K..GIDDEEG... A93 B97 C90 F95 H99 I96 J96 
5 0 5 BBBHJ.F..HJKF..AAKCCCI.K..GIDDEEG... A91 B97 C90 F95 H99 I96 J96 
5 0 5 BBBHJKF..HJKF..AAKCCCI....GIDDEEG... A91 B97 C90 F95 H99 I96 J96 K99 
5 0 5 BBBHJKF..HJKF..AAKCCC.....GIDDEEGI.. A91 B97 C90 F95 H99 I95 J96 K99 
5 0 5 BBBHJKF..HJKF..AAK...CCC..GIDDEEGI.. A91 B97 C87 F95 H99 I95 J96 K99 
5 0 5 BBBHJKF.GHJKF.GAAK...CCC...IDDEE.I.. A91 B97 C87 F95 G97 H99 I95 J96 K99 
10 0 10 F.BBB.F.GH..AAGH..CCCIJKDD.IJK...EEK A84 B91 C78 D92 E73 F88 G89 H96 I88 J75 K96 
10 0 10 F.BBB.F.GH..AAGH..CCCIJKDD.IJKEE...K A84 B91 C78 D92 E70 F88 G89 H96 I88 J75 K96 
10 0 10 F.BBB.F.GH..AAGH..CCCIJK.DDIJKEE...K A84 B91 C78 D93 E72 F88 G89 H96 I88 J75 K96 
10 0 10 FBBB..F.GH..AAGH..CCCIJK.DDIJKEE...K A84 B90 C78 D93 E72 F88 G89 H96 I88 J75 K96 
10 0 10 F.BBB.F.GH..AAGH..CCCIJK.DDIJK.EE..K A84 B91 C78 D93 E75 F88 G89 H96 I88 J75 K96 
10 0 10 F.BBB.F.GH..AAGH..CCCI.KDD.IJK.EE.JK A84 B91 C78 D92 E75 F88 G89 H96 I88 J76 K96 
10 0 10 F.BBB.F.GH..AAGH..CCC..KDD.IJK.EEIJK A84 B91 C78 D92 E75 F88 G89 H96 I89 J76 K96 
10 0 10 F.BBB.F.GH..AAGH....CCCKDD.IJK.EEIJK A84 B91 C76 D92 E75 F88 G89 H96 I89 J76 K96 
10 0 10 F.BBB.F.GH..AAGH....CCCKDD.IJKEE.IJK A84 B91 C76 D92 E74 F88 G89 H96 I89 J76 K96 
10 0 10 F.BBB.F.GH..AAGH....CCCK.DDIJK.EEIJK A84 B91 C76 D93 E75 F88 G89 H96 I89 J76 K96 
10 0 10 FBBB..F.GH..AAGH....CCCK.DDIJK.EEIJK A84 B90 C76 D93 E75 F88 G89 H96 I89 J76 K96 
10 0 10 F.BBB.F.GH..AAGH...CCC.K.DDIJK.EEIJK A84 B91 C77 D93 E75 F88 G89 H96 I89 J76 K96 
10 0 10 F.BBB.F.GH..AAGH..CCCI.K.DDIJKEE..JK A84 B91 C78 D93 E76 F88 G89 H96 I88 J76 K96 
10 0 10 F.BBB.F.GH..AAGH..CCC..KDD.IJKEE.IJK A84 B91 C78 D92 E76 F88 G89 H96 I89 J76 K96 
10 0 10 F.BBB.F.GH..AAGH....CCCK.DDIJKEE.IJK A84 B91 C76 D93 E76 F88 G89 H96 I89 J76 K96 
10 0 10 F.BBB.F.GH..AAGH..CCC.JK.DDIJKEE.I.K A84 B91 C78 D93 E76 F88 G89 H96 I89 J77 K96 
10 0 10 F.BBB.F.G...AAGH..CCCHJKDD.IJK.EEI.K A84 B91 C78 D92 E77 F88 G89 H97 I89 J77 K96 
10 0 10 F.BBB.F.GH..AAGH..CCC.JK.DDIJK.EEI.K A84 B91 C78 D93 E77 F88 G89 H96 I89 J77 K96 
10 0 10 F.BBB.F.G...AAGH..CCCH.K.DDIJK.EEIJK A84 B91 C78 D93 E77 F88 G89 H97 I89 J78 K96 
10 0 10 F.BBB.F.G...AAGH..CCCH.KDD.IJK.EEIJK A84 B91 C78 D94 E77 F88 G89 H97 I89 J78 K96 
10 0 10 FBBB..F.G...AAGH..CCCH.K.DDIJKEE.IJK A84 B92 C78 D93 E78 F88 G89 H97 I89 J78 K96 
10 0 10 F.BBB.F.G...AAGH..CCCH.KDD.IJKEE.IJK A84 B91 C78 D94 E78 F88 G89 H97 I89 J78 K96 
10 0 10 FBBB..F.G...AAGH..CCCHJK.DDIJKEE.I.K A84 B92 C78 D93 E78 F88 G89 H97 I89 J79 K96 
10 0 10 FBBBJ.F.G.J.AAGH..CCCH.KDD.I.KEE.I.K A84 B92 C78 D94 E78 F88 G89 H97 I89 J76 K96 
10 0 10 F.BBB.F.G...AAGH..CCCHJKDD.IJKEE.I.K A84 B91 C78 D94 E78 F88 G89 H97 I89 J79 K96 
10 0 10 F.BBB.F.GH..AAGH..CCC.JKDD.IJKEE.I.K A84 B91 C78 D94 E78 F88 G89 H98 I89 J79 K96 
10 0 10 F.BBB.F.GH..AAGH...CCCJKDD.IJKEE.I.K A84 B91 C77 D94 E78 F88 G89 H98 I89 J79 K96 
10 0 10 F.BBB.F.GH..AAGH...CCCJKDD.IJK.EEI.K A84 B91 C77 D94 E77 F88 G89 H98 I89 J79 K96 
10 0 10 FBBB..F.G...AAGH..CCCHJKDD.IJK.EEI.K A84 B92 C78 D94 E79 F88 G89 H97 I89 J79 K96 
10 0 10 F.BBB.F.GH..AAGH..CCC.JKDD.IJK.EEI.K A84 B91 C78 D94 E79 F88 G89 H98 I89 J79 K96 
10 0 10 F.BBB.F.GH..AAGH..CCCIJKDD.IJK.EE..K A84 B91 C78 D94 E79 F88 G89 H98 I90 J79 K96 
10 0 10 FBBB..F.GH..AAGH..CCCIJK.DDIJK..EE.K A84 B92 C78 D93 E80 F88 G89 H98 I90 J79 K96 
10 0 10 F.BBB.F.GH..AAGH..CCCIJKDD.IJK..EE.K A84 B91 C78 D94 E80 F88 G89 H98 I90 J79 K96 
10 0 10 FBBB..F.GH..AAGH..CCCI.K.DDIJK..EEJK A84 B92 C78 D93 E80 F88 G89 H98 I90 J80 K96 
10 0 10 F.BBB.F.GH..AAGH..CCCI.KDD.IJK..EEJK A84 B91 C78 D94 E80 F88 G89 H98 I90 J80 K96 
10 0 10 FBBB..F.GH..AAGH..CCCI.KDD.IJK.EE.JK A84 B92 C78 D94 E81 F88 G89 H98 I90 J80 K96 
10 0 10 FBBB..F.GH..AAGH..CCCI.K.DDIJKEE..JK A84 B92 C78 D93 E82 F88 G89 H98 I90 J80 K96 
10 0 10 F.BBB.F.GH..AAGH..CCCI.KDD.IJKEE..JK A84 B91 C78 D94 E82 F88 G89 H98 I90 J80 K96 
10 0 10 FBBB..F.GH..AAGH..CCCIJKDD.IJKEE...K A84 B92 C78 D94 E82 F88 G89 H98 I90 J81 K96 
10 0 10 FBBBJ.F.GHJ.AAGH..CCCI.KDD.I.K..EE.K A84 B92 C78 D94 E84 F88 G89 H98 I90 J84 K96 
10 0 10 FBBB..F.GH..AAGH..CCCIJKDD.IJK...EEK A84 B92 C78 D94 E85 F88 G89 H98 I90 J81 K96 
10 0 10 FBBB..F.GH..AAGH..CCCIJK.DDIJK...EEK A84 B92 C78 D95 E85 F88 G89 H98 I90 J81 K96 
10 0 10 FBBBJ.F.GHJ.AAGH..CCCI.K.DDI.K..EE.K A84 B92 C78 D95 E86 F88 G89 H98 I90 J84 K96 
10 0 10 FBBBJ.F.GHJ.AAGH..CCCI.KDD.I.K.EE..K A84 B92 C78 D94 E87 F88 G89 H98 I90 J84 K96 
10 0 10 FBBB..F.GH..AAGH..CCCI.K.DDIJK.EE.JK A84 B92 C78 D95 E87 F88 G89 H98 I90 J80 K96 
10 0 10 FBBB..F.GH..AAGH..CCCIJK.DDIJK.EE..K A84 B92 C78 D95 E87 F88 G89 H98 I90 J81 K96 
10 0 10 FBBBJ.F.G.J.AAGH..CCCH.K.DDI.K.EEI.K A84 B92 C78 D95 E87 F88 G89 H97 I91 J84 K96 
10 0 10 FBBB..F.GH..AAGH..CCC..K.DDIJK.EEIJK A84 B92 C78 D95 E87 F88 G89 H98 I91 J80 K96 
10 0 10 FBBBJ.F.GHJ.AAGH..CCCI.K.DDI.KEE...K A84 B92 C78 D95 E88 F88 G89 H98 I90 J84 K96 
10 0 10 FBBBJ.F.G.J.AAGH..CCCH.K.DDI.KEE.I.K A84 B92 C78 D95 E88 F88 G89 H97 I91 J84 K96 
10 0 10 FBBBJ.F.GHJ.AAGH..CCC..KDD.I.KEE.I.K A84 B92 C78 D96 E88 F88 G89 H98 I91 J84 K96 
10 0 10 FBBBJ.F.GHJ.AAGH....CCCK.DDI.K.EEI.K A84 B92 C80 D95 E89 F88 G89 H98 I91 J84 K96 
10 0 10 FBBBJ.F.GHJ.AAGH..CCC..KDD.I.K.EEI.K A84 B92 C80 D96 E89 F88 G89 H98 I91 J84 K96 
10 0 10 FBBB..F.GH..AAGH....CCCKDD.IJK.EEIJK A84 B92 C80 D96 E89 F88 G89 H98 I91 J88 K96 
10 0 10 FBBB..F.GH..AAGH..CCC..KDD.IJK.EEIJK A84 B92 C80 D96 E89 F88 G89 H98 I91 J88 K96 
10 0 10 F.BBB.F.GH..AAGH...CCC.KDD.IJK.EEIJK A84 B91 C81 D96 E89 F88 G89 H98 I91 J88 K96 
10 0 10 FBBBJ.F.GHJ.AAGH...CCC.KDD.I.KEE.I.K A84 B92 C81 D96 E90 F88 G89 H98 I91 J84 K96 
10 0 10 FBBB..F.GH..AAGH....CCCKDD.IJKEE.IJK A84 B92 C80 D96 E90 F88 G89 H98 I91 J88 K96 
10 0 10 FBBB..F.GH..AAGH..CCC..KDD.IJKEE.IJK A84 B92 C80 D96 E90 F88 G89 H98 I91 J88 K96 
10 0 10 F.BBB.F.GH..AAGH...CCC.KDD.IJKEE.IJK A84 B91 C81 D96 E90 F88 G89 H98 I91 J88 K96 
10 0 10 FBBB..F.GH..AAGH....CCCK.DDIJKEE.IJK A84 B92 C80 D97 E90 F88 G89 H98 I91 J88 K96 
10 0 10 FBBB..F.GH..AAGH..CCC..K.DDIJKEE.IJK A84 B92 C80 D97 E90 F88 G89 H98 I91 J88 K96 
10 0 10 F.BBB.F.GH..AAGH...CCC.K.DDIJKEE.IJK A84 B91 C81 D97 E90 F88 G89 H98 I91 J88 K96 
10 0 10 FBBB..F.GH..AAGH...CCCJKDD.IJKEE.I.K A84 B92 C81 D96 E90 F88 G89 H98 I91 J89 K96 
10 0 10 FBBBJ.F.GHJ.AAGH...CCC.K.DDI.KEE.I.K A84 B92 C81 D97 E90 F88 G89 H98 I91 J86 K96 
10 0 10 FBBB..F.GH..AAGH..CCC.JK.DDIJKEE.I.K A84 B92 C80 D97 E90 F88 G89 H98 I91 J89 K96 
10 0 10 F.BBB.F.GH..AAGH...CCCJK.DDIJKEE.I.K A84 B91 C81 D97 E90 F88 G89 H98 I91 J89 K96 
10 0 10 FBBB..F.GH..AAGH...CCC.K.DDIJK.EEIJK A84 B92 C81 D97 E91 F88 G89 H98 I91 J88 K96 
10 0 10 FBBB..F.GH..AAGH...CCCJKDD.IJK.EEI.K A84 B92 C81 D96 E91 F88 G89 H98 I91 J89 K96 
10 0 10 FBBBJ.F.GHJ.AAGH...CCC.K.DDI.K.EEI.K A84 B92 C81 D97 E91 F88 G89 H98 I91 J86 K96 
10 0 10 FBBB..F.GH..AAGH..CCC.JK.DDIJK.EEI.K A84 B92 C80 D97 E91 F88 G89 H98 I91 J89 K96 
10 0 10 F.BBB.F.GH..AAGH...CCCJK.DDIJK.EEI.K A84 B93 C81 D97 E91 F88 G89 H98 I91 J89 K96 
10 0 10 F.GBBBF.GH.K.AAH.KCCC.JK.DDIJ..EEI.. A85 B94 C80 D97 E91 F88 G90 H98 I91 J89 K94 
10 0 10 F.GBBBF.GH...AAH.KCCC.JK.DDIJK.EEI.. A85 B94 C80 D97 E91 F88 G90 H98 I91 J89 K95 
10 0 10 F.GBBBF.GH.K.AAH.K.CCCJKDD.IJ..EEI.. A85 B94 C81 D96 E91 F88 G90 H98 I91 J89 K94 
10 0 10 F.GBBBF.GH...AAH.K.CCCJKDD.IJK.EEI.. A85 B94 C81 D96 E91 F88 G90 H98 I91 J89 K95 
10 0 10 ..GBBBF.GHJ.FAAHJ..CCC.K.DDI.K.EEI.K A85 B94 C81 D97 E91 F87 G90 H98 I91 J85 K96 
10 0 10 ..GBBBF.GH..FAAHJ..CCCJK.DDI.K.EEI.K A85 B94 C81 D97 E91 F87 G90 H98 I91 J86 K96 
10 0 10 ..GBBBF.GH.KFAAH.K.CCC.K.DDIJ..EEIJ. A85 B94 C81 D97 E91 F87 G90 H98 I91 J88 K94 
10 0 10 ..GBBBF.GH..FAAH.K.CCC.K.DDIJK.EEIJ. A85 B94 C81 D97 E91 F87 G90 H98 I91 J88 K95 
10 0 10 ..GBBB..GHJ.FAAHJ.FCCC.K.DDI.K.EEI.K A85 B94 C81 D97 E91 F86 G90 H98 I91 J85 K96 
10 0 10 ..GBBB..GH..FAAHJ.FCCCJK.DDI.K.EEI.K A85 B94 C81 D97 E91 F86 G90 H98 I91 J86 K96 
10 0 10 ..GBBB..GH.KFAAH.KFCCC.K.DDIJ..EEIJ. A85 B94 C81 D97 E91 F86 G90 H98 I91 J88 K94 
10 0 10 ..GBBB..GH..FAAH.KFCCC.K.DDIJK.EEIJ. A85 B94 C81 D97 E91 F86 G90 H98 I91 J88 K95 
10 0 10 F.GBBBF.GHJ.AA.HJ..CCC.K.DDI.K.EEI.K A84 B94 C81 D97 E91 F88 G90 H98 I91 J85 K96 
10 0 10 F.GBBBF.GH..AA.HJ..CCCJK.DDI.K.EEI.K A84 B94 C81 D97 E91 F88 G90 H98 I91 J86 K96 
10 0 10 F.GBBBF.GH.KAA.H.K.CCC.K.DDIJ..EEIJ. A84 B94 C81 D97 E91 F88 G90 H98 I91 J88 K94 
10 0 10 F.GBBBF.GH..AA.H.K.CCC.K.DDIJK.EEIJ. A84 B94 C81 D97 E91 F88 G90 H98 I91 J88 K95 
10 0 10 F..BBBF.GH..AAGH...CCC.K.DDIJK.EEIJK A84 B94 C81 D97 E91 F88 G89 H98 I91 J88 K96 
10 0 10 F.GBBBF.GHJ..AAHJ.CCC..K.DDI.K.EEI.K A85 B94 C80 D97 E91 F88 G90 H98 I91 J85 K96 
10 0 10 F.GBBBF.GH...AAHJ.CCC.JK.DDI.K.EEI.K A85 B94 C80 D97 E91 F88 G90 H98 I91 J86 K96 
10 0 10 F.GBBBF.GH.K.AAH.KCCC..K.DDIJ..EEIJ. A85 B94 C80 D97 E91 F88 G90 H98 I91 J88 K94 
10 0 10 F.GBBBF.GH...AAH.KCCC..K.DDIJK.EEIJ. A85 B94 C80 D97 E91 F88 G90 H98 I91 J88 K95 
10 0 10 F.GBBBF.GH.K.AAH.K..CCCK.DDIJ..EEIJ. A85 B94 C80 D97 E91 F88 G90 H98 I91 J88 K94 
10 0 10 F.GBBBF.GH...AAH.K..CCCK.DDIJK.EEIJ. A85 B94 C80 D97 E91 F88 G90 H98 I91 J88 K95 
10 0 10 F.GBBBF.GHJ..AAHJ..CCC.KDD.I.K.EEI.K A85 B94 C81 D96 E91 F88 G90 H98 I91 J85 K96 
10 0 10 F.GBBBF.GH...AAHJ..CCCJKDD.I.K.EEI.K A85 B94 C81 D96 E91 F88 G90 H98 I91 J86 K96 
10 0 10 F.GBBBF.GH.K.AAH.K.CCC.KDD.IJ..EEIJ. A85 B94 C81 D96 E91 F88 G90 H98 I91 J88 K94 
10 0 10 F.GBBBF.GH...AAH.K.CCC.KDD.IJK.EEIJ. A85 B94 C81 D96 E91 F88 G90 H98 I91 J88 K95 
10 0 10 ..GBBBF.GHJ.FAAHJ..CCC.K.DDI.KEE.I.K A85 B94 C81 D97 E90 F87 G90 H98 I91 J85 K96 
10 0 10 ..GBBBF.GH..FAAHJ..CCCJK.DDI.KEE.I.K A85 B94 C81 D97 E90 F87 G90 H98 I91 J86 K96 
10 0 10 ..GBBBF.GH.KFAAH.K.CCC.K.DDIJ.EE.IJ. A85 B94 C81 D97 E90 F87 G90 H98 I91 J88 K94 
10 0 10 ..GBBBF.GH..FAAH.K.CCC.K.DDIJKEE.IJ. A85 B94 C81 D97 E90 F87 G90 H98 I91 J88 K95 
10 0 10 ..GBBB..GHJ.FAAHJ.FCCC.K.DDI.KEE.I.K A85 B94 C81 D97 E90 F86 G90 H98 I91 J85 K96 
10 0 10 ..GBBB..GH..FAAHJ.FCCCJK.DDI.KEE.I.K A85 B94 C81 D97 E90 F86 G90 H98 I91 J86 K96 
10 0 10 ..GBBB..GH.KFAAH.KFCCC.K.DDIJ.EE.IJ. A85 B94 C81 D97 E90 F86 G90 H98 I91 J88 K94 
10 0 10 ..GBBB..GH..FAAH.KFCCC.K.DDIJKEE.IJ. A85 B94 C81 D97 E90 F86 G90 H98 I91 J88 K95 
10 0 10 F.GBBBF.GH.KAA.H.K.CCC.K.DDIJ.EE.IJ. A84 B94 C81 D97 E90 F88 G90 H98 I91 J88 K94 
10 0 10 F.GBBBF.GH..AA.H.K.CCC.K.DDIJKEE.IJ. A84 B94 C81 D97 E90 F88 G90 H98 I91 J88 K95 
10 0 10 F..BBBF.GH..AAGH...CCC.K.DDIJKEE.IJK A84 B94 C81 D97 E90 F88 G89 H98 I91 J88 K96 
10 0 10 F.GBBBF.GH.K.AAH.KCCC..K.DDIJ.EE.IJ. A85 B94 C80 D97 E90 F88 G90 H98 I91 J88 K94 
10 0 10 F.GBBBF.GH...AAH.KCCC..K.DDIJKEE.IJ. A85 B94 C80 D97 E90 F88 G90 H98 I91 J88 K95 
10 0 10 F.GBBBF.GH.K.AAH.K..CCCK.DDIJ.EE.IJ. A85 B94 C80 D97 E90 F88 G90 H98 I91 J88 K94 
10 0 10 F.GBBBF.GH...AAH.K..CCCK.DDIJKEE.IJ. A85 B94 C80 D97 E90 F88 G90 H98 I91 J88 K95 
10 0 10 ..GBBBF.GH.KFAAH.K.CCC.KDD.IJ.EE.IJ. A85 B94 C81 D96 E90 F87 G90 H98 I91 J88 K94 
10 0 10 ..GBBBF.GH..FAAH.K.CCC.KDD.IJKEE.IJ. A85 B94 C81 D96 E90 F87 G90 H98 I91 J88 K95 
10 0 10 ..GBBB..GH.KFAAH.KFCCC.KDD.IJ.EE.IJ. A85 B94 C81 D96 E90 F86 G90 H98 I91 J88 K94 
10 0 10 ..GBBB..GH..FAAH.KFCCC.KDD.IJKEE.IJ. A85 B94 C81 D96 E90 F86 G90 H98 I91 J88 K95 
10 0 10 F.GBBBF.GH.KAA.H.K.CCC.KDD.IJ.EE.IJ. A84 B94 C81 D96 E90 F88 G90 H98 I91 J88 K94 
10 0 10 F.GBBBF.GH..AA.H.K.CCC.KDD.IJKEE.IJ. A84 B94 C81 D96 E90 F88 G90 H98 I91 J88 K95 
10 0 10 F..BBBF.GH..AAGH...CCC.KDD.IJKEE.IJK A84 B94 C81 D96 E90 F88 G89 H98 I91 J88 K96 
10 0 10 F.GBBBF.GH.K.AAH.KCCC..KDD.IJ.EE.IJ. A85 B94 C80 D96 E90 F88 G90 H98 I91 J88 K94 
10 0 10 F.GBBBF.GH...AAH.KCCC..KDD.IJKEE.IJ. A85 B94 C80 D96 E90 F88 G90 H98 I91 J88 K95 
10 0 10 F.GBBBF.GH.K.AAH.K..CCCKDD.IJ.EE.IJ. A85 B94 C80 D96 E90 F88 G90 H98 I91 J88 K94 
10 0 10 F.GBBBF.GH...AAH.K..CCCKDD.IJKEE.IJ. A85 B94 C80 D96 E90 F88 G90 H98 I91 J88 K95 
10 0 10 ..GBBBF.GH.KFAAH.K.CCCJKDD.IJ.EE.I.. A85 B94 C81 D96 E90 F87 G90 H98 I91 J87 K94 
10 0 10 ..GBBBF.GH..FAAH.K.CCCJKDD.IJKEE.I.. A85 B94 C81 D96 E90 F87 G90 H98 I91 J87 K95 
10 0 10 ..GBBBF.GHJ.FAAHJ..CCC.KDD.I.KEE.I.K A85 B94 C81 D96 E90 F87 G90 H98 I91 J85 K96 
10 0 10 ..GBBBF.GH..FAAHJ..CCCJKDD.I.KEE.I.K A85 B94 C81 D96 E90 F87 G90 H98 I91 J86 K96 
10 0 10 ..GBBB..GH.KFAAH.KFCCCJKDD.IJ.EE.I.. A85 B94 C81 D96 E90 F86 G90 H98 I91 J87 K94 
10 0 10 ..GBBB..GH..FAAH.KFCCCJKDD.IJKEE.I.. A85 B94 C81 D96 E90 F86 G90 H98 I91 J87 K95 
10 0 10 ..GBBB..GHJ.FAAHJ.FCCC.KDD.I.KEE.I.K A85 B94 C81 D96 E90 F86 G90 H98 I91 J85 K96 
10 0 10 ..GBBB..GH..FAAHJ.FCCCJKDD.I.KEE.I.K A85 B94 C81 D96 E90 F86 G90 H98 I91 J86 K96 
10 0 10 F.GBBBF.GH.KAA.H.K.CCCJKDD.IJ.EE.I.. A84 B94 C81 D96 E90 F88 G90 H98 I91 J87 K94 
10 0 10 F.GBBBF.GH..AA.H.K.CCCJKDD.IJKEE.I.. A84 B94 C81 D96 E90 F88 G90 H98 I91 J87 K95 
10 0 10 F.GBBBF.GHJ.AA.HJ..CCC.KDD.I.KEE.I.K A84 B94 C81 D96 E90 F88 G90 H98 I91 J85 K96 
10 0 10 F.GBBBF.GH..AA.HJ..CCCJKDD.I.KEE.I.K A84 B94 C81 D96 E90 F88 G90 H98 I91 J86 K96 
10 0 10 F..BBBF.GH..AAGH...CCCJKDD.IJKEE.I.K A84 B94 C81 D96 E90 F88 G89 H98 I91 J87 K96 
10 0 10 ..GBBBF.GH.KFAAH.KCCC.JKDD.IJ.EE.I.. A85 B94 C80 D96 E90 F87 G90 H98 I91 J87 K94 
10 0 10 ..GBBBF.GH..FAAH.KCCC.JKDD.IJKEE.I.. A85 B94 C80 D96 E90 F87 G90 H98 I91 J87 K95 
10 0 10 F.GBBBF.GH.KAA.H.KCCC.JKDD.IJ.EE.I.. A84 B94 C80 D96 E90 F88 G90 H98 I91 J87 K94 
10 0 10 F.GBBBF.GH..AA.H.KCCC.JKDD.IJKEE.I.. A84 B94 C80 D96 E90 F88 G90 H98 I91 J87 K95 
10 0 10 F..BBBF.GH..AAGH..CCC.JKDD.IJKEE.I.K A84 B94 C80 D96 E90 F88 G89 H98 I91 J87 K96 
10 0 10 F.GBBBF.G..K.AAH.KCCCHJKDD.IJ.EE.I.. A85 B94 C80 D96 E90 F88 G90 H97 I91 J87 K94 
10 0 10 F.GBBBF.G....AAH.KCCCHJKDD.IJKEE.I.. A85 B94 C80 D96 E90 F88 G90 H97 I91 J87 K95 
10 0 10 F.GBBBF.GH.K.AAH.KCCC.JK.DDIJ.EE.I.. A85 B94 C80 D95 E90 F88 G90 H98 I91 J87 K94 
10 0 10 F.GBBBF.GH...AAH.KCCC.JK.DDIJKEE.I.. A85 B94 C80 D95 E90 F88 G90 H98 I91 J87 K95 
10 0 10 F.GBBBF.GHJ..AAHJ.CCC..K.DDI.KEE.I.K A85 B94 C80 D95 E90 F88 G90 H98 I91 J85 K96 
10 0 10 F.GBBBF.GH...AAHJ.CCC.JK.DDI.KEE.I.K A85 B94 C80 D95 E90 F88 G90 H98 I91 J86 K96 
10 0 10 F.GBBBF.GH.K.AAH.KCCCIJKDD.IJ.EE.... A85 B94 C80 D96 E90 F88 G90 H98 I90 J87 K94 
10 0 10 F.GBBBF.GH...AAH.KCCCIJKDD.IJKEE.... A85 B94 C80 D96 E90 F88 G90 H98 I90 J87 K95 
10 0 10 ..GBBBF.GH.KFAAH.KCCC.JKDD.IJ..EEI.. A85 B94 C80 D96 E89 F87 G90 H98 I91 J87 K94 
10 0 10 ..GBBBF.GH..FAAH.KCCC.JKDD.IJK.EEI.. A85 B94 C80 D96 E89 F87 G90 H98 I91 J87 K95 
10 0 10 F.GBBBF.GH.KAA.H.KCCC.JKDD.IJ..EEI.. A84 B94 C80 D96 E89 F88 G90 H98 I91 J87 K94 
10 0 10 F.GBBBF.GH..AA.H.KCCC.JKDD.IJK.EEI.. A84 B94 C80 D96 E89 F88 G90 H98 I91 J87 K95 
10 0 10 F..BBBF.GH..AAGH..CCC.JKDD.IJK.EEI.K A84 B94 C80 D96 E89 F88 G89 H98 I91 J87 K96 
10 0 10 F.GBBBF.G..K.AAH.KCCCHJKDD.IJ..EEI.. A85 B94 C80 D96 E89 F88 G90 H97 I91 J87 K94 
10 0 10 F.GBBBF.G....AAH.KCCCHJKDD.IJK.EEI.. A85 B94 C80 D96 E89 F88 G90 H97 I91 J87 K95 
10 0 10 F.GBBBF.GH.K.AAH.KCCCIJKDD.IJ..EE... A85 B94 C80 D96 E89 F88 G90 H98 I90 J87 K94 
10 0 10 F.GBBBF.GH...AAH.KCCCIJKDD.IJK.EE... A85 B94 C80 D96 E89 F88 G90 H98 I90 J87 K95 
10 0 10 ..GBBBF.GHJ.FAAHJ.CCC..KDD.I.K.EEI.K A85 B94 C80 D96 E89 F87 G90 H98 I91 J83 K96 
10 0 10 ..GBBBF.GH..FAAHJ.CCC.JKDD.I.K.EEI.K A85 B94 C80 D96 E89 F87 G90 H98 I91 J84 K96 
10 0 10 ..GBBBF.GH.KFAAH.KCCC..KDD.IJ..EEIJ. A85 B94 C80 D96 E89 F87 G90 H98 I91 J86 K94 
10 0 10 ..GBBBF.GH..FAAH.KCCC..KDD.IJK.EEIJ. A85 B94 C80 D96 E89 F87 G90 H98 I91 J86 K95 
10 0 10 F.GBBBF.GHJ.AA.HJ.CCC..KDD.I.K.EEI.K A84 B94 C80 D96 E89 F88 G90 H98 I91 J83 K96 
