10 0 10 HIBBCCHI.DD.HAAKL.FFFKL...J.LM..JGGM 
5 0 5 HIBBCCHI.DD.HAA.L.FFFKL...JKLM..JGGM K99 
5 0 5 HIBBCCHI.DD.HAA.L.FFFKLM..JKLM..JGG. K99 M99 
5 0 5 HIBBCCHI.DD.HAA.L.FFFKLM..JKLM..J.GG G99 K99 M99 
5 0 5 HIBBCCHI.DD.HAA.L.FFF.LM..JKLM..JKGG G99 K98 M99 
5 0 5 HIBBCCHI.DD.HAA.L..FFFLM..JKLM..JKGG F99 G99 K98 M99 
5 0 5 HIBBCCHI.DD.H.AAL..FFFLM..JKLM..JKGG A99 F99 G99 K98 M99 
5 0 5 .IBBCC.I.DD...AAL.HFFFLMH.JKLMH.JKGG A99 F99 G99 H97 K98 M99 
5 0 5 .IBBCC.I.DD.AA..L.HFFFLMH.JKLMH.JKGG A97 F99 G99 H97 K98 M99 
5 0 5 .IBBCC.I..DDAA..L.HFFFLMH.JKLMH.JKGG A97 D99 F99 G99 H97 K98 M99 
5 0 5 .IBBCC.I..DD.AA.L.HFFFLMH.JKLMH.JKGG A96 D99 F99 G99 H97 K98 M99 
5 0 5 .IBBCCHI..DDHAA.L.HFFFLM..JKLM..JKGG A96 D99 F99 G99 H95 K98 M99 
5 0 5 .IBBCCHI..DDH.AAL.HFFFLM..JKLM..JKGG A95 D99 F99 G99 H95 K98 M99 
5 0 5 .IBBCC.I..DDH.AAL.HFFFLMH.JKLM..JKGG A95 D99 F99 G99 H94 K98 M99 
5 0 5 .IBBCC.IDD..H.AAL.HFFFLMH.JKLM..JKGG A95 D97 F99 G99 H94 K98 M99 
5 0 5 .IBBCC.IDDL.H.AAL.HFFFLMH.JK.M..JKGG A95 D97 F99 G99 H94 K98 L99 M99 
5 0 5 .IBBCC.IDDL...AAL.HFFFLMH.JK.MH.JKGG A95 D97 F99 G99 H93 K98 L99 M99 
5 0 5 .IBBCC.IDDL.AA..L.HFFFLMH.JK.MH.JKGG A93 D97 F99 G99 H93 K98 L99 M99 
5 0 5 .IBBCC.IDDL..AA.L.HFFFLMH.JK.MH.JKGG A94 D97 F99 G99 H93 K98 L99 M99 
5 0 5 HIBBCCHIDDL.HAA.L..FFFLM..JK.M..JKGG A94 D97 F99 G99 H90 K98 L99 M99 
5 0 5 HIBBCCHIDDL.HAA.L.FFF.LM..JK.M..JKGG A94 D97 F98 G99 H90 K98 L99 M99 
5 0 5 HIBBCCHIDDL.HAA.L.FFFKLM..JK.M..J.GG A94 D97 F98 G99 H90 K97 L99 M99 
5 0 5 HIBBCCHIDDL.HAA.L.FFFKLM..JK.M..JGG. A94 D97 F98 G98 H90 K97 L99 M99 
5 0 5 HIBBCCHIDDL.HAA.L.FFFKL...JK.M..JGGM A94 D97 F98 G98 H90 K97 L99 M98 
5 0 5 HIBBCCHIDDL.H.AAL.FFFKL...JK.M..JGGM A93 D97 F98 G98 H90 K97 L99 M98 
5 0 5 HIBBCCHIDD..H.AAL.FFFKL...JKLM..JGGM A93 D97 F98 G98 H90 K97 L98 M98 
5 0 5 HIBBCCHIDD..H.AAL.FFFKLM..JKLM..JGG. A93 D97 F98 G98 H90 K97 L98 M97 
5 0 5 HIBBCCHIDD..H.AAL.FFFKLM..JKLM..J.GG A93 D97 F98 G97 H90 K97 L98 M97 
5 0 5 HIBBCCHIDD..H.AAL.FFF.LM..JKLM..JKGG A93 D97 F98 G97 H90 K96 L98 M97 
5 0 5 HIBBCCHI..DDH.AAL.FFF.LM..JKLM..JKGG A93 D95 F98 G97 H90 K96 L98 M97 
5 0 5 H.BBCCHI..DDHIAAL.FFF.LM..JKLM..JKGG A93 D95 F98 G97 H90 I99 K96 L98 M97 
5 0 5 H.BBCCHI..DDHIAAL.FFFKLM..JKLM..J.GG A93 D95 F98 G97 H90 I99 K95 L98 M97 
5 0 5 H.BBCCHI..DDHIAAL.FFFKLM..JKLM..JGG. A93 D95 F98 G96 H90 I99 K95 L98 M97 
5 0 5 H.BBCCHI..DDHIAAL.FFFKL...JKLM..JGGM A93 D95 F98 G96 H90 I99 K95 L98 M96 
5 0 5 H.BBCCHI.DD.HIAAL.FFFKL...JKLM..JGGM A93 D94 F98 G96 H90 I99 K95 L98 M96 
5 0 5 HBB.CCHI.DD.HIAAL.FFFKL...JKLM..JGGM A93 B99 D94 F98 G96 H90 I99 K95 L98 M96 
5 0 5 HBB.CCHI.DD.HIAAL.FFFKLM..JKLM..JGG. A93 B99 D94 F98 G96 H90 I99 K95 L98 M95 
5 0 5 HBB.CCHI.DD.HIAAL.FFFKLM..JKLM..J.GG A93 B99 D94 F98 G95 H90 I99 K95 L98 M95 
5 0 5 HBB.CCHI.DD.HIAAL.FFF.LM..JKLM..JKGG A93 B99 D94 F98 G95 H90 I99 K94 L98 M95 
5 0 5 HBB.CCHI.DD.HIAAL..FFFLM..JKLM..JKGG A93 B99 D94 F97 G95 H90 I99 K94 L98 M95 
5 0 5 .BB.CC.I.DD..IAAL.HFFFLMH.JKLMH.JKGG A93 B99 D94 F97 G95 H87 I99 K94 L98 M95 
5 0 5 .BB.CC.I..DD.IAAL.HFFFLMH.JKLMH.JKGG A93 B99 D93 F97 G95 H87 I99 K94 L98 M95 
5 0 5 .BB.CCHI..DDHIAAL.HFFFLM..JKLM..JKGG A93 B99 D93 F97 G95 H85 I99 K94 L98 M95 
5 0 5 .BB.CCHIDD..HIAAL.HFFFLM..JKLM..JKGG A93 B99 D91 F97 G95 H85 I99 K94 L98 M95 
5 0 5 .BB.CC.IDD..HIAAL.HFFFLMH.JKLM..JKGG A93 B99 D91 F97 G95 H84 I99 K94 L98 M95 
5 0 5 .BB.CC.IDDL.HIAAL.HFFFLMH.JK.M..JKGG A93 B99 D91 F97 G95 H84 I99 K94 L97 M95 
5 0 5 .BB.CC.IDDL..IAAL.HFFFLMH.JK.MH.JKGG A93 B99 D91 F97 G95 H83 I99 K94 L97 M95 
5 0 5 .BBCC..IDDL..IAAL.HFFFLMH.JK.MH.JKGG A93 B99 C99 D91 F97 G95 H83 I99 K94 L97 M95 
5 0 5 .BBCCM.IDDLM.IAAL.HFFFL.H.JK..H.JKGG A93 B99 C99 D91 F97 G95 H83 I99 K94 L97 M92 
5 0 5 .BBCCM.IDD.M.IAAL.HFFFL.H.JKL.H.JKGG A93 B99 C99 D91 F97 G95 H83 I99 K94 L96 M92 
5 0 5 HBBCCMHIDD.MHIAAL..FFFL...JKL...JKGG A93 B99 C99 D91 F97 G95 H80 I99 K94 L96 M92 
5 0 5 HBBCCMHIDD.MHIAAL.FFF.L...JKL...JKGG A93 B99 C99 D91 F96 G95 H80 I99 K94 L96 M92 
5 0 5 HBBCCMHIDD.MHIAAL.FFFKL...JKL...J.GG A93 B99 C99 D91 F96 G95 H80 I99 K93 L96 M92 
5 0 5 HBBCCMHIDD.MHIAAL.FFFKL...JKL...JGG. A93 B99 C99 D91 F96 G94 H80 I99 K93 L96 M92 
5 0 5 HBBCCMHIDDLMHIAAL.FFFKL...JK....JGG. A93 B99 C99 D91 F96 G94 H80 I99 K93 L95 M92 
5 0 5 HBBCC.HIDDL.HIAAL.FFFKL...JK.M..JGGM A93 B99 C99 D91 F96 G94 H80 I99 K93 L95 M88 
5 0 5 HBB.CCHIDDL.HIAAL.FFFKL...JK.M..JGGM A93 B99 C98 D91 F96 G94 H80 I99 K93 L95 M88 
5 0 5 HBB.CCHIDDL.HIAAL.FFFKLM..JK.M..JGG. A93 B99 C98 D91 F96 G94 H80 I99 K93 L95 M87 
5 0 5 HBB.CCHIDDL.HIAAL.FFFKLM..JK.M..J.GG A93 B99 C98 D91 F96 G93 H80 I99 K93 L95 M87 
5 0 5 HBB.CCHIDDL.HIAAL.FFF.LM..JK.M..JKGG A93 B99 C98 D91 F96 G93 H80 I99 K92 L95 M87 
5 0 5 HBBCC.HIDDL.HIAAL.FFF.LM..JK.M..JKGG A93 B99 C97 D91 F96 G93 H80 I99 K92 L95 M87 
5 0 5 H.BBCCHIDDL.HIAAL.FFF.LM..JK.M..JKGG A93 B98 C98 D91 F96 G93 H80 I99 K92 L95 M87 
5 0 5 H.BBCCHIDDL.HIAAL..FFFLM..JK.M..JKGG A93 B98 C98 D91 F95 G93 H80 I99 K92 L95 M87 
5 0 5 H.BBCCHIDD..HIAAL..FFFLM..JKLM..JKGG A93 B98 C98 D91 F95 G93 H80 I99 K92 L94 M87 
5 0 5 ..BBCC.IDD...IAAL.HFFFLMH.JKLMH.JKGG A93 B98 C98 D91 F95 G93 H77 I99 K92 L94 M87 
5 0 5 BB..CC.IDD...IAAL.HFFFLMH.JKLMH.JKGG A93 B96 C98 D91 F95 G93 H77 I99 K92 L94 M87 
5 0 5 BBCC...IDD...IAAL.HFFFLMH.JKLMH.JKGG A93 B96 C96 D91 F95 G93 H77 I99 K92 L94 M87 
5 0 5 BBCC.M.IDD.M.IAAL.HFFFL.H.JKL.H.JKGG A93 B96 C96 D91 F95 G93 H77 I99 K92 L94 M84 
5 0 5 BBCC.MHIDD.MHIAAL.HFFFL...JKL...JKGG A93 B96 C96 D91 F95 G93 H75 I99 K92 L94 M84 
5 0 5 BBCCLMHIDDLMHIAAL.HFFF....JK....JKGG A93 B96 C96 D91 F95 G93 H75 I99 K92 L92 M84 
5 0 5 BBCCLMHIDDLMHIAAL.H..FFF..JK....JKGG A93 B96 C96 D91 F93 G93 H75 I99 K92 L92 M84 
10 0 10 .BBKCC.DDK....AALMHFFFLMHIJ.L.HIJGG. A67 B95 C94 D64 F77 G86 H25 I84 J92 K84 L74 M40 
10 0 10 HBBKCCHDDK.MH.AALM.FFFL..IJ.L..IJGG. A67 B95 C94 D64 F77 G86 H28 I84 J92 K84 L74 M39 
10 0 10 HBBKCCHDDK..H.AALM.FFFLM.IJ.L..IJGG. A67 B95 C94 D64 F77 G86 H28 I84 J92 K84 L74 M40 
10 0 10 HBBKCCHDDK.MH.AALM.FFFL..IJ.L..IJ.GG A67 B95 C94 D64 F77 G87 H28 I84 J92 K84 L74 M39 
10 0 10 HBBKCCHDDK..H.AALM.FFFLM.IJ.L..IJ.GG A67 B95 C94 D64 F77 G87 H28 I84 J92 K84 L74 M40 
10 0 10 HBBKCCHDDKLMH.AALM.FFFL..IJ....IJ.GG A67 B95 C94 D64 F77 G87 H28 I84 J92 K84 L75 M39 
10 0 10 HBBKCCHDDKL.H.AALM.FFFLM.IJ....IJ.GG A67 B95 C94 D64 F77 G87 H28 I84 J92 K84 L75 M40 
10 0 10 HBBKCCHDDKLMHAA.LM.FFFL..IJ....IJ.GG A68 B95 C94 D64 F77 G87 H28 I84 J92 K84 L75 M39 
10 0 10 HBBKCCHDDKL.HAA.LM.FFFLM.IJ....IJ.GG A68 B95 C94 D64 F77 G87 H28 I84 J92 K84 L75 M40 
10 0 10 HBB.CCHDDKL.HAAKL..FFFLM.IJ..M.IJ.GG A68 B95 C94 D64 F77 G87 H28 I84 J92 K83 L75 M41 
10 0 10 HBB.CCHDDKL.HAAKL..FFFLM.IJ..M.IJGG. A68 B95 C94 D64 F77 G88 H28 I84 J92 K83 L75 M41 
10 0 10 HBBKCCHDDKLMHAA.LM.FFFL..IJ....IJGG. A68 B95 C94 D64 F77 G88 H28 I84 J92 K84 L75 M39 
10 0 10 HBBKCCHDDKL.HAA.LM.FFFLM.IJ....IJGG. A68 B95 C94 D64 F77 G88 H28 I84 J92 K84 L75 M40 
10 0 10 HBB.CCHDDKL.HAAKL..FFFL..IJ..M.IJGGM A68 B95 C94 D64 F77 G88 H28 I84 J92 K83 L75 M42 
10 0 10 HBBKCCHDDK.MHAA.LM.FFFL..IJ.L..IJGG. A68 B95 C94 D64 F77 G88 H28 I84 J92 K84 L76 M39 
10 0 10 HBBKCCHDDK..HAA.LM.FFFLM.IJ.L..IJGG. A68 B95 C94 D64 F77 G88 H28 I84 J92 K84 L76 M40 
10 0 10 HBB.CCHDDK..HAAKL..FFFL..IJ.LM.IJGGM A68 B95 C94 D64 F77 G88 H28 I84 J92 K83 L76 M42 
10 0 10 HBB.CCHDD...HAAKL.FFFKL..IJ.LM.IJGGM A68 B95 C94 D64 F78 G88 H28 I84 J92 K82 L76 M42 
10 0 10 HBB.CCHDDK..HAAKL.FFF.L..IJ.LM.IJGGM A68 B95 C94 D64 F78 G88 H28 I84 J92 K83 L76 M42 
10 0 10 HBBKCCHDDK.MHAA.LMFFF.L..IJ.L..IJGG. A68 B95 C94 D64 F78 G88 H28 I84 J92 K84 L76 M41 
10 0 10 HBBKCCHDDK..HAA.LMFFF.LM.IJ.L..IJGG. A68 B95 C94 D64 F78 G88 H28 I84 J92 K84 L76 M42 
10 0 10 HBB.CCHDD...HAAKL.FFFKLM.IJ.LM.IJGG. A68 B95 C94 D64 F78 G88 H28 I84 J92 K82 L76 M43 
10 0 10 HBB.CCHDDK..HAAKL.FFF.LM.IJ.LM.IJGG. A68 B95 C94 D64 F78 G88 H28 I84 J92 K83 L76 M43 
10 0 10 HBBKCCHDDK.MHAA.LMFFF.L..IJ.L..IJ.GG A68 B95 C94 D64 F78 G89 H28 I84 J92 K84 L76 M41 
10 0 10 HBBKCCHDDK..HAA.LMFFF.LM.IJ.L..IJ.GG A68 B95 C94 D64 F78 G89 H28 I84 J92 K84 L76 M42 
10 0 10 HBB.CCHDDK..HAAKL.FFF.LM.IJ.LM.IJ.GG A68 B95 C94 D64 F78 G89 H28 I84 J92 K85 L76 M43 
10 0 10 HBB.CCHDD...HAAKL.FFFKLM.IJ.LM.IJ.GG A68 B95 C94 D64 F78 G89 H28 I84 J92 K86 L76 M43 
10 0 10 HBB.CCHDD..MHAA.LMFFF.L..IJKL..IJKGG A68 B95 C94 D64 F78 G89 H28 I84 J92 K88 L76 M41 
10 0 10 HBB.CCHDD...HAA.LMFFF.LM.IJKL..IJKGG A68 B95 C94 D64 F78 G89 H28 I84 J92 K88 L76 M42 
10 0 10 HBB.CCHDD..MHAA.LM.FFFL..IJKL..IJKGG A68 B95 C94 D64 F79 G89 H28 I84 J92 K88 L76 M41 
10 0 10 HBB.CCHDD...HAA.LM.FFFLM.IJKL..IJKGG A68 B95 C94 D64 F79 G89 H28 I84 J92 K88 L76 M42 
10 0 10 .BB.CC.DD..M.AA.LMHFFFL.HIJKL.HIJKGG A68 B95 C94 D64 F79 G89 H31 I84 J92 K88 L76 M41 
10 0 10 .BB.CC.DD....AA.LMHFFFLMHIJKL.HIJKGG A68 B95 C94 D64 F79 G89 H31 I84 J92 K88 L76 M42 
10 0 10 .BBCC..DD..M.AA.LMHFFFL.HIJKL.HIJKGG A68 B95 C95 D64 F79 G89 H31 I84 J92 K88 L76 M41 
10 0 10 .BBCC..DD....AA.LMHFFFLMHIJKL.HIJKGG A68 B95 C95 D64 F79 G89 H31 I84 J92 K88 L76 M42 
10 0 10 .BBCC.DD...M.AA.LMHFFFL.HIJKL.HIJKGG A68 B95 C95 D65 F79 G89 H31 I84 J92 K88 L76 M41 
10 0 10 .BBCC.DD.....AA.LMHFFFLMHIJKL.HIJKGG A68 B95 C95 D65 F79 G89 H31 I84 J92 K88 L76 M42 
10 0 10 .BBCC.DD..LM.AA.LMHFFFL.HIJK..HIJKGG A68 B95 C95 D65 F79 G89 H31 I84 J92 K88 L77 M41 
10 0 10 .BBCC.DD..L..AA.LMHFFFLMHIJK..HIJKGG A68 B95 C95 D65 F79 G89 H31 I84 J92 K88 L77 M42 
10 0 10 .BBCC.DD..LM..AALMHFFFL.HIJK..HIJKGG A69 B95 C95 D65 F79 G89 H31 I84 J92 K88 L77 M41 
10 0 10 .BBCC.DD..L...AALMHFFFLMHIJK..HIJKGG A69 B95 C95 D65 F79 G89 H31 I84 J92 K88 L77 M42 
10 0 10 .BBCC..DD.LM..AALMHFFFL.HIJK..HIJKGG A69 B95 C95 D66 F79 G89 H31 I84 J92 K88 L77 M41 
10 0 10 .BBCC..DD.L...AALMHFFFLMHIJK..HIJKGG A69 B95 C95 D66 F79 G89 H31 I84 J92 K88 L77 M42 
10 0 10 .BBCC..DD.L.H.AALMHFFFLMHIJK...IJKGG A69 B95 C95 D66 F79 G89 H32 I84 J92 K88 L77 M44 
10 0 10 .BBCC..DD.LMH.AALMHFFFL.HIJK...IJKGG A69 B95 C95 D66 F79 G89 H32 I84 J92 K88 L77 M45 
10 0 10 .BBCC..DD.L.HAA.LMHFFFLMHIJK...IJKGG A70 B95 C95 D66 F79 G89 H32 I84 J92 K88 L77 M44 
10 0 10 .BBCC..DD.LMHAA.LMHFFFL.HIJK...IJKGG A70 B95 C95 D66 F79 G89 H32 I84 J92 K88 L77 M45 
10 0 10 .BBCC..DD...HAA.LMHFFFLMHIJKL..IJKGG A70 B95 C95 D66 F79 G89 H32 I84 J92 K88 L78 M44 
10 0 10 .BBCC..DD..MHAA.LMHFFFL.HIJKL..IJKGG A70 B95 C95 D66 F79 G89 H32 I84 J92 K88 L78 M45 
10 0 10 .BBCC.DD....HAA.LMHFFFLMHIJKL..IJKGG A70 B95 C95 D67 F79 G89 H32 I84 J92 K88 L78 M44 
10 0 10 .BBCC.DD...MHAA.LMHFFFL.HIJKL..IJKGG A70 B95 C95 D67 F79 G89 H32 I84 J92 K88 L78 M45 
10 0 10 .BBCC.DD....H.AALMHFFFLMHIJKL..IJKGG A71 B95 C95 D67 F79 G89 H32 I84 J92 K88 L78 M44 
10 0 10 .BBCC.DD...MH.AALMHFFFL.HIJKL..IJKGG A71 B95 C95 D67 F79 G89 H32 I84 J92 K88 L78 M45 
10 0 10 .BBCC.DD......AALMHFFFLMHIJKL.HIJKGG A71 B95 C95 D67 F79 G89 H33 I84 J92 K88 L78 M44 
10 0 10 .BBCC.DD...M..AALMHFFFL.HIJKL.HIJKGG A71 B95 C95 D67 F79 G89 H33 I84 J92 K88 L78 M45 
10 0 10 .BBCC.DD....AA..LMHFFFLMHIJKL.HIJKGG A69 B95 C95 D67 F79 G89 H33 I84 J92 K88 L78 M44 
10 0 10 .BBCC.DD...MAA..LMHFFFL.HIJKL.HIJKGG A69 B95 C95 D67 F79 G89 H33 I84 J92 K88 L78 M45 
10 0 10 .BBCC..DD...AA..LMHFFFLMHIJKL.HIJKGG A69 B95 C95 D68 F79 G89 H33 I84 J92 K88 L78 M44 
10 0 10 .BBCC..DD..MAA..LMHFFFL.HIJKL.HIJKGG A69 B95 C95 D68 F79 G89 H33 I84 J92 K88 L78 M45 
10 0 10 .BBCC..DD.....AALMHFFFLMHIJKL.HIJKGG A71 B95 C95 D68 F79 G89 H33 I84 J92 K88 L78 M44 
10 0 10 .BBCC..DD..M..AALMHFFFL.HIJKL.HIJKGG A71 B95 C95 D68 F79 G89 H33 I84 J92 K88 L78 M45 
10 0 10 .BBCC.HDD..MH.AALMHFFFL..IJKL..IJKGG A71 B95 C95 D68 F79 G89 H35 I84 J92 K88 L78 M47 
10 0 10 .BBCC.HDD...H.AALMHFFFLM.IJKL..IJKGG A71 B95 C95 D68 F79 G89 H35 I84 J92 K88 L78 M48 
10 0 10 .BBCC.H...DDH.AALMHFFFLM.IJKL..IJKGG A71 B95 C95 D71 F79 G89 H35 I84 J92 K88 L78 M48 
10 0 10 .BBCC.....DDH.AALMHFFFLMHIJKL..IJKGG A71 B95 C95 D71 F79 G89 H36 I84 J92 K88 L78 M48 
10 0 10 .BBCC.....DDHAA.LMHFFFLMHIJKL..IJKGG A72 B95 C95 D71 F79 G89 H36 I84 J92 K88 L78 M48 
10 0 10 HBBCC.H...DDHAA.LM.FFFLM.IJKL..IJKGG A72 B95 C95 D71 F79 G89 H38 I84 J92 K88 L78 M48 
10 0 10 HBBCC.H...DDHAA.LMFFF.LM.IJKL..IJKGG A72 B95 C95 D71 F80 G89 H38 I84 J92 K88 L78 M48 
10 0 10 HBBCC.H...DDHAA.LMFFFKLM.IJKL..IJ.GG A72 B95 C95 D71 F80 G89 H38 I84 J92 K89 L78 M48 
10 0 10 HBBCC.H..KDDHAAKL.FFF.LM.IJ.LM.IJ.GG A72 B95 C95 D71 F80 G89 H38 I84 J92 K87 L78 M49 
10 0 10 HBBCC.H...DDHAAKL.FFFKLM.IJ.LM.IJ.GG A72 B95 C95 D71 F80 G89 H38 I84 J92 K88 L78 M49 
10 0 10 HBBCC.H..KDDHAAKL.FFF.LM.IJ.LM.IJGG. A72 B95 C95 D71 F80 G90 H38 I84 J92 K87 L78 M49 
10 0 10 HBBCC.H...DDHAAKL.FFFKLM.IJ.LM.IJGG. A72 B95 C95 D71 F80 G90 H38 I84 J92 K88 L78 M49 
10 0 10 HBBCC.H...DDHAA.LMFFFKLM.IJKL..IJGG. A72 B95 C95 D71 F80 G90 H38 I84 J92 K89 L78 M48 
10 0 10 HBBCC.H..KDDHAAKL.FFF.L..IJ.LM.IJGGM A72 B95 C95 D71 F80 G90 H38 I84 J92 K87 L78 M50 
10 0 10 HBBCC.H...DDHAAKL.FFFKL..IJ.LM.IJGGM A72 B95 C95 D71 F80 G90 H38 I84 J92 K88 L78 M50 
10 0 10 HBBCC.H...DDH.AALMFFFKLM.IJKL..IJGG. A73 B95 C95 D71 F80 G90 H38 I84 J92 K89 L78 M48 
10 0 10 HBBCC.H.DD.MH.AALMFFFKL..IJKL..IJGG. A73 B95 C95 D73 F80 G90 H38 I84 J92 K89 L78 M49 
10 0 10 HBBCC.H.DD..H.AALMFFFKLM.IJKL..IJGG. A73 B95 C95 D73 F80 G90 H38 I84 J92 K89 L78 M50 
10 0 10 HBBCC.H.DD.MH.AALMFFFKL..IJKL..IJ.GG A73 B95 C95 D73 F80 G91 H38 I84 J92 K89 L78 M49 
10 0 10 HBBCC.H.DD..H.AALMFFFKLM.IJKL..IJ.GG A73 B95 C95 D73 F80 G91 H38 I84 J92 K89 L78 M50 
10 0 10 HBBCC.H.DD.MH.AALMFFF.L..IJKL..IJKGG A73 B95 C95 D73 F80 G91 H38 I84 J92 K90 L78 M49 
10 0 10 HBBCC.H.DD..H.AALMFFF.LM.IJKL..IJKGG A73 B95 C95 D73 F80 G91 H38 I84 J92 K90 L78 M50 
10 0 10 HBBCC.H.DD.MH.AALM.FFFL..IJKL..IJKGG A73 B95 C95 D73 F81 G91 H38 I84 J92 K90 L78 M49 
10 0 10 HBBCC.H.DD..H.AALM.FFFLM.IJKL..IJKGG A73 B95 C95 D73 F81 G91 H38 I84 J92 K90 L78 M50 
10 0 10 .BBCC...DD.M..AALMHFFFL.HIJKL.HIJKGG A73 B95 C95 D73 F81 G91 H41 I84 J92 K90 L78 M49 
10 0 10 .BBCC...DD....AALMHFFFLMHIJKL.HIJKGG A73 B95 C95 D73 F81 G91 H41 I84 J92 K90 L78 M50 
10 0 10 .BBCC...DD.MAA..LMHFFFL.HIJKL.HIJKGG A75 B95 C95 D73 F81 G91 H41 I84 J92 K90 L78 M49 
10 0 10 .BBCC...DD..AA..LMHFFFLMHIJKL.HIJKGG A75 B95 C95 D73 F81 G91 H41 I84 J92 K90 L78 M50 
10 0 10 .BBCC...DDL.AA..LMHFFFLMHIJK..HIJKGG A75 B95 C95 D73 F81 G91 H41 I84 J92 K90 L79 M52 
10 0 10 .BBCC...DDLMAA..LMHFFFL.HIJK..HIJKGG A75 B95 C95 D73 F81 G91 H41 I84 J92 K90 L79 M53 
10 0 10 .BBCC...DDL...AALMHFFFLMHIJK..HIJKGG A77 B95 C95 D73 F81 G91 H41 I84 J92 K90 L79 M52 
10 0 10 .BBCC...DDLM..AALMHFFFL.HIJK..HIJKGG A77 B95 C95 D73 F81 G91 H41 I84 J92 K90 L79 M53 
10 0 10 HBBCC.H.DDL.H.AALM.FFFLM.IJK...IJKGG A77 B95 C95 D73 F81 G91 H44 I84 J92 K90 L79 M52 
10 0 10 HBBCC.H.DDLMH.AALM.FFFL..IJK...IJKGG A77 B95 C95 D73 F81 G91 H44 I84 J92 K90 L79 M53 
10 0 10 HBBCC.H.DDL.H.AALMFFF.LM.IJK...IJKGG A77 B95 C95 D73 F82 G91 H44 I84 J92 K90 L79 M52 
10 0 10 HBBCC.H.DDLMH.AALMFFF.L..IJK...IJKGG A77 B95 C95 D73 F82 G91 H44 I84 J92 K90 L79 M53 
10 0 10 HBBCC.H.DDL.H.AALMFFFKLM.IJK...IJ.GG A77 B95 C95 D73 F82 G91 H44 I84 J92 K91 L79 M52 
10 0 10 HBBCC.H.DDLMH.AALMFFFKL..IJK...IJ.GG A77 B95 C95 D73 F82 G91 H44 I84 J92 K91 L79 M53 
10 0 10 HBBCC.H.DDL.H.AALMFFFKLM.IJK...IJGG. A77 B95 C95 D73 F82 G92 H44 I84 J92 K91 L79 M52 
10 0 10 HBBCC.H.DDLMH.AALMFFFKL..IJK...IJGG. A77 B95 C95 D73 F82 G92 H44 I84 J92 K91 L79 M53 
10 0 10 HBBCCMH.DDLMHAAKL.FFFKL..IJ....IJGG. A78 B95 C95 D73 F82 G92 H44 I84 J92 K90 L79 M54 
10 0 10 HBBCC.H.DDL.HAA.LMFFFKLM.IJK...IJGG. A78 B95 C95 D73 F82 G92 H44 I84 J92 K91 L79 M52 
10 0 10 HBBCC.H.DDLMHAA.LMFFFKL..IJK...IJGG. A78 B95 C95 D73 F82 G92 H44 I84 J92 K91 L79 M53 
10 0 10 HBBCCMH.DD.MHAAKL.FFFKL..IJ.L..IJGG. A78 B95 C95 D73 F82 G92 H44 I84 J92 K90 L80 M54 
10 0 10 HBBCC.H.DD..HAA.LMFFFKLM.IJKL..IJGG. A78 B95 C95 D73 F82 G92 H44 I84 J92 K91 L80 M52 
10 0 10 HBBCC.H.DD.MHAA.LMFFFKL..IJKL..IJGG. A78 B95 C95 D73 F82 G92 H44 I84 J92 K91 L80 M53 
10 0 10 HBBCC.H.DD..HAA.LMFFFKLM.IJKL..IJ.GG A78 B95 C95 D73 F82 G93 H44 I84 J92 K91 L80 M52 
10 0 10 HBBCC.H.DD.MHAA.LMFFFKL..IJKL..IJ.GG A78 B95 C95 D73 F82 G93 H44 I84 J92 K91 L80 M53 
10 0 10 HBBCCMH.DD.MHAAKL.FFFKL..IJ.L..IJ.GG A78 B95 C95 D73 F82 G93 H44 I84 J92 K90 L80 M54 
10 0 10 HBBCC.H.DD..HAA.LMFFF.LM.IJKL..IJKGG A78 B95 C95 D73 F82 G93 H44 I84 J92 K92 L80 M52 
10 0 10 HBBCC.H.DD.MHAA.LMFFF.L..IJKL..IJKGG A78 B95 C95 D73 F82 G93 H44 I84 J92 K92 L80 M53 
10 0 10 HBBCC.H.DD..HAA.LM.FFFLM.IJKL..IJKGG A78 B95 C95 D73 F83 G93 H44 I84 J92 K92 L80 M52 
10 0 10 HBBCC.H.DD.MHAA.LM.FFFL..IJKL..IJKGG A78 B95 C95 D73 F83 G93 H44 I84 J92 K92 L80 M53 
10 0 10 .BBCC...DD...AA.LMHFFFLMHIJKL.HIJKGG A78 B95 C95 D73 F83 G93 H47 I84 J92 K92 L80 M52 
10 0 10 .BBCC...DD.M.AA.LMHFFFL.HIJKL.HIJKGG A78 B95 C95 D73 F83 G93 H47 I84 J92 K92 L80 M53 
10 0 10 BB.CC...DD...AA.LMHFFFLMHIJKL.HIJKGG A78 B96 C95 D73 F83 G93 H47 I84 J92 K92 L80 M52 
10 0 10 BB.CC...DD.M.AA.LMHFFFL.HIJKL.HIJKGG A78 B96 C95 D73 F83 G93 H47 I84 J92 K92 L80 M53 
10 0 10 BB.CC..DD....AA.LMHFFFLMHIJKL.HIJKGG A78 B96 C95 D74 F83 G93 H47 I84 J92 K92 L80 M52 
10 0 10 BB.CC..DD..M.AA.LMHFFFL.HIJKL.HIJKGG A78 B96 C95 D74 F83 G93 H47 I84 J92 K92 L80 M53 
10 0 10 BB.CC..DD.LM.AA.LMHFFFL.HIJK..HIJKGG A78 B96 C95 D74 F83 G93 H47 I84 J92 K92 L81 M55 
