10 0 10 .....L..ICCLG.IAAMG.JDDMH.JKEEHFFK.. 
8 0 8 ..I..L..ICCLG..AAMG.JDDMH.JKEEHFFK.. I99 
7 0 7 G.I..LG.ICCL...AAM..JDDMH.JKEEHFFK.. G98 I99 
6 0 6 G.I..LG.ICCL...AAMH.JDDMH.JKEE.FFK.. G98 H99 I99 
6 0 6 G.I..LG.ICCL...AAMH.JDDMH.JKEEFF.K.. F99 G98 H99 I99 
6 0 6 G.I..LG.ICCL...AAMH..DDMH.JKEEFFJK.. F99 G98 H99 I99 J99 
6 0 6 G.I..LG.ICCL...AAMHDD..MH.JKEEFFJK.. D98 F99 G98 H99 I99 J99 
6 0 6 ..I..LG.ICCLG..AAMH.JDDMH.JKEE.FFK.. G97 H99 I99 
7 0 7 G.I..LG.ICCL...AAMHDDK.MH.JKEEFFJ... D98 F99 G98 H99 I99 J99 K99 
7 0 7 G.I..LG.ICCLH..AAMHDD..M..JKEEFFJK.. D98 F99 G98 H98 I99 J99 
7 0 7 G.I..LG.ICCL.AA..MHDD..MH.JKEEFFJK.. A98 D98 F99 G98 H99 I99 J99 
7 0 7 G.I..LG.ICCL.AAK.MHDDK.MH.J.EEFFJ... A98 D98 F99 G98 H99 I99 J99 K98 
7 0 7 G.I..LG.ICCL.AAK.MHDDK.MH.JEE.FFJ... A98 D98 E99 F99 G98 H99 I99 J99 K98 
7 0 7 G.I..LG.ICCL.AAK..HDDK..H.JEEMFFJ..M A98 D98 E99 F99 G98 H99 I99 J99 K98 M98 
7 0 7 G.I...G.ICC..AAK.LHDDK.LH.JEEMFFJ..M A98 D98 E99 F99 G98 H99 I99 J99 K98 L98 M98 
7 0 7 G.I...G.ICCL.AAK.LDDJK.MH.JEEMHFF... A96 C98 D93 E99 F88 G98 H98 I99 J94 K94 L95 M95 
7 0 7 G.I..LG.ICCLAAJK..DDJK.MH..EEMHFF... A97 C98 D93 E99 F88 G98 H98 I99 J93 K94 L96 M95 
7 0 7 G.I..LG.ICCL.AAK..DDJK.MH.JEEMHFF... A96 C98 D93 E99 F88 G98 H98 I99 J94 K94 L96 M95 
7 0 7 G.I...G.ICCLAA.K.LDDJK.MH.JEEMH...FF A97 C98 D93 E99 F91 G98 H98 I99 J94 K94 L95 M95 
7 0 7 G....LG.ICCLAAIK..DDJK.MH.JEEMH...FF A97 C98 D93 E99 F91 G98 H98 I98 J94 K94 L96 M95 
7 0 7 G....LG.ICCLAAIK.MHDDK.MH.JEE...J.FF A97 C98 D92 E99 F91 G98 H97 I98 J95 K94 L96 M96 
7 0 7 G.I..LG.ICCL.AAK.MDDJK.MH.JEE.HFF... A96 C98 D93 E99 F88 G98 H98 I99 J94 K94 L96 M96 
7 0 7 G.I..LG.ICCL.AAK.MDDJK.MH.JEE.H.FF.. A96 C98 D93 E99 F89 G98 H98 I99 J94 K94 L96 M96 
7 0 7 ..I..LG.ICCLGAAK.MDDJK.MH.JEE.H...FF A96 C98 D93 E99 F91 G97 H98 I99 J94 K94 L96 M96 
7 0 7 G....LG.ICCLAAIK.MDDJK.MH.J.EEH..FF. A97 C98 D93 E98 F92 G98 H98 I98 J94 K94 L96 M96 
7 0 7 G.I..LG.ICCLAA...MDDJK.MH.JKEEH...FF A91 C98 D93 E98 F91 G98 H98 I99 J94 K93 L96 M96 
7 0 7 G.I..LG.ICCL.AA..MDDJK.MH.JKEEH...FF A92 C98 D93 E98 F91 G98 H98 I99 J94 K93 L96 M96 
7 0 7 G.I..LG.ICCL..AA.MDDJK.MH.JKEEH...FF A93 C98 D93 E98 F91 G98 H98 I99 J94 K93 L96 M96 
7 0 7 G....LG.ICCL..IAAMDDJK.MH.JKEEH...FF A94 C98 D93 E98 F91 G98 H98 I98 J94 K93 L96 M96 
7 0 7 G.I..LG.ICCL...AAMDDJ..MH.JKEEH..KFF A94 C98 D93 E98 F91 G98 H98 I99 J94 K92 L96 M96 
7 0 7 G.I..LG.ICCL..AA.MDD...MH.JKEEH.JKFF A93 C98 D93 E98 F91 G98 H98 I99 J95 K92 L96 M96 
7 0 7 G....LG.ICCL..IAAMDD...MH.JKEEH.JKFF A94 C98 D93 E98 F91 G98 H98 I98 J95 K92 L96 M96 
7 0 7 G....LG.ICCL..IAAM.DDK.MH.JKEEH.JFF. A94 C98 D92 E98 F90 G98 H98 I98 J95 K93 L96 M96 
7 0 7 G.I..LG.ICCL..AA.M.DDK.MH.JKEEH.JFF. A93 C98 D92 E98 F90 G98 H98 I99 J95 K93 L96 M96 
7 0 7 G.I..LG.ICCL...AAMHDDK.MH.JKEE..JFF. A94 C98 D92 E98 F90 G98 H97 I99 J95 K93 L96 M96 
7 0 7 G.I..LG.ICCLAA...MHDDK.MH.JKEE..J.FF A91 C98 D92 E98 F91 G98 H97 I99 J95 K93 L96 M96 
7 0 7 G.I..LG.ICCL.AA..MHDDK.MH.JKEE..J.FF A92 C98 D92 E98 F91 G98 H97 I99 J95 K93 L96 M96 
7 0 7 G.I..LG.ICCL..AA.MHDDK.MH.JKEE..J.FF A93 C98 D92 E98 F91 G98 H97 I99 J95 K93 L96 M96 
7 0 7 G....LG.ICCL..IAAMHDDK.MH.JKEE..J.FF A94 C98 D92 E98 F91 G98 H97 I98 J95 K93 L96 M96 
7 0 7 G.I..LG.ICCL..AA.M.DD..MH.JKEEH.JKFF A93 C98 D92 E98 F91 G98 H98 I99 J95 K92 L96 M96 
7 0 7 G....LG.ICCL..IAAM.DD..MH.JKEEH.JKFF A94 C98 D92 E98 F91 G98 H98 I98 J95 K92 L96 M96 
7 0 7 ..I..LG.ICCLGAA..MHDDK.MH.JKEE..J.FF A92 C98 D92 E98 F91 G97 H97 I99 J95 K93 L96 M96 
7 0 7 ..I..LG.ICCLG.AA.MHDDK.MH.JKEE..J.FF A93 C98 D92 E98 F91 G97 H97 I99 J95 K93 L96 M96 
7 0 7 .....LG.ICCLG.IAAMHDDK.MH.JKEE..J.FF A94 C98 D92 E98 F91 G97 H97 I98 J95 K93 L96 M96 
7 0 7 ..I..LG.ICCLGAA..M.DD..MH.JKEEH.JKFF A92 C98 D92 E98 F91 G97 H98 I99 J95 K92 L96 M96 
7 0 7 ..I..LG.ICCLG.AA.M.DD..MH.JKEEH.JKFF A93 C98 D92 E98 F91 G97 H98 I99 J95 K92 L96 M96 
7 0 7 ..I..L..ICCLG..AAMGDD..MH.JKEEH.JKFF A94 C98 D92 E98 F91 G96 H98 I99 J95 K92 L96 M96 
7 0 7 .....LG.ICCLG.IAAM.DD..MH.JKEEH.JKFF A94 C98 D92 E98 F91 G97 H98 I98 J95 K92 L96 M96 
7 0 7 ..I..LG.ICCLG..AAMHDDK.MH.JKEE..JFF. A94 C98 D92 E98 F90 G97 H97 I99 J95 K93 L96 M96 
7 0 7 .....LG.ICCLG.IAAM.DDK.MH.JKEEH.JFF. A94 C98 D92 E98 F90 G97 H98 I98 J95 K93 L96 M96 
7 0 7 .....LG.ICCLG.IAAMDD.K.MH.JKEEH.JFF. A94 C98 D93 E98 F90 G97 H98 I98 J95 K93 L96 M96 
7 0 7 ..I..LG.ICCLGAA..MHDDK.MH.JKEE..JFF. A92 C98 D92 E98 F90 G97 H97 I99 J95 K93 L96 M96 
7 0 7 ..I..LG.ICCLG.AA.M.DDK.MH.JKEEH.JFF. A91 C98 D92 E98 F90 G97 H98 I99 J95 K93 L96 M96 
7 0 7 ..I..LG.ICCLGAA..MDDJK.MH.JKEEH..FF. A92 C98 D93 E98 F90 G97 H98 I99 J94 K93 L96 M96 
7 0 7 ..I..LG.ICCLG.AA.MDD.K.MH.JKEEH.JFF. A91 C98 D93 E98 F90 G97 H98 I99 J95 K93 L96 M96 
7 0 7 G.I..LG.ICCL...AAMDDJK.MH.JKEEH.FF.. A94 C98 D93 E98 F87 G96 H98 I99 J94 K93 L96 M96 
7 0 7 G.I..LG.ICCL...AAMDDJ..MH.JKEEHFFK.. A94 C98 D93 E98 F88 G96 H98 I99 J94 K92 L96 M96 
7 0 7 G.I..LG.ICCLAA...MDDJK.MH.JKEEHFF... A91 C98 D93 E98 F88 G96 H98 I99 J94 K93 L96 M96 
7 0 7 ..I..LG.ICCLG..AAMDDJ..MH.JKEEHFFK.. A94 C98 D93 E98 F88 G97 H98 I99 J94 K92 L96 M96 
7 0 7 ..I..LG.ICCLG..AAMDDJK.MH.JKEEH.FF.. A94 C98 D93 E98 F89 G97 H98 I99 J94 K93 L96 M96 
7 0 7 ..I..LG.ICCLG..AAMDDJK.MH.JKEEH..FF. A94 C98 D93 E98 F90 G97 H98 I99 J94 K93 L96 M96 
7 0 7 ..I..LG.ICCLGAA..MDDJK.MH.JKEEH...FF A92 C98 D93 E98 F91 G97 H98 I99 J94 K93 L96 M96 
7 0 7 ..I..LG.ICCLG.AA.MDDJK.MH.JKEEH...FF A93 C98 D93 E98 F91 G97 H98 I99 J94 K93 L96 M96 
7 0 7 .....LG.ICCLG.IAAMDDJK.MH.JKEEH...FF A94 C98 D93 E98 F91 G97 H98 I98 J94 K93 L96 M96 
7 0 7 G.I..LG.ICCL...AAM..JDDMH.JKEEH..KFF A94 C98 D90 E98 F91 G96 H98 I99 J94 K92 L96 M96 
7 0 7 G.I..LG.ICCL...AAM..DD.MH.JKEEH.JKFF A94 C98 D89 E98 F91 G96 H98 I99 J95 K92 L96 M96 
7 0 7 G.I..LG.ICCLAA...M...DDMH.JKEEH.JKFF A91 C98 D90 E98 F91 G96 H98 I99 J95 K92 L96 M96 
7 0 7 G.I..LG.ICCL.AA..M...DDMH.JKEEH.JKFF A92 C98 D90 E98 F91 G96 H98 I99 J95 K92 L96 M96 
7 0 7 G.I..LG.ICCL..AA.M...DDMH.JKEEH.JKFF A93 C98 D90 E98 F91 G96 H98 I99 J95 K92 L96 M96 
7 0 7 G....LG.ICCL..IAAM...DDMH.JKEEH.JKFF A94 C98 D90 E98 F91 G96 H98 I98 J95 K92 L96 M96 
7 0 7 G.I..LG.ICCL...AAMH.JDDMH.JKEE...KFF A94 C98 D90 E98 F91 G96 H97 I99 J94 K92 L96 M96 
7 0 7 G.I..LG.ICCLH..AAMH..DDM..JKEE..JKFF A94 C98 D90 E98 F91 G96 H96 I99 J95 K92 L96 M96 
7 0 7 G.I..LG.ICCLAA...MH..DDMH.JKEE..JKFF A91 C98 D90 E98 F91 G96 H97 I99 J95 K92 L96 M96 
7 0 7 G.I..LG.ICCL.AA..MH..DDMH.JKEE..JKFF A92 C98 D90 E98 F91 G96 H97 I99 J95 K92 L96 M96 
7 0 7 G.I..LG.ICCL..AA.MH..DDMH.JKEE..JKFF A93 C98 D90 E98 F91 G96 H97 I99 J95 K92 L96 M96 
7 0 7 G....LG.ICCL..IAAMH..DDMH.JKEE..JKFF A94 C98 D90 E98 F91 G96 H97 I98 J95 K92 L96 M96 
7 0 7 G.I..LG.ICCL...AAMH.DD.MH.JKEE..JKFF A94 C98 D87 E98 F91 G96 H97 I99 J95 K92 L96 M96 
7 0 7 G.I..LG.ICCLH..AAMHDD..M..JKEE..JKFF A94 C98 D88 E98 F91 G96 H96 I99 J95 K92 L96 M96 
7 0 7 G.I..LG.ICCLAA...MHDD..MH.JKEE..JKFF A91 C98 D88 E98 F91 G96 H97 I99 J95 K92 L96 M96 
7 0 7 G.I..LG.ICCL.AA..MHDD..MH.JKEE..JKFF A92 C98 D88 E98 F91 G96 H97 I99 J95 K92 L96 M96 
7 0 7 G.I..LG.ICCL..AA.MHDD..MH.JKEE..JKFF A93 C98 D88 E98 F91 G96 H97 I99 J95 K92 L96 M96 
7 0 7 G....LG.ICCL..IAAMHDD..MH.JKEE..JKFF A94 C98 D88 E98 F91 G96 H97 I98 J95 K92 L96 M96 
7 0 7 ..I..LG.ICCLGAA..MHDD..MH.JKEE..JKFF A92 C98 D88 E98 F91 G97 H97 I99 J95 K92 L96 M96 
7 0 7 ..I..LG.ICCLG.AA.MHDD..MH.JKEE..JKFF A93 C98 D88 E98 F91 G97 H97 I99 J95 K92 L96 M96 
7 0 7 .....LG.ICCLG.IAAMHDD..MH.JKEE..JKFF A94 C98 D88 E98 F91 G97 H97 I98 J95 K92 L96 M96 
7 0 7 ..I..LG.ICCLG..AAMH.JDDMH.JKEE...KFF A94 C98 D90 E98 F91 G97 H97 I99 J94 K92 L96 M96 
7 0 7 ..I..LG.ICCLG..AAMH.DD.MH.JKEE..JKFF A94 C98 D89 E98 F91 G97 H97 I99 J95 K92 L96 M96 
7 0 7 ..I..LG.ICCLGAA..MH..DDMH.JKEE..JKFF A92 C98 D90 E98 F91 G97 H97 I99 J95 K92 L96 M96 
7 0 7 ..I..LG.ICCLG.AA.MH..DDMH.JKEE..JKFF A93 C98 D90 E98 F91 G97 H97 I99 J95 K92 L96 M96 
7 0 7 .....LG.ICCLG.IAAMH..DDMH.JKEE..JKFF A94 C98 D90 E98 F91 G97 H97 I98 J95 K92 L96 M96 
7 0 7 ..I..LG.ICCLG..AAM..JDDMH.JKEEH..KFF A94 C98 D90 E98 F91 G97 H98 I99 J94 K92 L96 M96 
7 0 7 ..I..LG.ICCLGAA..M...DDMH.JKEEH.JKFF A92 C98 D90 E98 F91 G97 H98 I99 J95 K92 L96 M96 
7 0 7 ..I..LG.ICCLG.AA.M...DDMH.JKEEH.JKFF A93 C98 D90 E98 F91 G97 H98 I99 J95 K92 L96 M96 
7 0 7 ..I..L..ICCLG..AAMG..DDMH.JKEEH.JKFF A94 C98 D90 E98 F91 G96 H98 I99 J95 K92 L96 M96 
7 0 7 .....LG.ICCLG.IAAM...DDMH.JKEEH.JKFF A94 C98 D90 E98 F91 G97 H98 I98 J95 K92 L96 M96 
7 0 7 ..I..LG.ICCLG..AAMDDJ..MH.JKEEH..KFF A94 C98 D93 E98 F91 G97 H98 I99 J94 K92 L96 M96 
7 0 7 ..I..LG.ICCLG..AAM..DD.MH.JKEEH.JKFF A94 C98 D91 E98 F91 G97 H98 I99 J95 K92 L96 M96 
7 0 7 ..I..LG.ICCLGAA..MDD...MH.JKEEH.JKFF A92 C98 D93 E98 F91 G97 H98 I99 J95 K92 L96 M96 
7 0 7 ..I..LG.ICCLG.AA.MDD...MH.JKEEH.JKFF A93 C98 D93 E98 F91 G97 H98 I99 J95 K92 L96 M96 
7 0 7 .....LG.ICCLG.IAAMDD...MH.JKEEH.JKFF A94 C98 D93 E98 F91 G97 H98 I98 J95 K92 L96 M96 
7 0 7 .....LG..CCLG.IAAMDDIK.MH.JKEEH.J.FF A94 C98 D93 E98 F91 G97 H98 I97 J95 K93 L96 M96 
7 0 7 G.I..LG.ICCLH..AAMHDDK.M..JKEE..J.FF A94 C98 D92 E98 F91 G98 H96 I99 J95 K93 L96 M96 
7 0 7 ..I..L..ICCLG..AAMGDDK.MH.JKEEH.J.FF A94 C98 D92 E98 F91 G96 H98 I99 J95 K93 L96 M96 
7 0 7 G....LG..CCL..IAAMDDIK.MH.JKEEH.J.FF A94 C98 D93 E98 F91 G98 H98 I97 J95 K93 L96 M96 
7 0 7 G.I..LG.ICCL...AAMDDJK.MH.JKEEH..FF. A94 C98 D93 E98 F92 G98 H98 I99 J94 K93 L96 M96 
7 0 7 G....LG.ICCL..IAAMDD.K.MH.JKEEH.JFF. A94 C98 D93 E98 F92 G98 H98 I98 J95 K93 L96 M96 
7 0 7 G.I..LG.ICCLAA...MDDJK.MH.JKEEH..FF. A97 C98 D93 E98 F92 G98 H98 I99 J94 K93 L96 M96 
7 0 7 G.I..LG.ICCL..AA.MDD.K.MH.JKEEH.JFF. A95 C98 D93 E98 F92 G98 H98 I99 J95 K93 L96 M96 
7 0 7 G....LG.ICCLAAI..MDD.K.MH.JKEEH.JFF. A97 C98 D93 E98 F92 G98 H98 I98 J95 K93 L96 M96 
7 0 7 G....LG.ICCLAAIK..DD.K..H.JEEMH.JFFM A97 C98 D93 E99 F92 G98 H98 I98 J95 K94 L96 M94 
7 0 7 G....LG.ICCLAAIK..DDJK.MH.JEEMH..FF. A97 C98 D93 E99 F92 G98 H98 I98 J94 K94 L96 M95 
7 0 7 G....LG.ICCLAAIK...DDK..H.JEEMH.JFFM A97 C98 D92 E99 F92 G98 H98 I98 J95 K94 L96 M94 
7 0 7 G.I..LG.ICCLAA.K..HDDK..H.JEEM..JFFM A97 C98 D92 E99 F92 G98 H97 I99 J95 K94 L96 M94 
7 0 7 G....LG.ICCLAAIK.MHDDK.MH.JEE...JFF. A97 C98 D92 E99 F92 G98 H97 I98 J95 K94 L96 M96 
7 0 7 ..I..LG.ICCLGAAK.MDDJK.MH.JEE.H..FF. A96 C98 D93 E99 F92 G97 H98 I99 J94 K94 L96 M96 
7 0 7 ..I..LG.ICCLGAAK..DD.K..H.JEEMH.JFFM A96 C98 D93 E99 F92 G97 H98 I99 J95 K94 L96 M94 
7 0 7 G.I..LG.ICCLAAJK..DDJK.MH..EEMH..FF. A97 C98 D93 E99 F92 G98 H98 I99 J93 K94 L96 M95 
7 0 7 G....LG..CCLAAIK..DDIK.MH.JEEMH.JFF. A97 C98 D93 E99 F92 G98 H98 I97 J95 K94 L96 M95 
7 0 7 G....LGCC..LAAIK..DDIK.MH.JEEMH.JFF. A97 C96 D93 E99 F92 G98 H98 I97 J95 K94 L96 M95 
7 0 7 G....LGCC..LAAIK..DDIK.MH.JEEMH.J.FF A97 C96 D93 E99 F91 G98 H98 I97 J95 K94 L96 M95 
7 0 7 G....LGCC..LAAIK.MDDIK.MH.JEE.H.J.FF A97 C96 D93 E99 F91 G98 H98 I97 J95 K94 L96 M94 
7 0 7 G....LGCC..LAAIK.MDDIK.MH.JEE.H.JFF. A97 C96 D93 E99 F92 G98 H98 I97 J95 K94 L96 M94 
7 0 7 G.....GCC..LAAIK.LDDIK.MH.JEEMH.JFF. A97 C96 D93 E99 F92 G98 H98 I97 J95 K94 L95 M95 
7 0 7 G....LG..CCLAAIK.MDDIK.MH.J.EEH.JFF. A97 C98 D93 E98 F92 G98 H98 I97 J95 K94 L96 M96 
7 0 7 G.I..LG.ICCLAAJK..DDJK.MH..EEMH...FF A97 C98 D93 E99 F91 G98 H98 I99 J93 K94 L96 M95 
7 0 7 G....LG..CCLAAIK..DDIK.MH.JEEMH.J.FF A97 C98 D93 E99 F91 G98 H98 I97 J95 K94 L96 M95 
7 0 7 G.I..LG.ICCL.AA..MDD...MH.JKEEH.JKFF A96 C98 D93 E98 F91 G98 H98 I99 J95 K92 L96 M96 
7 0 7 G.I..LG.ICCL.AA..M.DD..MH.JKEEH.JKFF A96 C98 D92 E98 F91 G98 H98 I99 J95 K92 L96 M96 
7 0 7 G.I...G.ICCLAAJK.LDDJK.MH..EEMH..FF. A95 C98 D91 E97 F88 G98 H98 I99 J93 K94 L95 M95 
7 0 7 G.....G..CCLAAIK.LDDIK.MH.JEEMH.JFF. A95 C98 D91 E97 F88 G98 H98 I97 J95 K94 L95 M95 
7 0 7 G.I..LG.ICCLAA...M.DD..MH.JKEEH.JKFF A97 C98 D92 E98 F91 G98 H98 I99 J95 K92 L96 M96 
7 0 7 G.I..LG.ICCLAA...MDD...MH.JKEEH.JKFF A97 C98 D93 E98 F91 G98 H98 I99 J95 K92 L96 M96 
7 0 7 G....LG..CCLAAIK.MDDIK.MH.J.EEH.J.FF A97 C98 D93 E98 F91 G98 H98 I97 J95 K94 L96 M96 
7 0 7 G....LG..CCLAAIK.MDDIK.MH.JEE.H.J.FF A97 C98 D93 E99 F91 G98 H98 I97 J95 K94 L96 M96 
7 0 7 G....LG..CCLAAIK.MDDIK.MH.JEE.H.JFF. A97 C98 D93 E99 F92 G98 H98 I97 J95 K94 L96 M96 
7 0 7 G....LG.ICCLAAIK.MDDJK.MH.JEE.H..FF. A97 C98 D93 E99 F92 G98 H98 I98 J96 K94 L96 M96 
7 0 7 G.I..LG.ICCLAAJK..DDJK..H..EEMH..FFM A97 C98 D93 E99 F92 G98 H98 I99 J95 K94 L96 M98 
7 0 7 G....LG.ICCLAAIK..DDJK..H.JEEMH..FFM A97 C98 D93 E99 F92 G98 H98 I98 J96 K94 L96 M98 
7 0 7 G.I..LG.ICCLAAJK..DDJK..H..EEMH.FF.M A97 C98 D93 E99 F93 G98 H98 I99 J95 K94 L96 M98 
7 0 7 G.I..LG.ICCL.AAK..DDJK..H.JEEMH.FF.M A96 C98 D93 E99 F93 G98 H98 I99 J96 K94 L96 M98 
7 0 7 G.I...G.ICC.AAJK.LDDJK.LH..EEMH.FF.M A97 C98 D93 E99 F93 G98 H98 I99 J95 K94 L98 M98 
7 0 7 G.I...G.ICC..AAK.LDDJK.LH.JEEMH.FF.M A96 C98 D93 E99 F93 G98 H98 I99 J96 K94 L98 M98 
7 0 7 G.I...G.ICC.AAJK.LDDJK.LH..EEMHFF..M A97 C98 D93 E99 F94 G98 H98 I99 J95 K94 L98 M98 
7 0 7 G.I...G.ICC..AAK.LDDJK.LH.JEEMHFF..M A96 C98 D93 E99 F94 G98 H98 I99 J96 K94 L98 M98 
7 0 7 G.I...G.I.CCAAJK.LDDJK.LH..EEMHFF..M A97 C99 D93 E99 F94 G98 H98 I99 J95 K94 L98 M98 
7 0 7 G.IK..G.IKCCAA...LDDJ..LH.JEEMHFF..M A97 C99 D93 E99 F94 G98 H98 I99 J96 K92 L98 M98 
7 0 7 G.I...G.IKCCAA.K.LDDJ..LH.JEEMHFF..M A97 C99 D93 E99 F94 G98 H98 I99 J96 K93 L98 M98 
7 0 7 G.I...G.I.CCAAJK.LDDJK.LH..EEMH..FFM A97 C99 D93 E99 F96 G98 H98 I99 J95 K94 L98 M98 
7 0 7 G.IK..G.IKCCAA...LDDJ..LH.JEEMH..FFM A97 C99 D93 E99 F96 G98 H98 I99 J96 K92 L98 M98 
7 0 7 G.I...G.IKCCAA.K.LDDJ..LH.JEEMH..FFM A97 C99 D93 E99 F96 G98 H98 I99 J96 K93 L98 M98 
7 0 7 G.....G.I.CCAAIK.LDDJK.LH.JEEMH..FFM A97 C99 D93 E99 F96 G98 H98 I98 J96 K94 L98 M98 
7 0 7 G.I...G.I.CC.AAK.LDDJK.LH.JEEMHFF..M A98 C99 D93 E99 F94 G98 H98 I99 J96 K94 L98 M98 
7 0 7 G.I...G.I.CC.AAK.LDDJK.LH.JEEMH.FF.M A98 C99 D93 E99 F95 G98 H98 I99 J96 K94 L98 M98 
7 0 7 G.IK..G.IKCC.AA..LDDJ..LH.JEEMH..FFM A98 C99 D93 E99 F96 G98 H98 I99 J96 K92 L98 M98 
7 0 7 G.I...G.IKCC.AAK.LDDJ..LH.JEEMH..FFM A98 C99 D93 E99 F96 G98 H98 I99 J96 K93 L98 M98 
7 0 7 ..I...G.I.CCGAAK.LDDJK.LH.JEEMH..FFM A98 C99 D93 E99 F96 G97 H98 I99 J96 K94 L98 M98 
7 0 7 ..I...G.I.CCGAAK.LDD.K.LH.JEEMH.JFFM A98 C99 D93 E99 F96 G97 H98 I99 J97 K94 L98 M98 
7 0 7 ..I...G.I.CCGAAK.L.DDK.LH.JEEMH.JFFM A98 C99 D94 E99 F96 G97 H98 I99 J97 K94 L98 M98 
7 0 7 G.I...G.I.CCAA.K.LHDDK.LH.JEEM..JFFM A97 C99 D94 E99 F96 G98 H99 I99 J97 K94 L98 M98 
7 0 7 G.I...G.ICC..AAK.LHDDK.LH.JEEM..JFFM A98 C98 D94 E99 F96 G98 H99 I99 J97 K94 L98 M98 
7 0 7 G.I...G.IKCC.AAK.LH.DD.LH.JEEM..JFFM A98 C99 D95 E99 F96 G98 H99 I99 J97 K95 L98 M98 
7 0 7 ..I...G.IKCCGAAK.LH..DDLH.JEEM..JFFM A98 C99 D96 E99 F96 G97 H99 I99 J97 K95 L98 M98 
7 0 7 G.IK..G.IKCCAAJ..LH.JDDLH..EEM...FFM A97 C99 D96 E99 F96 G98 H99 I99 J95 K96 L98 M98 
7 0 7 G.IK..G.IKCCAA...LHDD..LH.JEEM..JFFM A97 C99 D94 E99 F96 G98 H99 I99 J97 K96 L98 M98 
7 0 7 G.IK..G.IKCCAA...LH.DD.LH.JEEM..JFFM A97 C99 D95 E99 F96 G98 H99 I99 J97 K96 L98 M98 
7 0 7 G..K..G.IKCCAAI..LH..DDLH.JEEM..JFFM A97 C99 D96 E99 F96 G98 H99 I98 J97 K96 L98 M98 
7 0 7 G.IK..G.IKCC..JAALH.JDDLH..EEM...FFM A96 C99 D96 E99 F96 G98 H99 I99 J95 K96 L98 M98 
7 0 7 G.IK..G.IKCC...AALHDD..LH.JEEM..JFFM A96 C99 D94 E99 F96 G98 H99 I99 J97 K96 L98 M98 
7 0 7 G.IK..G.IKCC...AALH.DD.LH.JEEM..JFFM A96 C99 D95 E99 F96 G98 H99 I99 J97 K96 L98 M98 
7 0 7 G..K..G.IKCC..IAALH..DDLH.JEEM..JFFM A96 C99 D96 E99 F96 G98 H99 I98 J97 K96 L98 M98 
7 0 7 ..IK..G.IKCCGAA..LDD...LH.JEEMH.JFFM A98 C99 D93 E99 F96 G97 H98 I99 J97 K96 L98 M98 
7 0 7 ..IK..G.IKCCGAA..L.DD..LH.JEEMH.JFFM A98 C99 D94 E99 F96 G97 H98 I99 J97 K96 L98 M98 
7 0 7 ..IK..G.IKCCGAA..L..DD.LH.JEEMH.JFFM A98 C99 D95 E99 F96 G97 H98 I99 J97 K96 L98 M98 
7 0 7 G.I...G.IKCC.AAK.LDD...LH.JEEMH.JFFM A98 C99 D93 E99 F96 G98 H98 I99 J97 K95 L98 M98 
7 0 7 G.I...G.IKCC.AAK.L.DD..LH.JEEMH.JFFM A98 C99 D94 E99 F96 G98 H98 I99 J97 K95 L98 M98 
7 0 7 G.I...G.IKCC.AAK.L..DD.LH.JEEMH.JFFM A98 C99 D95 E99 F96 G98 H98 I99 J97 K95 L98 M98 
7 0 7 ..I...G.IKCCGAAK.L...DDLH.JEEMH.JFFM A98 C99 D96 E99 F96 G97 H98 I99 J97 K95 L98 M98 
7 0 7 G.IK..G.IKCCAA...LDD...LH.JEEMH.JFFM A97 C99 D93 E99 F96 G98 H98 I99 J97 K96 L98 M98 
7 0 7 G.IK..G.IKCCAA...L.DD..LH.JEEMH.JFFM A97 C99 D94 E99 F96 G98 H98 I99 J97 K96 L98 M98 
7 0 7 G.IK..G.IKCCAA...L..DD.LH.JEEMH.JFFM A97 C99 D95 E99 F96 G98 H98 I99 J97 K96 L98 M98 
7 0 7 G..K..G.IKCCAAI..L...DDLH.JEEMH.JFFM A97 C99 D96 E99 F96 G98 H98 I98 J97 K96 L98 M98 
7 0 7 ..IK..G.IKCCG..AALDD...LH.JEEMH.JFFM A96 C99 D93 E99 F96 G97 H98 I99 J97 K96 L98 M98 
7 0 7 ..IK..G.IKCCG..AAL.DD..LH.JEEMH.JFFM A96 C99 D94 E99 F96 G97 H98 I99 J97 K96 L98 M98 
7 0 7 ..IK..G.IKCCG..AAL..DD.LH.JEEMH.JFFM A96 C99 D95 E99 F96 G97 H98 I99 J97 K96 L98 M98 
7 0 7 ..IK..G.IKCCG.AA.L...DDLH.JEEMH.JFFM A95 C99 D96 E99 F96 G97 H98 I99 J97 K96 L98 M98 
7 0 7 ...K..G.IKCCG.IAAL...DDLH.JEEMH.JFFM A96 C99 D96 E99 F96 G97 H98 I98 J97 K96 L98 M98 
7 0 7 ..IK....IKCCGAA..LG.JDDLH.JEEMH..FFM A94 C99 D96 E99 F96 G96 H98 I99 J96 K96 L98 M98 
7 0 7 ..IK..G.IKCCG.JAAL..JDDLH..EEMH..FFM A96 C99 D96 E99 F96 G97 H98 I99 J95 K96 L98 M98 
7 0 7 ..IK..G.IKCCG.AA.L..JDDLH.JEEMH..FFM A95 C99 D96 E99 F96 G97 H98 I99 J96 K96 L98 M98 
7 0 7 ...K..G.IKCCG.IAAL..JDDLH.JEEMH..FFM A96 C99 D96 E99 F96 G97 H98 I98 J96 K96 L98 M98 
