11 0 11 HBBL..H.JLCCI.JAAMI.KDDM..KEEN.FF..N 
10 0 10 HBBL..H.JLCCI.JAAMI.KDDM..KEEN...FFN F98 
9 0 9 HBBL..H.JLCCI.JAAMI..DDM..KEEN..KFFN F98 K99 
8 0 8 HBBL..H.JLCC..JAAM...DDMI.KEENI.KFFN F98 I98 K99 
7 0 7 .BBL..H.JLCCH.JAAM...DDMI.KEENI.KFFN F98 H99 I98 K99 
7 0 7 .BBL..H.JLCCH.JAAMI..DDMI.KEEN..KFFN F98 H99 I97 K99 
7 0 7 BB.L..H.JLCCH.JAAM...DDMI.KEENI.KFFN B99 F98 H99 I98 K99 
7 0 7 BB.L..H.JLCCH.JAAM..KDDMI.KEENI..FFN B99 F98 H99 I98 K98 
7 0 7 BBJL..H.JLCCH..AAM..KDDMI.KEENI..FFN B99 F98 H99 I98 J99 K98 
7 0 7 BBJL..H.JLCCH..AAM..KDDMI.KEENIFF..N B99 F96 H99 I98 J99 K98 
7 0 7 BBJL..H.JLCCH..AAM..KDDMI.KEENI.FF.N B99 F97 H99 I98 J99 K98 
7 0 7 BBJL..H.JLCCHAA..M..KDDMI.KEENI..FFN A98 B99 F98 H99 I98 J99 K98 
7 0 7 BBJL..H.JLCCHAA..M...DDMI.KEENI.KFFN A98 B99 F98 H99 I98 J99 K97 
7 0 7 BBJL..H.JLCCH..AAM...DDMI.KEENI.KFFN B99 F98 H99 I98 J99 K99 
8 0 8 BBJL..H.JLCCH..AAMI..DDMI.KEEN..KFFN B99 F98 H99 I97 J99 K99 
8 0 8 BBJL..H.JLCCH..AAM.DD..MI.KEENI.KFFN B99 D98 F98 H99 I98 J99 K99 
8 0 8 BBJL..H.JLCCH..AAM..DD.MI.KEENI.KFFN B99 D99 F98 H99 I98 J99 K99 
8 0 8 BBJL....JLCCH..AAMH..DDMI.KEENI.KFFN B99 F98 H98 I98 J99 K99 
8 0 8 BBJL..H.JLCCHAA..MI..DDMI.KEEN..KFFN A98 B99 F98 H99 I97 J99 K97 
8 0 8 BBJL..H.JLCCHAA..M.DD..MI.KEENI.KFFN A98 B99 D98 F98 H99 I98 J99 K97 
8 0 8 BBJ...H.J.CCHAAL.M.DDL.MI.KEENI.KFFN A98 B99 D98 F98 H99 I98 J99 K97 L98 
8 0 8 BBJ...H.JCC.HAAL.M.DDL.MI.KEENI.KFFN A98 B99 C99 D98 F98 H99 I98 J99 K97 L98 
8 0 8 BBJ..MH.JCCMHAAL...DDL..I.KEENI.KFFN A98 B99 C99 D98 F98 H99 I98 J99 K97 L98 M98 
7 0 7 BBJ..MH.JCCMHAAL.N.DDL.NI.KEE.I.KFF. A98 B99 C99 D98 F98 H99 I98 J99 K97 L98 M98 N98 
7 0 7 BBJ..MH.JCCMHAAL.N.DDL.NI.KEE.I.K.FF A98 B99 C99 D98 F97 H99 I98 J99 K97 L98 M98 N98 
8 0 8 HBB..MHCCL.MAAJL..DDJ..NI.KEENI.K.FF A93 B94 C97 D97 E98 F93 H98 I98 J95 K97 L95 M96 N97 
8 0 8 HBB...HCC..MAAJL.MDDJL.NI.KEENI.K.FF A93 B94 C97 D97 E98 F93 H98 I98 J95 K97 L96 M95 N97 
8 0 8 HBB..MH.CC.MAAJL..DDJL.NI.KEENI.K.FF A93 B94 C96 D97 E98 F93 H98 I98 J95 K97 L96 M96 N97 
8 0 8 H.BB.MHCC..MAAJL.NDDJL.NI.K.EEI.K.FF A93 B95 C97 D97 E97 F93 H98 I98 J95 K97 L96 M96 N96 
8 0 8 H.BB.MHCCL.MAAJL.NDDJ..NI.KEE.I.K.FF A93 B95 C97 D97 E98 F93 H98 I98 J95 K97 L95 M96 N96 
8 0 8 H.BB.MH.CC.MAAJL.NDDJL.NI.KEE.I.K.FF A93 B95 C96 D97 E98 F93 H98 I98 J95 K97 L96 M96 N96 
8 0 8 H.BB.MHCC..MAAJL.NDDJL.NI.K.EEI.KFF. A93 B93 C97 D97 E97 F92 H98 I98 J95 K97 L96 M96 N96 
8 0 8 H.BB.MHCC..MAAJL..DDJL..I.KEENI.KFFN A93 B93 C97 D97 E98 F92 H98 I98 J95 K97 L96 M96 N94 
8 0 8 H.BB.MHCCL.MAAJL.NDDJ..NI.KEE.I.KFF. A93 B93 C97 D97 E98 F92 H98 I98 J95 K97 L95 M96 N96 
8 0 8 H.BB.MH.CC.MAAJL.NDDJL.NI.KEE.I.KFF. A93 B93 C96 D97 E98 F92 H98 I98 J95 K97 L96 M96 N96 
8 0 8 HBB..MHCC..MAAJL.NDDJL.NI.K.EEI.KFF. A93 B94 C97 D97 E97 F92 H98 I98 J95 K97 L96 M96 N96 
8 0 8 HBB..MHCC..MAAJL..DDJL..I.KEENI.KFFN A93 B94 C97 D97 E98 F92 H98 I98 J95 K97 L96 M96 N94 
8 0 8 HBB..MHCCL.MAAJL.NDDJ..NI.KEE.I.KFF. A93 B94 C97 D97 E98 F92 H98 I98 J95 K97 L95 M96 N96 
8 0 8 HBB..MH.CC.MAAJL.NDDJL.NI.KEE.I.KFF. A93 B94 C96 D97 E98 F92 H98 I98 J95 K97 L96 M96 N96 
8 0 8 HBB..MHCC..MAAJL.NDDJL.NI.K.EEI.K.FF A93 B94 C97 D97 E97 F93 H98 I98 J95 K97 L96 M96 N96 
8 0 8 HBB..MHCCL.MAAJL.NDDJ..NI.KEE.I.K.FF A93 B94 C97 D97 E98 F93 H98 I98 J95 K97 L95 M96 N96 
8 0 8 HBB..MH.CC.MAAJL.NDDJL.NI.KEE.I.K.FF A93 B94 C96 D97 E98 F93 H98 I98 J95 K97 L96 M96 N96 
8 0 8 H..BBMHCC..MAAJL.NDDJL.NI.K.EEI.K.FF A93 B96 C97 D97 E97 F93 H98 I98 J95 K97 L96 M96 N96 
8 0 8 H..BBMHCCL.MAAJL.NDDJ..NI.KEE.I.K.FF A93 B96 C97 D97 E98 F93 H98 I98 J95 K97 L95 M96 N96 
8 0 8 H..BBMH.CC.MAAJL.NDDJL.NI.KEE.I.K.FF A93 B96 C96 D97 E98 F93 H98 I98 J95 K97 L96 M96 N96 
8 0 8 H..BBMHCCL.MAAJL..DDJ..NI.KEENI.K.FF A93 B96 C97 D97 E98 F93 H98 I98 J95 K97 L95 M96 N97 
8 0 8 H..BB.HCC..MAAJL.MDDJL.NI.KEENI.K.FF A93 B96 C97 D97 E98 F93 H98 I98 J95 K97 L96 M95 N97 
8 0 8 H..BBMH.CC.MAAJL..DDJL.NI.KEENI.K.FF A93 B96 C96 D97 E98 F93 H98 I98 J95 K97 L96 M96 N97 
8 0 8 H..BBMHCC..MAAJL..DDJL..I.KEENI.KFFN A93 B96 C97 D97 E98 F94 H98 I98 J95 K97 L96 M96 N96 
8 0 8 H..BBMHCCL.MAAJL..DDJ..NI.KEENI.KFF. A93 B96 C97 D97 E98 F94 H98 I98 J95 K97 L95 M96 N97 
8 0 8 H..BBMH..CCMAAJL..DDJL..I.KEENI.KFFN A93 B96 C99 D97 E98 F94 H98 I98 J95 K97 L96 M96 N96 
8 0 8 H..BBMH.CC.MAAJL..DDJL.NI.KEENI.KFF. A93 B96 C98 D97 E98 F94 H98 I98 J95 K97 L96 M96 N97 
8 0 8 H..BBMH.JCCMAAJL..DDKL..I.KEENIFF..N A93 B96 C99 D97 E98 F92 H98 I98 J96 K96 L96 M96 N96 
8 0 8 H..BBMH.JCCMAAJL..DDKL..I.KEENI.FF.N A93 B96 C99 D97 E98 F93 H98 I98 J96 K96 L96 M96 N96 
8 0 8 HBB..MH.JCCMAAJL..DDKL..I.KEENI..FFN A93 B94 C99 D97 E98 F94 H98 I98 J96 K96 L96 M96 N96 
8 0 8 H.BB.MH.JCCMAAJL..DDKL..I.KEENI..FFN A93 B95 C99 D97 E98 F94 H98 I98 J96 K96 L96 M96 N96 
8 0 8 H..BBMH.JCCMAAJL..DDKL.NI.KEENIFF... A93 B96 C99 D97 E98 F92 H98 I98 J96 K96 L96 M96 N97 
8 0 8 H..BBMH.JCCMAAJL..DDKL.NI.KEENI.FF.. A93 B96 C99 D97 E98 F93 H98 I98 J96 K96 L96 M96 N97 
8 0 8 H.J.BBH.JCCMAA.L.MDDKL.NI.KEENI...FF A93 B95 C99 D97 E98 F93 H98 I98 J97 K96 L96 M97 N97 
8 0 8 H...BBH.JCCMAAJL.MDD.L.NI.KEENI.K.FF A93 B95 C99 D97 E98 F93 H98 I98 J96 K97 L96 M97 N97 
8 0 8 H..BB.H.JCCMAAJL.MDDKL.NI.KEENI...FF A93 B96 C99 D97 E98 F93 H98 I98 J96 K96 L96 M97 N97 
8 0 8 H...BBH.JCCMAAJL.MDDKL.NI.KEENI..FF. A93 B95 C99 D97 E98 F94 H98 I98 J96 K96 L96 M97 N97 
8 0 8 H.J.BBH.JCCM.AAL.MDDKL.NI.KEENI...FF A94 B95 C99 D97 E98 F93 H98 I98 J97 K96 L96 M97 N97 
8 0 8 ..JBB.H.JCCMHAAL.MDDKL.NI.KEENI...FF A94 B96 C99 D97 E98 F93 H97 I98 J97 K96 L96 M97 N97 
8 0 8 ..JBB.H.JCCMHAAL.MDDKL.NI.KEENIFF... A94 B96 C99 D97 E98 F92 H97 I98 J97 K96 L96 M97 N97 
8 0 8 ..JBB.H.JCCMHAAL.MDDKL.NI.KEENI.FF.. A94 B96 C99 D97 E98 F93 H97 I98 J97 K96 L96 M97 N97 
8 0 8 ..J.BBH.JCCMHAAL.MDD.L.NI.KEENI.K.FF A94 B95 C99 D97 E98 F93 H97 I98 J97 K97 L96 M97 N97 
8 0 8 ..J.BBH.JCCMHAAL.MDDKL.NI.KEENI..FF. A94 B95 C99 D97 E98 F94 H97 I98 J97 K96 L96 M97 N97 
8 0 8 ..JBBMH.JCCMHAAL..DD.L..I.KEENI.KFFN A94 B96 C99 D97 E98 F94 H97 I98 J97 K97 L96 M96 N96 
8 0 8 ..JBBMH.JCCMHAAL..DDKL.NI.KEENI..FF. A94 B96 C99 D97 E98 F94 H97 I98 J97 K96 L96 M96 N97 
8 0 8 ..JBBMH.JCCMHAAL...DDL..I.KEENI.KFFN A94 B96 C99 D98 E98 F94 H97 I98 J97 K97 L96 M96 N96 
8 0 8 ..JBB.H.JCCMHAAL.MIDDL..I.KEEN..KFFN A94 B96 C99 D98 E98 F94 H97 I97 J97 K97 L96 M97 N96 
8 0 8 ..JBBMH.JCCMHAAL..IDDL.NI.KEEN..KFF. A94 B96 C99 D98 E98 F94 H97 I97 J97 K97 L96 M96 N97 
8 0 8 ..J.BBH.JCCMHAAL.MIDDL.NI.KEEN..KFF. A94 B95 C99 D98 E98 F94 H97 I97 J97 K97 L96 M97 N97 
8 0 8 ..JBB.H.JCCMHAAL.MIDDL.NI.KEEN..K.FF A94 B96 C99 D98 E98 F93 H97 I97 J97 K97 L96 M97 N97 
8 0 8 H.J.BBH.JCCM.AAL.MIDDL.NI.KEEN..K.FF A94 B95 C99 D98 E98 F93 H98 I97 J97 K97 L96 M97 N97 
8 0 8 ..J.BBH.JCCMHAAL.M.DDL.NI.KEENI.K.FF A94 B95 C99 D98 E98 F93 H97 I98 J97 K97 L96 M97 N97 
8 0 8 H.JBBMH.JCCM.AAL..DDKL.NI.KEENIFF... A94 B96 C99 D97 E98 F92 H98 I98 J97 K96 L96 M98 N97 
8 0 8 H.JBBMH.JCCM.AAL..DDKL.NI.KEENI.FF.. A94 B96 C99 D97 E98 F93 H98 I98 J97 K96 L96 M98 N97 
8 0 8 ..JBBMH.JCCMHAAL..DDKL.NI.KEENI...FF A94 B96 C99 D97 E98 F95 H97 I98 J97 K96 L96 M98 N97 
8 0 8 H.JBBMH.JCCM.AAL.NDDKL.NI.KEE.IFF... A94 B96 C99 D97 E98 F92 H98 I98 J97 K96 L96 M98 N98 
8 0 8 H.JBBMH.JCCM.AAL.NDDKL.NI.KEE.I.FF.. A94 B96 C99 D97 E98 F93 H98 I98 J97 K96 L96 M98 N98 
8 0 8 ..JBBMH.JCCMHAAL.NDDKL.NI.KEE.I...FF A94 B96 C99 D97 E98 F95 H97 I98 J97 K96 L96 M98 N98 
8 0 8 ..JBBMH.JCCMHAA..NDD...NI.KLEEI.KLFF A94 B96 C99 D97 E99 F95 H97 I98 J97 K97 L94 M98 N98 
8 0 8 H.JBBMH.JCCM.AA..NDDKL.NI.KLEEI...FF A94 B96 C99 D97 E99 F95 H98 I98 J97 K96 L95 M98 N98 
8 0 8 ..JBBMH.JCCMHAAL.NDDKL.NI.K.EEI...FF A94 B96 C99 D97 E99 F95 H97 I98 J97 K96 L96 M98 N98 
8 0 8 H.JBBMH.JCCMAA...NIDDL.NI.KLEE..K.FF A93 B96 C99 D98 E99 F95 H98 I97 J97 K97 L95 M98 N98 
8 0 8 H.JBBMH.JCCM.AAL..IDDL..I.KEEN..KFFN A94 B96 C99 D98 E98 F96 H98 I97 J97 K97 L96 M98 N96 
8 0 8 ..JBBMH.JCCMHAAL.NIDDL.NI.KEE...KFF. A94 B96 C99 D98 E98 F96 H97 I97 J97 K97 L96 M98 N98 
8 0 8 H.JBBMH.JCCM..AA.NDD.L.NI.KLEEI.KFF. A93 B96 C99 D97 E99 F96 H98 I98 J97 K97 L95 M98 N98 
8 0 8 H.JBBMH.JCCM.AAL.NDDKL.NI.K.EEIFF... A94 B96 C99 D97 E99 F94 H98 I98 J97 K96 L96 M98 N98 
8 0 8 H.JBBMH.JCCM.AAL.NDDKL.NI.K.EEI.FF.. A94 B96 C99 D97 E99 F95 H98 I98 J97 K96 L96 M98 N98 
8 0 8 H.JBBMH.JCCM.AA..NDDKL.NI.KLEEI..FF. A94 B96 C99 D97 E99 F96 H98 I98 J97 K96 L95 M98 N98 
8 0 8 ..JBBMH.JCCMHAAL.NDDKL.NI.K.EEI..FF. A94 B96 C99 D97 E99 F96 H97 I98 J97 K96 L96 M98 N98 
8 0 8 H.JBBMH.JCCM..AA.N.DDL.NI.KLEEI.KFF. A91 B96 C99 D98 E99 F96 H98 I98 J97 K97 L95 M98 N98 
8 0 8 H.JBBMH.JCCMAA...NIDDL.NI.KLEE..KFF. A93 B96 C99 D98 E99 F96 H98 I97 J97 K97 L95 M98 N98 
8 0 8 H.JBBMH.JCCMAA...N.DD..NI.KLEEI.KLFF A93 B96 C99 D98 E99 F95 H98 I98 J97 K97 L94 M98 N98 
8 0 8 H.JBBMH.JCCM.AA..NDD...NI.KLEEI.KLFF A94 B96 C99 D97 E99 F95 H98 I98 J97 K97 L94 M98 N98 
8 0 8 H.J.BBH.JCCMAAKL.MDDKL.NI..EENI..FF. A93 B95 C99 D97 E98 F94 H98 I98 J97 K95 L96 M97 N97 
8 0 8 H...BBH..CCMAAJL.MDDJL.NI.KEENI.KFF. A93 B95 C99 D97 E98 F94 H98 I98 J95 K97 L96 M97 N97 
8 0 8 H.JBBMH.JCCMAAKL..DDKL.NI..EENI..FF. A93 B96 C99 D97 E98 F94 H98 I98 J97 K95 L96 M96 N97 
8 0 8 H..BB.H..CCMAAJL.MDDJL..I.KEENI.KFFN A93 B96 C99 D97 E98 F94 H98 I98 J95 K97 L96 M97 N96 
8 0 8 H.JBB.H.JCCMAAKL.MDDKL.NI..EENI...FF A93 B96 C99 D97 E98 F93 H98 I98 J97 K95 L96 M97 N97 
8 0 8 H..BB.H..CCMAAJL.MDDJL.NI.KEENI.K.FF A93 B96 C99 D97 E98 F93 H98 I98 J95 K97 L96 M97 N97 
8 0 8 H..BBMH.JCCMAAJ..NDD...NI.KLEEI.KLFF A93 B96 C99 D97 E97 F93 H98 I98 J96 K97 L94 M96 N96 
8 0 8 H.BB.MH.JCCMAAJL.NDDKL.NI.K.EEI..FF. A93 B95 C99 D97 E97 F92 H98 I98 J96 K96 L96 M96 N96 
8 0 8 HBB..MH.JCCMAAJL.NDDKL.NI.K.EEI..FF. A93 B94 C99 D97 E97 F92 H98 I98 J96 K96 L96 M96 N96 
8 0 8 H.BB.MH.JCCMAAJL.NDDKL.NI.KEE.I..FF. A93 B95 C99 D97 E96 F92 H98 I98 J96 K96 L96 M96 N96 
8 0 8 HBB..MH.JCCMAAJL..DDKL.NI.KEENI..FF. A93 B94 C99 D97 E96 F92 H98 I98 J96 K96 L96 M96 N95 
8 0 8 H.BB.MH.JCCMAAJL.NDDKL.NI.KEE.I...FF A93 B93 C99 D97 E96 F91 H98 I98 J96 K96 L96 M96 N96 
8 0 8 HBB...H.JCCMAAJL.MDDKL.NI.KEENI..FF. A93 B92 C99 D97 E96 F90 H98 I98 J96 K96 L96 M95 N95 
8 0 8 H.BB..H.JCCMAAJL.MDDKL.NI.KEENI..FF. A93 B93 C99 D97 E96 F90 H98 I98 J96 K96 L96 M95 N95 
8 0 8 H.BB.MH.JCCMAAJL..DDKL.NI.KEENI..FF. A93 B93 C99 D97 E96 F90 H98 I98 J96 K96 L96 M96 N95 
8 0 8 H.BB.MH.JCCMAAJL..DDKL.NI.KEENI...FF A93 B93 C99 D97 E96 F91 H98 I98 J96 K96 L96 M96 N95 
8 0 8 HBB..MH.JCCMAAJL..DDKL.NI.KEENI...FF A93 B94 C99 D97 E96 F91 H98 I98 J96 K96 L96 M96 N95 
8 0 8 H.BB.MH.JCCMAAJL.NDDKL.NI.K.EEI...FF A93 B93 C99 D97 E95 F91 H98 I98 J96 K96 L96 M96 N96 
8 0 8 H.BB.MH.JCCMAAJ..NDD...NI.KLEEI.KLFF A93 B93 C99 D97 E95 F91 H98 I98 J96 K97 L94 M96 N96 
8 0 8 HBB..MH.JCCMAAJL.NDDKL.NI.K.EEI...FF A93 B94 C99 D97 E95 F91 H98 I98 J96 K96 L96 M96 N96 
8 0 8 HBB..MH.JCCMAAJ..NDD...NI.KLEEI.KLFF A93 B94 C99 D97 E95 F91 H98 I98 J96 K97 L94 M96 N96 
8 0 8 HBB..MH.JCCMAAJL.NDDKL.NI.KEE.I...FF A93 B94 C99 D97 E96 F91 H98 I98 J96 K96 L96 M96 N96 
8 0 8 HBB..MH.JCCMAAJL.NDDKL.NI.KEE.I..FF. A93 B94 C99 D97 E96 F92 H98 I98 J96 K96 L96 M96 N96 
8 0 8 H.JBBMH.JCCMAAKL..DDKL.NI..EENI...FF A93 B96 C99 D97 E96 F91 H98 I98 J95 K95 L96 M96 N95 
8 0 8 H.JBBMH.JCCMAA...NDD...NI.KLEEI.KLFF A93 B96 C99 D97 E95 F91 H98 I98 J95 K97 L94 M96 N96 
8 0 8 H..BBMH.JCCMAAJ..N.DD..NI.KLEEI.KLFF A93 B96 C99 D98 E97 F93 H98 I98 J96 K97 L94 M96 N96 
8 0 8 H..BB.H.JCC.AAJL.MDDKL.MI.KEENI.FF.N A93 B96 C99 D97 E98 F93 H98 I98 J96 K96 L96 M96 N96 
8 0 8 H...BBH.JCC.AAJL.MDDKL.MI.KEENIFF..N A93 B95 C99 D97 E98 F92 H98 I98 J96 K96 L96 M96 N96 
8 0 8 H..BB.H.J.CCAAJL.MDDKL.MI.KEENIFF..N A93 B96 C98 D97 E98 F92 H98 I98 J96 K96 L96 M96 N96 
8 0 8 H...BBH.JCCMAAJL.MDDKL..I.KEENIFF..N A93 B95 C99 D97 E98 F92 H98 I98 J96 K96 L96 M95 N96 
8 0 8 H..BB.H.JCCMAAJL.MDDKL.NI.KEENIFF... A93 B96 C99 D97 E98 F92 H98 I98 J96 K96 L96 M95 N95 
8 0 8 H...BBH.JCC.AAJL.MDDKL.MI.KEENI.FF.N A93 B95 C99 D97 E98 F91 H98 I98 J96 K96 L96 M94 N96 
8 0 8 H.JLBBH.JLCCAA...M.DD..MI.KEENI.KFFN A91 B95 C98 D96 E98 F90 H98 I98 J97 K95 L94 M94 N96 
8 0 8 H.JLBBH.JLCCAA...MDD...MI.KEENI.KFFN A91 B95 C98 D95 E98 F90 H98 I98 J97 K95 L94 M94 N96 
8 0 8 H..BB.H.J.CCAAJL.MDDKL.MI.KEENI.FF.N A91 B94 C98 D95 E98 F89 H98 I98 J96 K94 L96 M94 N96 
8 0 8 H.JLBBH.JLCCAA...MDDK..MI.KEENI.FF.N A91 B95 C98 D95 E98 F89 H98 I98 J97 K94 L94 M94 N96 
8 0 8 H...BBH.J.CCAAJL.MDDKL.MI.KEENI.FF.N A91 B95 C98 D95 E98 F89 H98 I98 J96 K94 L96 M94 N96 
8 0 8 H.JLBBH.JLCCAA...MDDK..MI.KEENIFF..N A91 B95 C98 D95 E98 F88 H98 I98 J97 K94 L94 M94 N96 
8 0 8 H...BBH.J.CCAAJL.MDDKL.MI.KEENIFF..N A91 B95 C98 D95 E98 F88 H98 I98 J96 K94 L96 M94 N96 
8 0 8 H.JLBBH.JLCCAA...MDDK..MI.KEENI..FFN A91 B95 C98 D95 E98 F90 H98 I98 J97 K94 L94 M94 N96 
8 0 8 H.JLBBH.JLCC.AA..MDDK..MI.KEENI..FFN A92 B95 C98 D95 E98 F90 H98 I98 J97 K94 L94 M94 N96 
8 0 8 H.JLBBH.JLCC.AA..MDD...MI.KEENI.KFFN A92 B95 C98 D95 E98 F90 H98 I98 J97 K95 L94 M94 N96 
8 0 8 H.JLBBH.JLCC.AA..M.DD..MI.KEENI.KFFN A92 B95 C98 D96 E98 F90 H98 I98 J97 K95 L94 M94 N96 
8 0 8 H...BBH..CCMAAJL.MDDJL..I.KEENI.KFFN A93 B95 C99 D97 E98 F90 H98 I98 J95 K95 L96 M95 N96 
8 0 8 H...BBH.JCCMAAJL.MDDKL..I.KEENI.FF.N A93 B95 C99 D97 E98 F91 H98 I98 J96 K96 L96 M95 N96 
8 0 8 H..BB.H.JCCMAAJL.MDDKL.NI.KEENI.FF.. A93 B96 C99 D97 E98 F91 H98 I98 J96 K96 L96 M95 N95 
8 0 8 H..BB.H.JCCMAAJL.MDDKL..I.KEENI.FF.N A93 B96 C99 D97 E98 F91 H98 I98 J96 K96 L96 M95 N96 
8 0 8 H..BB.H.JCCMAAJL.MDDKL..I.KEENIFF..N A93 B96 C99 D97 E98 F92 H98 I98 J96 K96 L96 M95 N96 
8 0 8 H..BB.H.JCC.AAJL.MDDKL.MI.KEENIFF..N A93 B96 C99 D97 E98 F92 H98 I98 J96 K96 L96 M96 N96 
8 0 8 H.JBB.H.JCCMIAAL.MIDDL.N..KEEN..KFF. A94 B96 C99 D98 E98 F94 H98 I96 J97 K97 L96 M97 N97 
8 0 8 ..JBB...JCCMHAAL.MHDDL.NI.KEENI.KFF. A94 B96 C99 D98 E98 F94 H96 I98 J97 K97 L96 M97 N97 
8 0 8 H.JBBMH.JCCM.AA..N.DD..NI.KLEEI.KLFF A94 B96 C99 D98 E99 F95 H98 I98 J97 K97 L94 M98 N98 
8 0 8 ..JBBMH.JCCMHAAL.NIDDL.NI.K.EE..KFF. A94 B96 C99 D98 E99 F96 H99 I97 J97 K97 L96 M98 N98 
8 0 8 ..JBBMH.JCCMHAA..NIDDL.NI.KLEE..KFF. A94 B96 C99 D98 E99 F96 H99 I97 J97 K97 L97 M98 N98 
8 0 8 ..JBBMH.JCCMH..AANIDDL.NI.KLEE..KFF. A96 B96 C99 D98 E99 F96 H99 I97 J97 K97 L97 M98 N98 
8 0 8 ..JBBMH.JCCMH.AA.N.DDL.NI.KLEEI.KFF. A95 B96 C99 D98 E99 F96 H99 I98 J97 K97 L97 M98 N98 
8 0 8 HBB..MH.JCCM..JAANIDDL.NI.KLEE..K.FF A96 B94 C99 D98 E99 F97 H98 I97 J98 K97 L97 M98 N98 
8 0 8 H.BB.MH.JCCM..JAANIDDL.NI.KLEE..K.FF A96 B95 C99 D98 E99 F97 H98 I97 J98 K97 L97 M98 N98 
8 0 8 H..BBMH.JCCM..JAAN..KDDNI.KLEEI..LFF A96 B96 C99 D96 E99 F97 H98 I98 J98 K96 L96 M98 N98 
8 0 8 BB...MH.JCCMH.JAANIDD..NI.KLEE..KLFF A96 B93 C99 D98 E99 F97 H97 I97 J98 K97 L96 M98 N98 
8 0 8 H.JBBMH.JCCMI..AANIDD..N..KLEE..KLFF A96 B96 C99 D98 E99 F97 H98 I96 J97 K97 L96 M98 N98 
8 0 8 H.JBBMH.JCCMAA...NIDD..NI.KLEE..KLFF A93 B96 C99 D98 E99 F97 H98 I97 J97 K97 L96 M98 N98 
8 0 8 H.JBBMH.JCCM.AA..NIDD..NI.KLEE..KLFF A94 B96 C99 D98 E99 F97 H98 I97 J97 K97 L96 M98 N98 
8 0 8 H.JBBMH.JCCM..AA.NIDD..NI.KLEE..KLFF A95 B96 C99 D98 E99 F97 H98 I97 J97 K97 L96 M98 N98 
8 0 8 H.BB.MH..CCM..JAANI.JDDNI.KLEE..KLFF A96 B95 C99 D96 E99 F97 H98 I97 J97 K97 L96 M98 N98 
8 0 8 HBB..MH..CCM..JAANI.JDDNI.KLEE..KLFF A96 B94 C99 D96 E99 F97 H98 I97 J97 K97 L96 M98 N98 
8 0 8 ...BBMH.JCCMH.JAANI.KDDNI.KLEE...LFF A96 B96 C99 D96 E99 F97 H97 I97 J98 K96 L96 M98 N98 
8 0 8 ...BBMH.JCCMH.JAANI.DD.NI.KLEE..KLFF A96 B96 C99 D95 E99 F97 H97 I97 J98 K97 L96 M98 N98 
8 0 8 ..JBBMH.JCCMHAA..NIDD..NI.KLEE..KLFF A94 B96 C99 D94 E99 F97 H97 I97 J97 K97 L96 M98 N98 
8 0 8 ..JBBMH.JCCMH.AA.NIDD..NI.KLEE..KLFF A95 B96 C99 D94 E99 F97 H97 I97 J97 K97 L96 M98 N98 
8 0 8 ..JBBMH.JCCMH..AANI.KDDNI.KLEE...LFF A96 B96 C99 D96 E99 F97 H97 I97 J97 K96 L96 M98 N98 
8 0 8 ..JBBMH.JCCMH..AANI.DD.NI.KLEE..KLFF A96 B96 C99 D95 E99 F97 H97 I97 J97 K97 L96 M98 N98 
8 0 8 ..JBBMH.JCCMHAA..NI..DDNI.KLEE..KLFF A94 B96 C99 D96 E99 F97 H97 I97 J97 K97 L96 M98 N98 
8 0 8 ..JBBMH.JCCMH.AA.NI..DDNI.KLEE..KLFF A95 B96 C99 D96 E99 F97 H97 I97 J97 K97 L96 M98 N98 
8 0 8 ...BBMH..CCMH.JAANI.JDDNI.KLEE..KLFF A96 B96 C99 D96 E99 F97 H97 I97 J95 K97 L96 M98 N98 
8 0 8 ..BB.MH.JCCMH.JAAN.DD..NI.KLEEI.KLFF A96 B95 C99 D94 E99 F97 H97 I96 J96 K97 L96 M98 N98 
8 0 8 ..BB.MH..CCMH.JAAN..JDDNI.KLEEI.KLFF A96 B95 C99 D96 E99 F97 H97 I96 J95 K97 L96 M98 N98 
8 0 8 H.BB.MH.JCCMI.JAANI..DDN..KLEE..KLFF A96 B93 C99 D96 E99 F97 H96 I94 J96 K97 L96 M98 N98 
8 0 8 H.BB.MH..CCM..JAAN..JDDNI.KLEEI.KLFF A96 B93 C99 D96 E99 F97 H96 I96 J95 K97 L96 M98 N98 
8 0 8 ..BB.M..JCCMH.JAANH..DDNI.KLEEI.KLFF A96 B93 C99 D96 E99 F97 H94 I96 J96 K97 L96 M98 N98 
8 0 8 HBB..MH.JCCMI.JAANI..DDN..KLEE..KLFF A96 B94 C99 D96 E99 F97 H96 I94 J96 K97 L96 M98 N98 
8 0 8 HBB..MH..CCM..JAAN..JDDNI.KLEEI.KLFF A96 B94 C99 D96 E99 F97 H96 I96 J95 K97 L96 M98 N98 
8 0 8 ..BB.MH.JCCMH.JAANIDD..NI.KLEE..KLFF A96 B93 C99 D94 E99 F97 H97 I95 J96 K97 L96 M98 N98 
8 0 8 ..BB.MH..CCMH.JAANI.JDDNI.KLEE..KLFF A96 B93 C99 D96 E99 F97 H97 I95 J95 K97 L96 M98 N98 
8 0 8 .BB..MH.JCCMH.JAANIDD..NI.KLEE..KLFF A96 B94 C99 D94 E99 F97 H97 I95 J96 K97 L96 M98 N98 
