10 0 10 ..CC.MDD.K.MAA.K.NIEEL.NI.JLGGHHJ... 
10 0 10 ..CC.MDD.K.MAA.K.NIEE..NI.JLGGHHJL.. L99 
10 0 10 ..CC.MDD.K.MAA.K.NI..EENI.JLGGHHJL.. E98 L99 
10 0 10 ..CC.MDD.K.MAA.K.NI.JEENI.JLGGHH.L.. E98 J99 L99 
10 0 10 ..CC.MDD.K.MAA.K.NI.JEENI.JLGG.HHL.. E98 H99 J99 L99 
10 0 10 ..CC.MDD.K.MAA.K.N..JEENI.JLGGIHHL.. E98 H99 I99 J99 L99 
10 0 10 ..CC.MDD.K.M.AAK.N..JEENI.JLGGIHHL.. A99 E98 H99 I99 J99 L99 
10 0 10 ..CC.MDD.K.MIAAK.NI.JEEN..JLGG.HHL.. A99 E98 H99 I97 J99 L99 
10 0 10 ..CC.MDD.K.MIAAK.NI.JEEN..JLGGHH.L.. A99 E98 H98 I97 J99 L99 
10 0 10 ..CC.MDD.K.MIAAK.NI..EEN..JLGGHHJL.. A99 E98 H98 I97 J98 L99 
10 0 10 ..CC.MDD.K.MIAAK.NIEE..N..JLGGHHJL.. A99 E96 H98 I97 J98 L99 
10 0 10 ..CC.MDD.K.MIAAK.NIEEL.N..JLGGHHJ... A99 E96 H98 I97 J98 L98 
10 0 10 ..CC.M.DDK.MIAAK.NIEEL.N..JLGGHHJ... A99 D99 E96 H98 I97 J98 L98 
10 0 10 ..CC.M.DDK.M.AAK.NIEEL.NI.JLGGHHJ... A99 D99 E96 H98 I96 J98 L98 
10 0 10 ..CC.M.DDK.M.AAK.NIEE..NI.JLGGHHJL.. A99 D99 E96 H98 I96 J98 L97 
10 0 10 ..CC.M.DDK.M.AAK.NI..EENI.JLGGHHJL.. A99 D99 E94 H98 I96 J98 L97 
10 0 10 ..CC.M.DDK.M.AAK.NI.JEENI.JLGGHH.L.. A99 D99 E94 H98 I96 J97 L97 
10 0 10 ..CC.M.DDK.M.AAK.NI.JEENI.JLGG.HHL.. A99 D99 E94 H97 I96 J97 L97 
10 0 10 I.CC.MIDDK.M.AAK.N..JEEN..JLGG.HHL.. A99 D99 E94 H97 I93 J97 L97 
10 0 10 I.CC.MIDDK.MAA.K.N..JEEN..JLGG.HHL.. A98 D99 E94 H97 I93 J97 L97 
10 0 10 I.CC.MIDDK.MAA.K.N..JEEN..JLGGHH.L.. A98 D99 E94 H96 I93 J97 L97 
10 0 10 I.CC.MIDDK.MAA.K.N...EEN..JLGGHHJL.. A98 D99 E94 H96 I93 J96 L97 
10 0 10 I.CC.MIDDK.MAA.K.NEE...N..JLGGHHJL.. A98 D99 E91 H96 I93 J96 L97 
10 0 10 I.CC.MIDDK.MAA.K.NEE.L.N..JLGGHHJ... A98 D99 E91 H96 I93 J96 L96 
10 0 10 I.CC.MIDDK.MAA.K.NEEJL.N..JLGGHH.... A98 D99 E91 H96 I93 J95 L96 
10 0 10 I.CC.MIDDK.MAA.K.NEEJL.N..JLGG....HH A98 D99 E91 H92 I93 J95 L96 
10 0 10 I.CC.MIDDK.MAA.K.NEEJ..N..JLGG...LHH A98 D99 E91 H92 I93 J95 L95 
10 0 10 I.CC.MIDDK.MAA.K.NEE...N..JLGG..JLHH A98 D99 E91 H92 I93 J94 L95 
10 0 10 I.CC.MIDDK.MAA.K.N...EEN..JLGG..JLHH A98 D99 E88 H92 I93 J94 L95 
10 0 10 I.CC.MIDDK.MAA.K.N..JEEN..JLGG...LHH A98 D99 E88 H92 I93 J93 L95 
10 0 10 I.CC.MIDDK.M.AAK.N..JEEN..JLGG...LHH A97 D99 E88 H92 I93 J93 L95 
10 0 10 ..CC.M.DDK.M.AAK.N..JEENI.JLGGI..LHH A97 D99 E88 H92 I89 J93 L95 
10 0 10 ..CC.M.DDK.M.AAK.N...EENI.JLGGI.JLHH A97 D99 E88 H92 I89 J92 L95 
10 0 10 ..CC.MIDDK.MIAAK.N...EEN..JLGG..JLHH A97 D99 E88 H92 I86 J92 L95 
10 0 10 ..CC.MIDDK.MIAAK.NEE...N..JLGG..JLHH A97 D99 E85 H92 I86 J92 L95 
10 0 10 ..CC.MIDDK.MIAAK.NEE.L.N..JLGG..J.HH A97 D99 E85 H92 I86 J92 L94 
10 0 10 ..CC.MIDDK.MIAAK.NEE.L.N..JLGG..JHH. A97 D99 E85 H91 I86 J92 L94 
10 0 10 ..CC.MIDDK.MIAAK.NEEJL.N..JLGG...HH. A97 D99 E85 H91 I86 J91 L94 
10 0 10 ..CC.MIDDK.MIAAK.NEEJL.N..JLGGHH.... A97 D99 E85 H88 I86 J91 L94 
10 0 10 ..CC.MIDDK.MIAAK.NEEJ..N..JLGGHH.L.. A97 D99 E85 H88 I86 J91 L93 
10 0 10 ..CC.MIDDK.MIAAK.NEEJ..N..JLGG.HHL.. A97 D99 E85 H87 I86 J91 L93 
10 0 10 ..CC.MIDD..MIAAK.NEEJK.N..JLGG.HHL.. A97 D99 E85 H87 I86 J91 K99 L93 
10 0 10 ..CC.MI..DDMIAAK.NEEJK.N..JLGG.HHL.. A97 D97 E85 H87 I86 J91 K99 L93 
10 0 10 ..CC.MI..DDMIAAK.NEEJK.N..JLGGHH.L.. A97 D97 E85 H86 I86 J91 K99 L93 
10 0 10 ..CC.MI..DDMIAAK.NEE.K.N..JLGGHHJL.. A97 D97 E85 H86 I86 J90 K99 L93 
10 0 10 ..CC.MI..DDMIAAK.N.EEK.N..JLGGHHJL.. A97 D97 E84 H86 I86 J90 K99 L93 
10 0 10 ..CC.M...DDM.AAK.NIEEK.NI.JLGGHHJL.. A97 D97 E84 H86 I84 J90 K99 L93 
10 0 10 ..CC.M...DDMAA.K.NIEEK.NI.JLGGHHJL.. A96 D97 E84 H86 I84 J90 K99 L93 
10 0 10 ..CC.M.DD..MAA.K.NIEEK.NI.JLGGHHJL.. A96 D95 E84 H86 I84 J90 K99 L93 
5 0 5 .CCK.MIDDK.MIAA..NEEJL.N..JLGG....HH A45 C91 D87 E17 H8 I22 J41 K97 L50 
5 0 5 .CCK.MIDDK.MIAA..NEEJL.N..JLGGHH.... A45 C91 D87 E17 H4 I22 J41 K97 L50 
5 0 5 .CCK.MIDDK.MIAA..NEEJ..N..JLGGHH.L.. A45 C91 D87 E17 H4 I22 J41 K97 L49 
5 0 5 .CCK.MIDDK.MIAA..NEEJ..N..JLGG.HHL.. A45 C91 D87 E17 H3 I22 J41 K97 L49 
5 0 5 CC.K.MIDDK.MIAA..NEEJ..N..JLGG.HHL.. A45 C90 D87 E17 H3 I22 J41 K97 L49 
5 0 5 CC.K.MIDDK.MIAA..NEEJL.N..JLGG.HH... A45 C90 D87 E17 H3 I22 J41 K97 L48 
5 0 5 CC.K.MIDDK.MIAA..NEEJL.N..JLGG...HH. A45 C90 D87 E17 H1 I22 J41 K97 L48 
5 0 5 CC.K.MIDDK.MIAA..NEE.L.N..JLGG..JHH. A45 C90 D87 E17 H1 I22 J40 K97 L48 
5 0 5 CC.K.MIDDK.MIAA..NEE.L.N..JLGG..J.HH A45 C90 D87 E17 H0 I22 J40 K97 L48 
5 0 5 CC.K.MIDDK.MI.AA.NEE.L.N..JLGG..J.HH A44 C90 D87 E17 H0 I22 J40 K97 L48 
5 0 5 CC.K.MIDDK.MI.AA.NEEJL.N..JLGG....HH A44 C90 D87 E17 H0 I22 J39 K97 L48 
5 0 5 CC.K.MIDDK.MI.AA.NEEJ..N..JLGG...LHH A44 C90 D87 E17 H0 I22 J39 K97 L47 
5 0 5 CC.K.MIDDK.MI.AA.N.EEL.N..JLGG..J.HH A44 C90 D87 E16 H0 I22 J40 K97 L48 
5 0 5 CC.K.MIDDK.MI.AA.N.EE..N..JLGG..JLHH A44 C90 D87 E16 H0 I22 J40 K97 L47 
5 0 5 .CCK.MIDDK.MI.AA.NEE.L.N..JLGG..J.HH A44 C89 D87 E17 H0 I22 J40 K97 L48 
5 0 5 CC.K.MIDDK.MI.AA.NEE.L.N..JLGG..JHH. A44 C90 D87 E17 H1 I22 J40 K97 L48 
5 0 5 CC.K.MIDDK.MI.AA.N.EEL.N..JLGG..JHH. A44 C90 D87 E16 H1 I22 J40 K97 L48 
5 0 5 CC.K.MIDDK.MI..AANEEJL.N..JLGG...HH. A43 C90 D87 E17 H1 I22 J41 K97 L48 
5 0 5 CC.K.MIDDK.MI..AANEEJL.N..JLGG..HH.. A43 C90 D87 E17 H0 I22 J41 K97 L48 
5 0 5 CC.K.MIDDK.MI.AA.NEEJL.N..JLGG..HH.. A42 C90 D87 E17 H0 I22 J41 K97 L48 
5 0 5 .CCK.MIDDK.MI.AA.NEEJL.N..JLGG..HH.. A42 C89 D87 E17 H0 I22 J41 K97 L48 
5 0 5 .CCK.MIDDK.MI..AANEEJL.N..JLGG..HH.. A43 C89 D87 E17 H0 I22 J41 K97 L48 
5 0 5 ICCK.MIDDK.M...AANEEJL.N..JLGG..HH.. A43 C89 D87 E17 H0 I21 J41 K97 L48 
5 0 5 ICCK.MIDDK.MAA...NEEJL.N..JLGG..HH.. A40 C89 D87 E17 H0 I21 J41 K97 L48 
5 0 5 ICCK.MIDDK.M.AA..NEEJL.N..JLGG..HH.. A41 C89 D87 E17 H0 I21 J41 K97 L48 
5 0 5 CC.K.MIDDK.MI.AA.NEEJL.N..JLGG...HH. A44 C90 D87 E17 H1 I22 J41 K97 L48 
5 0 5 CC.K.MIDDK.MI.AA.NEEJL.N..JLGGHH.... A44 C90 D87 E17 H-2 I22 J41 K97 L48 
5 0 5 CC.K.MIDDK.MI.AA.NEEJ..N..JLGGHH.L.. A44 C90 D87 E17 H-2 I22 J41 K97 L47 
5 0 5 .CCK.MIDDK.MI.AA.NEEJL.N..JLGG...HH. A44 C89 D87 E17 H1 I22 J41 K97 L48 
5 0 5 CC.K.MIDDK.MIAA..NEEJL.N..JLGG..HH.. A45 C90 D87 E17 H2 I22 J41 K97 L48 
5 0 5 CC.K.MIDDK.MI..AANEEJL.N..JLGG.HH... A43 C90 D87 E17 H3 I22 J41 K97 L48 
5 0 5 CC.K.MIDDK.MI.AA.NEEJL.N..JLGG.HH... A44 C90 D87 E17 H3 I22 J41 K97 L48 
5 0 5 CC.K.MIDDK.MI..AANEEJ..N..JLGG.HHL.. A43 C90 D87 E17 H3 I22 J41 K97 L49 
5 0 5 CC.K.MIDDK.MI.AA.NEEJ..N..JLGG.HHL.. A44 C90 D87 E17 H3 I22 J41 K97 L49 
5 0 5 .CCK.MIDDK.MIAA..NEE...N..JLGGHHJL.. A45 C91 D87 E17 H4 I22 J40 K97 L49 
5 0 5 .CCK.MIDDK.MIAA..N...EEN..JLGGHHJL.. A45 C91 D87 E14 H4 I22 J40 K97 L49 
5 0 5 .CCK.MIDDK.MIAA..N..JEEN..JLGGHH.L.. A45 C91 D87 E14 H4 I22 J39 K97 L49 
5 0 5 .CCK.MIDDK.MIAA..N..JEEN..JLGG.HHL.. A45 C91 D87 E14 H3 I22 J39 K97 L49 
5 0 5 .CCK.MIDDK.MI.AA.N..JEEN..JLGG.HHL.. A44 C91 D87 E14 H3 I22 J39 K97 L49 
5 0 5 .CCK.M.DDK.MI.AA.NI.JEEN..JLGG.HHL.. A44 C91 D87 E14 H3 I21 J39 K97 L49 
5 0 5 .CCK.M.DDK.MI..AANI.JEEN..JLGG.HHL.. A43 C91 D87 E14 H3 I21 J39 K97 L49 
5 0 5 .CCK.M.DDK.MI..AANI.JEEN..JLGGHH.L.. A43 C91 D87 E14 H2 I21 J39 K97 L49 
5 0 5 .CCK.M.DDK.MI..AANI..EEN..JLGGHHJL.. A43 C91 D87 E14 H2 I21 J38 K97 L49 
5 0 5 .CCK.M.DDK.MI..AANIEE..N..JLGGHHJL.. A43 C91 D87 E12 H2 I21 J38 K97 L49 
5 0 5 ICCK.MIDDK.M...AAN.EE..N..JLGGHHJL.. A43 C91 D87 E12 H2 I19 J38 K97 L49 
5 0 5 ICCK.MIDDK.M...AAN..EE.N..JLGGHHJL.. A43 C91 D87 E11 H2 I19 J38 K97 L49 
5 0 5 ICCK.MIDDK.MAA...N..EE.N..JLGGHHJL.. A40 C91 D87 E11 H2 I19 J38 K97 L49 
5 0 5 ICCK.MIDDK.MAA...N...EEN..JLGGHHJL.. A40 C91 D87 E10 H2 I19 J38 K97 L49 
5 0 5 ICCK.MIDDK.MAA...N..JEEN..JLGGHH.L.. A40 C91 D87 E10 H2 I19 J37 K97 L49 
5 0 5 ICCK.MIDDK.MAA...N..JEEN..JLGG.HHL.. A40 C91 D87 E10 H1 I19 J37 K97 L49 
5 0 5 ICCK.MIDDK.M.AA..N..EE.N..JLGGHHJL.. A41 C91 D87 E11 H2 I19 J38 K97 L49 
5 0 5 .CCK.M.DDK.M.AA..NI.EE.NI.JLGGHHJL.. A41 C91 D87 E11 H2 I16 J38 K97 L49 
5 0 5 .CCK.M.DDK.MAA...NI.EE.NI.JLGGHHJL.. A40 C91 D87 E11 H2 I16 J38 K97 L49 
5 0 5 .CCK.MDD.K.MAA...NI.EE.NI.JLGGHHJL.. A40 C91 D86 E11 H2 I16 J38 K97 L49 
5 0 5 .CCK.MDD.K.M..AA.NI.EE.NI.JLGGHHJL.. A38 C91 D86 E11 H2 I16 J38 K97 L49 
5 0 5 .CCK.MDD.K.MI.AA.NI.EE.N..JLGGHHJL.. A38 C91 D86 E11 H2 I15 J38 K97 L49 
5 0 5 .CCK.MDD.K.MI..AANI.EE.N..JLGGHHJL.. A37 C91 D86 E11 H2 I15 J38 K97 L49 
5 0 5 CC.K.MDD.K.MI..AANI.EE.N..JLGGHHJL.. A37 C90 D86 E11 H2 I15 J38 K97 L49 
5 0 5 CC.K.MDD.K.MI..AANI..EEN..JLGGHHJL.. A37 C90 D86 E10 H2 I15 J38 K97 L49 
5 0 5 CC.K.MDD.K.MI.JAANI.JEEN...LGGHH.L.. A37 C90 D86 E10 H2 I15 J36 K97 L49 
5 0 5 CC.K.M.DDK.MI.JAANI.JEEN...LGGHH.L.. A37 C90 D85 E10 H2 I15 J36 K97 L49 
5 0 5 CC.K.M.DDK.MI.JAANI.JEEN...LGG.HHL.. A37 C90 D85 E10 H1 I15 J36 K97 L49 
5 0 5 CC.K.M.DDK.M..JAANI.JEENI..LGG.HHL.. A37 C90 D85 E10 H1 I14 J36 K97 L49 
5 0 5 CC.K.MDD.K.M..JAANI.JEENI..LGG.HHL.. A37 C90 D84 E10 H1 I14 J36 K97 L49 
5 0 5 CC.K.MDD.K.M...AANI.JEENI.JLGG.HHL.. A37 C90 D84 E10 H1 I14 J35 K97 L49 
5 0 5 CC.K.MDD.K.M.AA..NI.JEENI.JLGG.HHL.. A35 C90 D84 E10 H1 I14 J35 K97 L49 
5 0 5 CC.K.MDD.K.M.AA..NI.JEENI.JLGGHH.L.. A35 C90 D84 E10 H0 I14 J35 K97 L49 
5 0 5 CC.K.MDD.K.M.AA..NI..EENI.JLGGHHJL.. A35 C90 D84 E10 H0 I14 J34 K97 L49 
5 0 5 CC.K.MDD.K.M.AA..NIEE..NI.JLGGHHJL.. A35 C90 D84 E8 H0 I14 J34 K97 L49 
5 0 5 CC.K.MDD.K.M.AA..NIEEL.NI.JLGGHHJ... A35 C90 D84 E8 H0 I14 J34 K97 L48 
5 0 5 CC.K.MDD.K.M..AA.NIEEL.NI.JLGGHHJ... A34 C90 D84 E8 H0 I14 J34 K97 L48 
5 0 5 CC.K.MDD.K.MI.AA.NIEEL.N..JLGGHHJ... A34 C90 D84 E8 H0 I13 J34 K97 L48 
5 0 5 CC.K.MDD.K.MI.AA.NIEE..N..JLGGHHJL.. A34 C90 D84 E8 H0 I13 J34 K97 L47 
5 0 5 CC.K.M.DDK.MI.AA.NIEE..N..JLGGHHJL.. A34 C90 D83 E8 H0 I13 J34 K97 L47 
5 0 5 CC.K.M.DDK.MI.AA.NI..EEN..JLGGHHJL.. A34 C90 D83 E6 H0 I13 J34 K97 L47 
5 0 5 CC.K.M.DDK.MI.AA.NI.JEEN..JLGGHH.L.. A34 C90 D83 E6 H0 I13 J33 K97 L47 
5 0 5 CC.K.M.DDK.MIAA..NI.JEEN..JLGGHH.L.. A33 C90 D83 E6 H0 I13 J33 K97 L47 
5 0 5 CC.K.MDD.K.MI.AA.NI.JEEN..JLGGHH.L.. A34 C90 D82 E6 H0 I13 J33 K97 L47 
5 0 5 CC.K.M.DDK.MIAA..NI..EEN..JLGGHHJL.. A33 C90 D83 E6 H0 I13 J34 K97 L47 
5 0 5 CC.K.M.DDK.MIAA..NI.EE.N..JLGGHHJL.. A33 C90 D83 E5 H0 I13 J34 K97 L47 
5 0 5 CC.K.MIDDK.MIAA..N..EE.N..JLGGHHJL.. A33 C90 D83 E5 H0 I12 J34 K97 L47 
5 0 5 CC.K.MIDDK.MIAA..N.EE..N..JLGGHHJL.. A33 C90 D83 E4 H0 I12 J34 K97 L47 
5 0 5 CC.K.MIDDK.MIAA..N.EEL.N..JLGGHHJ... A33 C90 D83 E4 H0 I12 J34 K97 L46 
5 0 5 CC.K.MIDDK.MI.AA.N.EEL.N..JLGGHHJ... A32 C90 D83 E4 H0 I12 J34 K97 L46 
5 0 5 CC.K.M.DDK.MIAA..NIEEL.N..JLGGHHJ... A33 C90 D83 E4 H0 I11 J34 K97 L46 
5 0 5 CC.K.M.DDK.MI..AANIEEL.N..JLGGHHJ... A31 C90 D83 E4 H0 I11 J34 K97 L46 
5 0 5 .CCK.MIDDK.MIAA..N.EEL.N..JLGGHHJ... A33 C89 D83 E4 H0 I12 J34 K97 L46 
5 0 5 .CCK.MIDDK.MI..AAN.EEL.N..JLGGHHJ... A31 C89 D83 E4 H0 I12 J34 K97 L46 
5 0 5 CC.K.MIDDK.MI.AA.N..EE.N..JLGGHHJL.. A32 C90 D83 E5 H0 I12 J34 K97 L47 
5 0 5 CC.K.M.DDK.M..AA.NI.EE.NI.JLGGHHJL.. A32 C90 D83 E5 H0 I10 J34 K97 L47 
5 0 5 CC.K.M.DDK.M...AANI.EE.NI.JLGGHHJL.. A31 C90 D83 E5 H0 I10 J34 K97 L47 
5 0 5 .CCK.MIDDK.MI.AA.N..EE.N..JLGGHHJL.. A32 C89 D83 E5 H0 I12 J34 K97 L47 
5 0 5 CC.K.M.DDK.MI.AA.NI.EE.N..JLGGHHJL.. A34 C90 D83 E7 H0 I13 J34 K97 L47 
5 0 5 CC.K.M.DDK.MIAA..NIEE..N..JLGGHHJL.. A33 C90 D83 E8 H0 I13 J34 K97 L47 
5 0 5 CC.K.MIDDK.MI.AA.N.EE..N..JLGGHHJL.. A34 C90 D83 E8 H0 I12 J34 K97 L47 
5 0 5 CC.K.M.DDK.MI.AA.NIEEL.N..JLGGHHJ... A34 C90 D83 E8 H0 I13 J34 K97 L48 
5 0 5 CC.K.MDD.K.M..AA.NIEE..NI.JLGGHHJL.. A34 C90 D84 E8 H0 I14 J34 K97 L49 
5 0 5 CC.K.MDD.K.M.AA..NI.EE.NI.JLGGHHJL.. A35 C90 D84 E9 H0 I14 J34 K97 L49 
5 0 5 CC.K.MDD.K.M..AA.NI..EENI.JLGGHHJL.. A34 C90 D84 E10 H0 I14 J34 K97 L49 
5 0 5 .CCK.MDD.K.M..JAANI.JEENI..LGG.HHL.. A37 C89 D84 E10 H1 I14 J36 K97 L49 
5 0 5 .CCK.M.DDK.M..JAANI.JEENI..LGG.HHL.. A37 C89 D85 E10 H1 I14 J36 K97 L49 
5 0 5 .CCK.M.DDK.M..JAANI.JEENI..LGGHH.L.. A37 C89 D85 E10 H0 I14 J36 K97 L49 
5 0 5 ICCK.MIDDK.M..JAAN..JEEN...LGGHH.L.. A37 C89 D85 E10 H0 I11 J36 K97 L49 
5 0 5 .CCK.MIDDK.MI.JAAN..JEEN...LGGHH.L.. A37 C89 D85 E10 H0 I12 J36 K97 L49 
5 0 5 .CCK.M.DDK.M..JAAN..JEENI..LGGIHHL.. A37 C89 D85 E10 H1 I13 J36 K97 L49 
5 0 5 ICCK.MIDDK.M..JAAN..JEEN...LGG.HHL.. A37 C89 D85 E10 H1 I11 J36 K97 L49 
5 0 5 .CCK.MIDDK.MI.JAAN..JEEN...LGG.HHL.. A37 C89 D85 E10 H1 I12 J36 K97 L49 
5 0 5 CC.K.M.DDK.M..JAANI.JEENI..LGGHH.L.. A37 C90 D85 E10 H2 I14 J36 K97 L49 
5 0 5 CC.K.MDD.K.MI..AANI.JEEN..JLGGHH.L.. A37 C90 D86 E10 H2 I15 J37 K97 L49 
5 0 5 CC.K.MDD.K.MI.AA.NI..EEN..JLGGHHJL.. A36 C90 D86 E10 H2 I15 J38 K97 L49 
5 0 5 CC.K.MDD.K.MI..AANIEE..N..JLGGHHJL.. A37 C90 D86 E10 H2 I15 J38 K97 L49 
5 0 5 CC.K.MDD.K.M...AANI.EE.NI.JLGGHHJL.. A37 C90 D86 E11 H2 I14 J38 K97 L49 
5 0 5 CC.K.MDD.K.MIAA..NI.EE.N..JLGGHHJL.. A35 C90 D86 E11 H2 I15 J38 K97 L49 
5 0 5 CC.K.M.DDK.MI..AANI.EE.N..JLGGHHJL.. A37 C90 D85 E11 H2 I15 J38 K97 L49 
5 0 5 .CCK.M.DDK.MI.AA.NI.EE.N..JLGGHHJL.. A38 C91 D85 E11 H2 I15 J38 K97 L49 
5 0 5 CC.K.MDD.K.MI.AA.NI.EE.N..JLGGHHJL.. A38 C90 D86 E11 H2 I15 J38 K97 L49 
5 0 5 CC.K.MDD.K.M..AA.NI.EE.NI.JLGGHHJL.. A38 C90 D86 E11 H2 I16 J38 K97 L49 
5 0 5 CC.K.MDD.K.MAA...NI.EE.NI.JLGGHHJL.. A40 C90 D86 E11 H2 I16 J38 K97 L49 
5 0 5 .CCK.MDD.K.M.AA..NI.EE.NI.JLGGHHJL.. A41 C91 D86 E11 H2 I16 J38 K97 L49 
5 0 5 CC.K.M.DDK.M.AA..NI.EE.NI.JLGGHHJL.. A41 C90 D87 E11 H2 I16 J38 K97 L49 
5 0 5 .CCK.M.DDK.MIAA..NI.EE.N..JLGGHHJL.. A41 C91 D87 E11 H2 I17 J38 K97 L49 
5 0 5 .CCK.M.DDK.M...AANI.EE.NI.JLGGHHJL.. A43 C91 D87 E11 H2 I16 J38 K97 L49 
5 0 5 .CCK.MIDDK.MI..AAN..EE.N..JLGGHHJL.. A43 C91 D87 E11 H2 I18 J38 K97 L49 
5 0 5 ICCK.MIDDK.MAA...N.EE..N..JLGGHHJL.. A40 C91 D87 E12 H2 I19 J38 K97 L49 
5 0 5 ICCK.MIDDK.M.AA..N.EE..N..JLGGHHJL.. A41 C91 D87 E12 H2 I19 J38 K97 L49 
5 0 5 .CCK.MIDDK.MI..AAN.EE..N..JLGGHHJL.. A43 C91 D87 E12 H2 I20 J38 K97 L49 
5 0 5 CC.K.M.DDK.MI..AANIEE..N..JLGGHHJL.. A43 C90 D87 E12 H2 I21 J38 K97 L49 
5 0 5 .CCK.M.DDK.MI..AANI.EE.N..JLGGHHJL.. A43 C91 D87 E13 H2 I21 J38 K97 L49 
5 0 5 ICCK.MIDDK.M...AAN...EEN..JLGGHHJL.. A43 C91 D87 E14 H2 I19 J38 K97 L49 
5 0 5 .CCK.M.DDK.MI.JAANI.JEEN...LGGHH.L.. A43 C91 D87 E14 H2 I21 J38 K97 L49 
5 0 5 ICCK.MIDDK.M...AAN..JEEN..JLGGHH.L.. A43 C91 D87 E14 H2 I19 J39 K97 L49 
5 0 5 .CCK.M.DDK.MI.JAANI.JEEN...LGG.HHL.. A43 C91 D87 E14 H3 I21 J38 K97 L49 
5 0 5 .CCK.M.DDK.M...AANI.JEENI.JLGG.HHL.. A43 C91 D87 E14 H3 I20 J39 K97 L49 
5 0 5 ICCK.MIDDK.M...AAN..JEEN..JLGG.HHL.. A43 C91 D87 E14 H3 I19 J39 K97 L49 
5 0 5 CC.K.M.DDK.MI.AA.NI.JEEN..JLGG.HHL.. A44 C90 D87 E14 H3 I21 J39 K97 L49 
5 0 5 CC.K.M.DDK.MIAA..NI.JEEN..JLGG.HHL.. A43 C90 D87 E14 H3 I21 J39 K97 L49 
5 0 5 CC.K.MDD.K.MI.AA.NI.JEEN..JLGG.HHL.. A44 C90 D86 E14 H3 I21 J39 K97 L49 
5 0 5 ICCK.MIDDK.M..AA.N..JEEN..JLGG.HHL.. A44 C91 D87 E14 H3 I21 J39 K97 L49 
5 0 5 .CCK.M.DDK.M.AA..NI.JEENI.JLGG.HHL.. A45 C91 D87 E14 H3 I20 J39 K97 L49 
5 0 5 ICCK.MIDDK.M.AA..N..JEEN..JLGG.HHL.. A45 C91 D87 E14 H3 I21 J39 K97 L49 
5 0 5 ICCK.MIDDK.M.AA..N..JEEN..JLGGHH.L.. A45 C91 D87 E14 H4 I21 J39 K97 L49 
5 0 5 ICCK.MIDDK.M.AA..N...EEN..JLGGHHJL.. A45 C91 D87 E14 H4 I21 J40 K97 L49 
5 0 5 .CCK.MIDDK.MIAA..N..EE.N..JLGGHHJL.. A45 C91 D87 E15 H4 I22 J40 K97 L49 
5 0 5 .CCK.MIDDK.MIAA..N.EE..N..JLGGHHJL.. A45 C91 D87 E16 H4 I22 J40 K97 L49 
5 0 5 .CCK.MIDDK.MI..AANEEJ..N..JLGGHH.L.. A43 C91 D87 E17 H4 I22 J41 K97 L49 
5 0 5 CC.K.MIDDK.MIAA..NEEJ..N..JLGGHH.L.. A45 C90 D87 E17 H4 I22 J41 K97 L49 
5 0 5 .CCK.MIDDK.MIAA..NEE.L.N..JLGGHHJ... A45 C91 D87 E17 H4 I22 J40 K97 L50 
5 0 5 .CCK.MIDDK.MI..AANEEJL.N..JLGGHH.... A43 C91 D87 E17 H4 I22 J41 K97 L50 
5 0 5 .CCK.MIDDK.MI.AA.NEEJL.N..JLGGHH.... A44 C91 D87 E17 H4 I22 J41 K97 L50 
5 0 5 ICCK.MIDDK.M.AA..NEEJL.N..JLGGHH.... A45 C91 D87 E17 H4 I21 J41 K97 L50 
5 0 5 ICCK.MIDDK.MAA...NEEJL.N..JLGGHH.... A44 C91 D87 E17 H4 I21 J41 K97 L50 
5 0 5 ICCK.MIDDK.MAA...NEEJL.N..JLGG...HH. A44 C91 D87 E17 H1 I21 J41 K97 L50 
5 0 5 ICCK.MIDDK.M...AANEEJL.N..JLGG...HH. A41 C91 D87 E17 H1 I21 J41 K97 L50 
5 0 5 CC.K.MIDDK.MIAA..NEEJL.N..JLGGHH.... A45 C90 D87 E17 H4 I22 J41 K97 L50 
5 0 5 .CCK.MIDDK.MIAA..NEEJL.N..JLGG.HH... A45 C91 D87 E17 H5 I22 J41 K97 L50 
5 0 5 .CCK.MIDDK.MIAA..NEEJL.N..JLGG..HH.. A45 C91 D87 E17 H6 I22 J41 K97 L50 
5 0 5 .CCK.MIDDK.MIAA..NEEJL.N..JLGG...HH. A45 C91 D87 E17 H7 I22 J41 K97 L50 
5 0 5 .CCK.MIDDK.MI..AANEEJL.N..JLGG....HH A43 C91 D87 E17 H8 I22 J41 K97 L50 
5 0 5 CC.K.MIDDK.MIAA..NEEJL.N..JLGG....HH A45 C90 D87 E17 H8 I22 J41 K97 L50 
5 0 5 .CCK.MIDDK.MI..AANEEJ..N..JLGG...LHH A43 C91 D87 E17 H8 I22 J41 K97 L51 
5 0 5 CC.K.MIDDK.MIAA..NEEJ..N..JLGG...LHH A45 C90 D87 E17 H8 I22 J41 K97 L51 
5 0 5 CC.K.MDD.K.M.AA..NI.JEENI.JLGG...LHH A47 C92 D88 E20 H8 I24 J43 K97 L51 
5 0 5 CC.K.MDD.K.M.AA..NI..EENI.JLGG..JLHH A47 C92 D88 E20 H8 I24 J42 K97 L51 
5 0 5 CC.K.MDD.K.M.AA..N..JEENI.JLGGI..LHH A47 C92 D88 E20 H8 I23 J43 K97 L51 
